product_seq,pci_type,pci_number
18651962,PCIex16,1
18651962,PCIex16(at x4),1
18651962,PCIex16(at x1),1
16103129,PCIex16,2
16103129,PCIex1,2
18060377,PCIex16,1
18060377,PCIex16(at x4),2
18060377,PCIex1,1
8654246,PCIex16,5
8654246,PCIex8,2
16455641,PCIex16,1
16455641,PCIex16(at x4),1
16455641,PCIex1,2
16260212,PCIex16,2
16260212,PCIex1,2
18649769,PCIex16,1
18649769,PCIex16(at x1),1
18652511,PCIex16,1
18652511,PCIex1,2
18054248,PCIex16,1
18054248,PCIex16(at x4),1
18054248,PCIex16(at x1),1
15614984,PCIex16,3
19556108,PCIex16,7
15215861,PCIex16,2
15215861,PCIex1,1
16125881,PCIex16,2
16125881,PCIex1,2
18710297,PCIex16,1
18710297,PCIex16(at x4),1
18710297,PCIex1,2
16103087,PCIex16,2
16103087,PCIex1,2
16099766,PCIex16,2
16099766,PCIex1,2
18348485,PCIex16,1
18348485,PCIex16(at x4),1
18348485,PCIex1,2
17971196,PCIex16,1
17971196,PCIex16(at x2),1
17971196,PCIex1,1
18485645,PCIex16,1
18485645,PCIex16(at x4),1
18485645,PCIex1,2
20101856,PCIex16,1
20101856,PCIex1,1
18057965,PCIex16,1
18057965,PCIex16(at x4),1
18057965,PCIex1,2
18274787,PCIex16,1
18274787,PCIex16(at x4),1
18274787,PCIex1,1
9511734,PCIex16,3
9511734,PCIex1,2
14836523,PCIex16,1
14836523,PCIex1,1
18662558,PCIex16,1
18662558,PCIex16(at x4),1
18662558,PCIex1,2
18652895,PCIex16,1
18652895,PCIex1,2
19772603,PCIex16,1
19772603,PCIex16(at x4),1
19772603,PCIex1,2
17403119,PCIex16,1
17403119,PCIex1,1
18725357,PCIex16,1
19556732,PCIex16,2
19556732,PCIex16(at x4),2
19556732,PCIex1,1
18647414,PCIex16,1
18662405,PCIex16,1
18662405,PCIex16(at x4),1
18662405,PCIex1,2
12048893,PCIex16,1
12048893,PCIex16(at x4),1
12048893,PCIex1,3
27635753,PCIex16,1
27635753,PCIex16(at x4),1
27635753,PCIex16(at x2),1
17617955,PCIex16,1
17617955,PCIex1,1
16099739,PCIex16,2
16099739,PCIex1,2
18719444,PCIex16,1
18719444,PCIex16(at x4),1
18719444,PCIex1,2
13139136,PCIex16,1
13139136,PCIex16(at x4),1
13139136,PCIex4,1
21628397,PCIex16,2
21628397,PCIex16(at x4),1
17831603,PCIex16,1
17831603,PCIex1,1
20524634,PCIex16,1
20524634,PCIex1,1
20079251,PCIex16,1
20079251,PCIex16(at x4),1
20079251,PCIex1,1
19555430,PCIex16,1
19555430,PCIex8,1
18060359,PCIex16,1
18060359,PCIex16(at x4),1
18060359,PCIex1,3
13924289,PCIex16,3
13924289,PCIex1,2
18725342,PCIex16,1
18725342,PCIex16(at x4),1
18725342,PCIex1,2
11570354,PCIex16,1
11570354,PCIex1,2
18052283,PCIex16,1
18052283,PCIex16(at x4),1
18052283,PCIex1,3
18060821,PCIex16,1
18060821,PCIex16(at x4),1
5857728,PCIex16,4
5857728,PCIex4,1
18412718,PCIex16,1
18412718,PCIex1,1
18412718,PCI,1
18169559,PCIex16,1
18169559,PCIex16(at x4),2
18169559,PCIex1,1
3226637,PCIex8,2
3226637,PCIex1,1
20140688,PCIex16,1
20140688,PCIex1,2
27633896,PCIex16,1
27633896,PCIex16(at x4),1
27633896,PCIex16(at x1),1
27633896,PCIex1,1
18262592,PCIex16,2
18262592,PCIex1,1
6914917,PCIex16,1
6914917,PCIex8,1
6914917,PCI,1
19868960,PCIex16,1
19868960,PCIex1,1
19649354,PCIex16,1
19649354,PCIex16(at x2),1
19649354,PCIex1,1
19927871,PCIex16,1
16103114,PCIex16,2
16103114,PCIex1,2
16103234,PCIex16,3
16427216,PCIex16,2
16427216,PCIex1,1
15603704,PCIex16,3
25638305,PCIex16,2
25638305,PCIex16(at x4),1
9647316,PCIex16,3
9647316,PCIex1,2
15616787,PCIex16,3
12060863,PCIex16,1
12060863,PCIex1,2
5857774,PCIex16,7
18054935,PCIex16,1
18054935,PCIex16(at x4),1
18054935,PCIex1,2
9302775,PCIex16,1
9302775,PCIex1,1
18169490,PCIex16,1
18169490,PCIex16(at x4),2
18169490,PCIex1,1
20471387,PCIex16,1
20471387,PCIex16(at x4),1
18815033,PCIex16,1
18815033,PCIex16(at x1),2
12065594,PCIex16,1
12065594,PCIex1,2
2494395,PCIex16,1
2494395,PCIex1,2
16098902,PCIex16,2
16098902,PCIex1,1
16824314,PCIex16,2
16824314,PCIex1,1
16285538,PCIex16,2
16285538,PCIex1,1
17847254,PCIex16,1
17847254,PCIex1,1
17847233,PCIex16,1
17847233,PCIex1,1
13191455,PCIex16,1
13191455,PCIex16(at x4),1
13191455,PCIex1,3
13628021,PCIex16,1
13628021,PCIex1,1
12130319,PCIex16,1
12130319,PCIex1,1
6016659,PCIex16,1
6016659,PCIex4,1
6016659,PCIex1,4
6016659,PCI,1
18716867,PCIex16,1
18716867,PCIex16(at x4),1
18716867,PCIex1,2
17541941,PCIex16,1
17541941,PCIex1,2
17541941,PCI,1
28059134,PCIex16,1
28059134,PCIex1,1
17971205,PCIex16,1
17971205,PCIex16(at x4),1
17971205,PCIex1,1
11398728,PCIex16,1
11319750,PCIex16,1
15722276,PCIex16,2
15722276,PCIex1,3
8513403,PCIex16,3
8513403,PCIex1,1
20012147,PCIex16,1
20012147,PCIex16(at x4),1
20012147,PCIex1,2
15755711,PCIex16,2
15755711,PCIex1,3
18021965,PCIex16,1
18021965,PCIex16(at x4),2
18021965,PCIex1,2
13830011,PCIex16,1
13830011,PCIex1,1
19725047,PCIex16,1
19725047,PCIex1,2
19725047,PCI,1
16167980,PCIex16,2
16167980,PCIex1,1
25213067,PCIex16,1
25213067,PCIex1,1
19753526,PCIex1,1
17971193,PCIex16,1
17971193,PCIex16(at x4),1
19431530,PCIex16,1
19431530,PCIex1,1
12761789,PCIex16,4
12761789,PCIex1,1
11743040,mini-PCIe(mPCIe),1
11399493,PCIex16,1
18649409,PCIex16,1
18649409,PCIex16(at x1),2
3548546,PCIex16,1
3548546,PCIex1,2
15298127,PCIex16,1
15298127,PCIex8,2
18652220,PCIex16,1
18652220,PCIex16(at x4),1
18652220,PCIex1,1
13422815,PCIex16,1
23548343,PCIex16,1
23548343,PCIex16(at x4),1
23548343,PCIex1,3
25869083,PCIex16,1
25869083,PCIex1,1
18976274,PCIex16,1
18976274,PCIex1,1
16637738,PCIex16,2
16637738,PCIex1,1
11224269,PCIex16,3
11224269,PCIex1,3
15600971,PCIex16,3
15616676,PCIex16,2
15616676,PCIex1,1
18790607,PCIex16,1
18790607,PCIex1,2
16099619,PCIex16,1
16099619,PCIex1,1
15738464,PCIex16,3
15738464,PCIex1,1
17926784,PCIex16,1
17926784,PCIex16(at x4),1
17926784,PCIex4,1
18652892,PCIex16,1
5482817,PCIex16,5
10864752,PCIex16,1
10864752,PCIex1,2
10864752,PCI,1
16329473,PCIex16,2
16329473,PCIex1,1
15612413,PCIex16,2
15612413,PCIex4,1
15612413,PCIex1,2
11739743,PCIex16,4
11739743,PCIex1,2
27634862,PCIex16,1
27634862,PCIex1,1
5857695,PCIex16,4
5857695,PCIex4,1
12243425,PCIex16,3
12243425,PCIex1,2
13587644,PCIex16,2
13587644,PCIex1,2
18460412,PCIex16,1
18460412,PCIex16(at x4),1
18460412,PCIex16(at x1),1
15784451,PCIex16,2
15784451,PCIex1,1
19926275,PCIex16,1
19926275,PCIex16(at x4),2
18052187,PCIex16,1
18052187,PCIex16(at x4),1
18052187,PCIex1,2
16103330,PCIex16,1
16103330,PCIex1,1
15647252,PCIex16,3
15647252,PCIex1,1
16103111,PCIex16,1
16479920,PCIex16,1
16479920,PCIex1,2
16479920,PCI,1
27665750,PCIex16,1
27665750,PCIex16(at x4),2
27665750,PCIex1,1
13422614,PCIex16,3
13422614,PCIex1,1
15620588,PCIex16,3
15620588,PCIex1,2
14063930,PCIex16,1
11329152,PCIex16,2
11329152,PCIex1,3
17021852,PCIex16,1
17021852,PCIex1,2
17021852,PCI,1
16103348,PCIex16,1
16103348,PCIex1,2
11222694,PCIex16,1
16798469,PCIex16,2
16798469,PCIex1,1
6500307,PCIex16,1
6500307,PCIex1,2
11329311,PCIex16,3
11329311,PCIex1,2
18154490,PCIex16,1
18154490,PCIex16(at x4),1
18154490,PCIex1,1
14147171,PCIex16,2
14147171,PCIex1,3
13644035,PCIex16,1
13644035,PCIex1,1
12617759,PCIex16,2
12617759,PCIex1,1
16058795,PCIex16,2
16058795,PCIex1,1
17971244,PCIex16,1
17971244,PCIex16(at x2),1
17971244,PCIex1,1
15601613,PCIex16,2
15601613,PCIex4,1
15601613,PCIex1,2
18557519,PCIex16,1
18557519,PCIex1,1
16103345,PCIex16,2
16103345,PCIex1,1
16103345,PCI,1
13875599,PCIex16,2
13875599,PCIex4,1
8515863,PCIex16,1
15744581,PCIex16,3
9551721,PCIex16,2
9551721,PCIex1,2
15615839,PCIex16,3
16103336,PCIex16,3
8498229,PCIex16,3
8498229,PCIex1,1
16660088,PCIex16,1
16660088,PCIex1,2
8517171,PCIex16,3
8517171,PCIex1,2
11571746,PCIex16,2
11571746,PCIex1,2
18266843,PCIex16,1
18266843,PCIex16(at x1),2
15638834,PCIex16,3
15842255,PCIex16,1
6060171,PCIex16,1
6060171,PCIex1,2
15156329,PCIex16,2
15156329,PCIex1,2
16102667,PCIex16,1
16102667,PCIex1,1
6029420,PCIex16,2
6029420,PCIex1,2
11739779,PCIex16,1
11739779,PCIex8,1
11739779,PCIex1,1
4946644,PCIex16,1
4946644,PCIex1,2
4946644,PCI,2
12942161,PCIex16,2
12942161,PCIex16(at x4),1
12942161,PCIex1,2
18054704,PCIex16,1
18054704,PCIex16(at x4),3
18054704,PCIex1,1
13561976,PCIex16,2
13561976,PCIex1,1
20471477,PCIex16,1
20471477,PCIex16(at x4),1
16331876,PCIex16,2
16331876,PCIex1,1
15604190,PCIex16,2
15604190,PCIex1,1
10526130,PCIex16,2
10526130,PCIex1,1
8511729,PCIex16,2
8511729,PCIex1,3
11319420,PCIex16,3
11319420,PCIex1,2
16168394,PCIex16,2
15756542,PCIex16,3
15756542,PCIex1,1
11814517,PCIex16,2
11814517,PCIex1,1
6508751,PCIex16,2
6508751,PCIex1,2
7097008,PCIex16,1
7097008,PCIex1,1
16278929,PCIex16,2
16278929,PCIex1,1
10114683,PCIex16,4
10114683,PCIex1,1
12060446,PCIex16,1
12060446,PCIex1,2
9597318,PCIex16,3
9597318,PCIex1,3
19671590,PCIex16,1
19671590,PCIex1,2
19671590,PCI,1
12083765,PCIex16,1
12083765,PCIex1,2
7452226,PCIex16,1
7452226,PCIex1,2
12069485,PCIex16,1
12069485,PCIex1,2
11408766,PCIex16,1
11408766,PCIex1,2
11224182,PCIex16,2
11224182,PCIex1,2
15626120,PCIex16,3
15599711,PCIex16,4
15599711,PCIex1,1
16333610,PCIex16,1
16095542,PCIex16,1
16095542,PCIex1,2
16085843,PCIex16,2
16085843,PCIex1,2
15616700,PCIex16,1
19554155,PCIex16,4
16145474,PCIex16,2
16145474,PCIex1,2
6494926,PCIex16,1
6494926,PCIex1,2
10132605,PCIex16,4
14043278,PCIex16,1
15626513,PCIex16,3
6494014,PCIex16,2
6494014,PCIex1,4
19772519,PCIex16,1
19772519,PCIex16(at x4),1
19772519,PCIex1,2
18716702,PCIex16,1
18716702,PCIex16(at x4),1
18716702,PCIex1,2
19545191,PCIex16,1
19545191,PCIex1,1
15693545,PCIex16,3
15693545,PCIex1,1
15616640,PCIex16,2
15616640,PCIex1,2
13760447,PCIex16,2
13760447,PCIex1,1
11674511,PCIex16,2
11674511,PCIex1,2
15600512,PCIex16,1
15600512,PCIex4,2
15943754,PCIex16,3
8511207,PCIex16,3
8511207,PCIex1,3
13289012,PCIex16,2
13289012,PCIex1,2
12060134,PCIex16,1
12060134,PCIex1,2
6716767,PCIex16,3
6716767,PCIex1,2
15932150,PCIex16,3
8506491,PCIex16,2
8506491,PCIex1,2
15896510,PCIex16,2
15896510,PCIex4,1
8870018,PCIex16,1
8870018,PCIex8,1
8870018,PCIex4,1
8870018,PCIex1,2
6508368,PCIex16,3
6508368,PCIex1,3
6023621,PCIex16,1
6023621,PCIex4,1
6023621,PCIex1,4
18863900,PCIex16,1
18863900,PCIex1,1
15602549,PCIex16,3
14493074,PCIex16,2
14493074,PCIex1,1
9636948,PCIex16,2
9636948,PCIex1,1
15521669,PCIex16,1
15521669,PCIex1,2
8508369,PCIex16,2
8508369,PCIex1,2
8520741,PCIex16,2
8520741,PCIex1,3
11920246,PCIex16,3
12074945,PCIex16,1
12074945,PCIex1,2
6511874,PCIex16,3
6511874,PCIex1,3
16100000,PCIex16,2
16100000,PCIex1,1
12952262,PCIex16,2
12952262,PCIex1,2
8682218,PCIex16,3
8682218,PCIex1,2
16109294,PCIex16,1
16109294,PCIex1,2
16102010,PCIex16,1
16102010,PCIex1,2
15609011,PCIex16,3
15609011,PCIex1,1
11370333,PCIex16,1
6346757,PCIex16,1
6346757,PCIex1,2
16248347,PCIex16,2
16248347,PCIex1,3
16625258,PCIex16,1
16625258,PCIex1,1
15609182,PCIex16,4
15609182,PCIex1,1
12076919,PCIex16,1
12076919,PCIex1,2
7449106,PCIex16,1
7449106,PCIex1,1
16425494,PCIex16,2
16425494,PCIex4,1
16425494,PCIex1,2
16085180,PCIex16,3
16085180,PCIex1,2
15605645,PCIex16,1
15605645,PCIex4,2
9421983,PCIex16,3
9421983,PCIex1,2
15883439,PCIex16,1
13670681,PCIex16,1
13670681,PCIex4,1
13670681,PCIex1,1
13562528,PCIex16,2
13562528,PCIex1,3
16103333,PCIex16,1
16103333,PCIex1,1
27665717,PCIex16,1
27665717,PCIex16(at x4),2
27665717,PCIex1,1
16101656,PCIex16,2
11370792,PCIex16,2
11370792,PCIex1,1
11210139,PCIex16,3
11210139,PCIex1,1
16084790,PCIex16,1
16084790,PCIex1,1
8941832,PCIex16,1
8941832,PCIex1,2
17025563,PCIex16,1
17025563,PCIex16(at x4),1
17025563,PCIex1,1
15638999,PCIex16,2
15638999,PCIex1,1
6511865,PCIex16,3
6511865,PCIex1,1
16103342,PCIex16,2
16103324,PCIex16,2
16103324,PCIex1,2
11223567,PCIex16,3
11223567,PCIex1,2
8507937,PCIex16,2
8507937,PCIex1,2
4829871,PCIex1,2
16134524,PCIex16,1
16134524,PCIex1,2
8501835,PCIex16,3
8501835,PCIex1,2
16357988,PCIex16,2
16357988,PCIex1,1
11399340,PCIex16,2
11399340,PCIex1,2
16000253,PCIex16,3
16000253,PCIex1,1
15867830,PCIex16,4
15867830,PCIex1,1
8345859,PCIex16,7
6053634,PCIex16,2
6053634,PCIex1,3
5456968,PCIex16,4 
5456968,PCIex4,1
5456968,PCIex1,1
18169658,PCIex16,1
18169658,PCIex16(at x4),2
18169658,PCIex1,1
18054638,PCIex16,1
18054638,PCIex16(at x4),3
18054638,PCIex1,1
16087445,PCIex16,2
16087445,PCIex1,2
15003368,PCIex16,2
15003368,PCIex8,4
8514591,PCIex16,3
8514591,PCIex1,1
6978166,PCIex16,1
6978166,PCIex1,1
16619693,PCIex16,1
16619693,PCIex1,2
16427723,PCIex16,1
16427723,PCIex1,1
16252274,PCIex16,2
16103339,PCIex16,2
14978957,PCIex16,2
14978957,PCIex1,3
13822412,PCIex16,1
13822412,PCIex1,1
13683158,PCIex16,3
13408043,PCIex16,1
7128832,PCIex16,4
7128832,PCIex1,1
16085666,PCIex16,2
16085666,PCIex1,1
14872736,PCIex16,1
14872736,PCIex8,1
14872736,PCI,2
14109998,PCIex16,1
14109998,PCIex1,1
16084991,PCIex16,2
16084991,PCIex1,2
15744971,PCIex16,3
11408364,PCIex16,1
11408364,PCIex1,2
13377359,PCIex16,3
16085327,PCIex16,2
16085327,PCIex1,1
15618617,PCIex16,2
15618617,PCIex1,2
13867739,PCIex16,3
8542250,PCIex16,3
8542250,PCIex1,2
8507643,PCIex16,2
8507643,PCIex1,3
6023742,PCIex16,1
6023742,PCIex4,1
6023742,PCIex1,2
6736567,PCIex16,3
6736567,PCIex1,2
18650765,PCIex16,1
18650765,PCIex16(at x1),2
16480022,PCIex16,1
16480022,PCIex1,1
13422545,PCIex16,3
13422545,PCIex1,1
16479872,PCIex16,1
16479872,PCIex1,2
16479872,PCI,1
16087319,PCIex16,2
16087319,PCIex1,2
16085480,PCIex16,2
16085480,PCIex1,1
15783182,PCIex16,3
15783182,PCIex1,2
15616601,PCIex16,4
15616601,PCIex1,1
15600476,PCIex16,3
15600476,PCIex1,1
14943890,PCIex16,1
14943890,PCIex1,2
13817240,PCIex16,2
13817240,PCIex8,2
13774883,PCIex16,2
13774883,PCIex4,1
13355441,PCIex16,3
11656073,PCIex16,1
11656073,PCIex1,2
11232516,PCIex16,3
11232516,PCIex1,1
8542220,PCIex16,3
8542220,PCIex1,3
8506191,PCIex16,3
8506191,PCIex1,2
5375010,PCIex16,3
5375010,PCIex4,2
16638353,PCIex16,1
16638353,PCIex1,2
16638353,PCI,1
16099562,PCIex16,2
16099562,PCIex1,2
16094537,PCIex16,1
16094537,PCIex1,2
16086878,PCIex16,1
13947872,PCIex16,2
13947872,PCIex4,1
15791012,PCIex16,3
13524110,PCIex16,1
13524110,PCIex1,2
6508744,PCIex16,3
6508744,PCIex1,2
11337465,PCIex16,1
11337267,PCIex16,2
11337267,PCIex1,3
11231685,PCIex16,2
11231685,PCIex1,1
11223516,PCIex16,2
11223516,PCIex1,2
7424164,PCIex16,1
7424164,PCIex1,1
15638693,PCIex16,4
15638693,PCIex1,1
15605684,PCIex16,2
15605684,PCIex4,1
15605684,PCIex1,2
14177450,PCIex16,2
14177450,PCIex1,2
11413119,PCIex16,2
11413119,PCIex1,1
18342989,PCIex16,1
15895232,PCIex16,3
15895232,PCIex1,2
15609158,PCIex16,4
15609158,PCIex1,1
15606479,PCIex16,3
15605588,PCIex16,1
15605588,PCIex4,2
11572877,PCIex16,2
11572877,PCIex1,1
11399469,PCIex16,2
11399469,PCIex1,2
11331768,PCIex16,2
11331768,PCIex1,3
11210097,PCIex16,3
11210097,PCIex1,3
9252927,PCIex16,2
9252927,PCIex1,3
6508375,PCIex16,3
6508375,PCIex1,3
5720575,PCIex16,2
16479983,PCIex16,1
16479983,PCIex1,2
16479983,PCI,1
16099826,PCIex16,2
16099826,PCIex1,2
15639767,PCIex16,2
15639767,PCIex1,3
13662614,PCIex16,2
13662614,PCIex1,2
13602143,PCIex16,2
13602143,PCIex1,3
16087814,PCIex16,2
16087814,PCIex1,2
15774212,PCIex16,3
14403629,PCIex16,2
14403629,PCIex1,3
13933280,PCIex16,2
13933280,PCIex4,1
15601616,PCIex16,1
13486274,PCIex16,1
13486274,PCIex4,1
13486274,PCIex1,1
11231616,PCIex16,3
11231616,PCIex1,2
16099694,PCIex16,3
16099694,PCIex1,2
15758414,PCIex16,1
15758414,PCIex1,2
13775150,PCIex16,1
13775150,PCIex1,1
15616460,PCIex16,3
15616460,PCIex1,1
15599207,PCIex16,2
15599207,PCIex1,2
13803641,PCIex16,1
13803641,PCIex1,2
11223537,PCIex16,3
11223537,PCIex1,1
15603164,PCIex16,3
9769749,PCIex16,2
9769749,PCIex1,1
8101588,PCIex16,1
8101588,PCIex1,2
7887742,PCIex16,1
7887742,PCIex1,1
16638029,PCIex16,3
16638029,PCIex1,2
16411643,PCIex16,1
16101155,PCIex16,3
15860501,PCIex16,3
15860501,PCIex1,2
15824861,PCIex16,3
15739250,PCIex16,2
15739250,PCIex1,3
15605549,PCIex16,1
15605549,PCIex4,2
15601019,PCIex16,2
15601019,PCIex1,1
14872604,PCIex16,1
14872604,PCIex8,1
13643204,PCIex16,1
13643204,PCIex1,1
13448285,PCIex16,3
13358747,PCIex16,1
11396484,PCIex16,2
11396484,PCIex1,2
8508585,PCIex16,3
8508585,PCIex1,2
6352292,PCIex16,1
6352292,PCIex1,3
6352220,PCIex16,2
6352220,PCIex1,1
5329459,PCIex16,3
5329459,PCIex4,1
5329459,PCIex1,2
15638972,PCIex16,3
15638972,PCIex1,1
15598958,PCIex16,4
15598958,PCIex1,1
11337192,PCIex16,2
11337192,PCIex1,3
15156716,PCIex16,1
15156716,PCIex1,2
14872940,PCIex16,5
14872940,PCIex8,2
12077012,PCIex16,1
12077012,PCIex1,2
16332119,PCIex16,1
16332119,PCIex1,1
14403617,PCIex16,2
14403617,PCIex1,3
13949414,PCIex16,1
13949414,PCIex1,2
13924805,PCIex16,2
13924805,PCIex1,1
11328783,PCIex16,2
11328783,PCIex1,3
15653948,PCIex16,2
15653948,PCIex1,3
13658867,PCIex16,2
13658867,PCIex1,2
13584266,PCIex16,1
13584266,PCIex1,1
11369967,PCIex16,1
8747690,PCIex16,2
8747690,PCIex1,2
16571699,PCIex16,2
16571699,PCIex1,1
15773897,PCIex16,1
15773897,PCIex1,2
13424114,PCIex16,1
13424114,PCIex1,2
17354774,PCIex16,1
17354774,PCIex16(at x4),1
17354774,PCIex16(at x1),1
17354774,PCIex1,2
16670201,PCIex16,2
16670201,PCIex1,1
16530470,PCIex16,1
16530470,PCIex1,1
16103327,PCIex16,2
16103327,PCIex1,1
16103327,PCI,1
15694070,PCIex16,3
15694070,PCIex1,2
15616562,PCIex16,4
15616562,PCIex1,1
15606635,PCIex16,3
15606635,PCIex1,2
15601217,PCIex16,1
15601217,PCIex4,2
11328141,PCIex16,2
11328141,PCIex1,2
11297130,PCIex16,3
11231553,PCIex16,3
11210115,PCIex16,1
6017713,PCIex16,2
6017713,PCIex1,2
16194251,PCIex16,2
16194251,PCIex1,2
15638735,PCIex16,4
15638735,PCIex1,1
15106940,PCIex16,1
15106940,PCIex1,2
14718359,PCIex16,1
14718359,PCIex1,1
11321532,PCIex16,2
11321532,PCIex1,3
8508051,PCIex16,2
8508051,PCIex1,3
16660295,PCIex16,1
16660295,PCIex1,2
16660295,PCI,1
15653882,PCIex16,3
15653882,PCIex1,2
11371335,PCIex16,1
11371335,PCIex1,2
7424026,PCIex16,1
7424026,PCIex1,1
16660169,PCIex16,1
16660169,PCIex1,1
16405937,PCIex16,2
16405937,PCIex1,2
16169777,PCIex16,3
16169777,PCIex1,2
15003062,PCIex16,2
15003062,PCIex8,1
13355396,PCIex16,3
11297184,PCIex16,3
11297184,PCIex1,2
11231949,PCIex16,2
11231949,PCIex1,3
11224584,PCIex16,3
6163995,PCIex16,2
6163995,PCIex8,2
6032630,PCIex16,2
6032630,PCIex1,3
20645813,PCIex16,6
17773823,PCIex16,1
17773823,PCIex16(at x4),1
17773823,PCIex1,2
16103297,PCIex16,1
16103297,PCIex1,1
20738630,PCIex16,1
20738630,PCIex1,1
19241759,PCIex16,1
19241759,PCIex16(at x4),1
19241759,PCIex1,1
18663323,PCIex16,1
18663323,PCIex4,1
16103306,PCIex16,2
16103306,PCIex1,2
4482977,PCIex1,2
9350013,PCIex16,1
14895107,PCIex16,1
14895107,PCIex1,1
27534158,PCIex16,1
27534158,PCIex1,1
16169024,PCIex16,2
16169024,PCIex1,3
11920711,PCIex16,1
11920711,PCIex16(at x4),1
11920711,PCIex1,3
12067610,PCIex16,1
12067610,PCIex1,2
19523846,PCIex16,1
19523846,PCIex1,1
19305758,PCIex16,1
19305758,PCIex1,2
19305758,PCI,1
11583095,PCIex16,1
11583095,PCIex1,2
17172500,PCIex16,2
17172500,PCIex1,2
18742877,PCIex16,1
18742877,PCIex1,2
18742877,PCI,1
16963727,PCIex16,2
16963727,PCIex1,1
1675641,PCIex16,1
1675641,PCIex1,2
4489542,PCIex16,1
4489542,PCIex1,1
16103294,PCIex16,2
16103294,PCIex1,2
17856809,PCIex16,1
17856809,PCIex1,2
17856809,PCI,1
4490529,PCIex16,1
4490529,PCI,2
7129243,PCIex16,1
7129243,PCIex1,1
28183691,PCIex16,1
28183691,PCIex1,1
12660362,PCIex16,1
12660362,PCIex1,1
19110794,PCIex16,1
19110794,PCIex16(at x4),1
19110794,PCIex1,1
16971290,PCIex16,1
16971290,PCIex1,2
19267319,PCIex16,1
19267319,PCIex1,1
21690839,PCIex16,1
21690839,PCIex8,1
16145165,PCIex16,1
16145165,PCIex1,11
12660353,PCIex16,1
12660353,PCIex1,1
20225543,PCIex16,2
20225543,PCIex4,2
20225543,PCI,1
20615138,PCIex16,5
20615138,PCIex8,1
16103303,PCIex16,2
16103303,PCIex1,2
28183721,PCIex16,1
28183721,PCIex1,1
20226533,PCIex16,1
20226533,PCIex4,1
13268105,PCIex16,1
13268105,PCIex16(at x4),1
13268105,PCIex1,3
27547688,PCIex16,2
27547688,PCIex16(at x4),2
27547688,PCIex1,1
16123055,PCIex16,7
20226770,PCIex16,1
20606708,PCIex16,3
20606708,PCIex4,1
20509004,PCIex16,5
20509004,PCIex8,2
20600072,PCIex16,2
20600072,PCIex8,1
20508416,PCIex16,3
20508416,PCIex8,3
5994057,PCIex16,1
5994057,PCI,2
20600042,PCIex16,2
20600042,PCIex8,3
20645075,PCIex16,2
20645075,PCIex8,4
5122402,PCIex16,1
5122402,PCIex8,1
5122402,PCIex1,2
20646362,PCIex16,3
20646362,PCIex8,2
27547895,PCIex16,2
27547895,PCIex16(at x4),2
27547895,PCIex1,1
11583224,PCIex16,2
11583224,PCIex1,3
17670656,PCIex1,USB 8
27691589,PCIex4,1
13911509,PCIex16,2
13911509,PCIex8,2
6371155,PCIex1,2
13628870,PCIex16,2
13628870,PCIex1,2
8514897,PCIex16,2
8514897,PCIex1,3
27508019,PCIex16,4 (x8 미사용시)
27679898,PCIex16,1
27679898,PCIex1,1
27507917,PCIex16,4 (x8 미사용시)
27507917,PCIex4,1
27507986,PCIex16,2
27507986,PCIex16(at x4),1
27507986,PCIex4,1
15381398,PCIex16,2
15381398,PCIex1,1
27508001,PCIex16,2
27508001,PCIex16(at x4),1
27508001,PCIex4,1
14913623,PCIex16,1
14913623,PCIex1,1
11583173,PCIex16,1
11583173,PCIex1,2
27576677,PCIex16,1
27576677,PCIex1,1
5973277,PCIex16,5
5973277,PCIex8,2
24703229,PCIex16,5
24703229,PCIex8,1
3025492,PCIex16,1
3025492,PCI,2
2191233,PCIex16,1
2191233,PCIex1,1
2191233,PCI,2
6700150,PCIex16,1
6700150,PCIex8,1
18167378,PCIex16,3
18167378,PCIex1,2
18036965,PCIex16,1
18036965,PCIex1,2
6731779,PCIex16,4
6731779,PCIex1,2
13923911,PCIex16,7
6132986,PCIex16,2
6132986,PCIex8,(3.0) 3
6132986,PCIex4,1
15609305,PCIex16,2
15609305,PCIex1,1
6153517,PCIex1,2
4483142,PCIex16,1
4483142,PCIex1,2
14652515,PCIex16,1
14652515,PCIex1,1
3603620,PCIex16,1
3603620,PCIex1,2
12719003,PCIex16,3
12719003,PCIex1,1
9591549,PCIex16,1
18538781,PCIex16,1
18538781,PCIex16(at x2),1
18523409,PCIex16,1
18523409,PCIex1,1
16734461,PCIex16,1
16734461,PCIex1,11
4489674,PCIex1,2
4489674,PCI,1
6145321,PCIex16,1
6145321,PCIex1,2
6145321,PCI,2
9660786,PCIex16,3
9660786,PCIex1,2
6153694,PCIex1,2
18222548,PCIex16,1
18222548,PCIex16(at x2),1
18222548,PCIex1,1
14400002,PCIex16,1
6449392,PCIex16,2
6449392,PCIex1,2
6449392,PCI,3
2951174,PCIex16,1
2951174,PCI,2 
27638177,PCIex16,4
4471621,PCIex16,1
4471621,PCIex1,3
14091545,PCIex16,1
14091545,PCIex1,1
15250106,PCIex16,7
5896041,PCIex16,7
9739197,PCIex16,1
4496138,PCIex1,2
14146673,PCIex16,1
14146673,PCIex1,5
15493718,PCIex16,2
15493718,PCIex1,2
4497687,PCIex16,1
4497687,PCIex1,2
2976245,PCIex16,2
2976245,PCIex16,1
2976245,PCIex1,4
6675862,PCIex16,1
