name,cpu,ram,gpu,dx,os,sto,spec_class
Tribes: Ascend,Core 2 Duo 2.4 GHz or Althon X2 2.7 GHz,"2GB (XP), 3GB (Vista, Win7)","ATI or Nvidia graphics card with 512MB video ram or better and Shader Model 3.0+ support. (ATI Radeon 3870 or higher, Nvidia GeForce 8800 GT or higher).",9.0c,"Windows XP SP2, Windows Vista or Windows 7",10 GB free,0
Tribes: Ascend,Quad-core Intel or AMD CPU,4GB,ATI or Nvidia graphics card with 1GB video ram or better and Shader Model 3.0+ support (Nvidia GeForce GTX 560+ or ATI Radeon 6950+).,9.0c,Windows 7 64-bit,10 GB free,1
Tribloos 2,1.2ghz,1 GB RAM,Any 3D Graphics Card,Version 9.0,Windows XP,100 MB available space,0
Tribloos 2,2ghz Dual-Core,2 GB RAM,(Any),Version 9.0,Windows 7,100 MB available space,1
TrickStyle,2 Ghz,1 GB RAM,1GB VRAM,Version 9.0,Windows 7,2 GB available space,0
TrickStyle,2+ Ghz,2 GB RAM,1GB VRAM,Version 9.0,Windows 7,2 GB available space,1
Trifox,AMD Ryzen™ 3 1300X or above | Intel® Core™ i3-3225 or above,6 GB RAM,AMD Radeon™ HD 7750 (2GB) / NVIDIA® GeForce® GT 640 (2GB),Version 11,Windows® 7 SP1 / 8.1 / 10 64-bit,6 GB available space,0
Trifox,AMD Ryzen™ 3 1300X or above | Intel® Core™ i7-3770 or above,6 GB RAM,AMD Radeon™ RX Vega 56 / NVIDIA® GeForce® GTX 1060 6 GB VRAM,Version 11,Windows® 10 64-bit,6 GB available space,1
Trine,2.0 GHz CPU,"512 MB (XP), 1 GB (Vista)",Radeon X800 or GeForce 6800 or better,DirectX® 9.0c,"Windows XP, Windows Vista or Windows 7",600 MB,0
Trine,Dual-core recommended,"512 MB (XP), 1 GB (Vista)",Radeon X800 or GeForce 6800 or better,DirectX® 9.0c,"Windows XP, Windows Vista or Windows 7",600 MB,1
Trine 2: Complete Story,2.0 GHz CPU (Dual Core recommended) ,1 GB ,ATi Radeon HD 2400 or NVIDIA GeForce 7600 or better (Shader Model 3.0 needs to be supported),DirectX 9.0c ,Windows 7 / Vista / XP ,1.5 GB,0
Trine 3: The Artifacts of Power,Intel Core i3/i5/i7 1.8 GHz CPU dual-core. AMD 2.0 GHz dual-core.,4 GB RAM,NVIDIA GeForce 260 / Radeon HD 4000 Series / Intel HD Graphics 4000,Version 10,(64 bit / 32 bit *) Windows 10 / 8 / 7 / Vista,6 GB available space,0
Trine 3: The Artifacts of Power,Intel quad-core 2.0 GHz or dual-core 2.6 GHz,8 GB RAM,NVIDIA GeForce GTX 560 2GB / Radeon HD 6850 2GB,Version 10,OS: (64 bit / 32 bit *) Windows 10 / 8 / 7 / Vista,6 GB available space,1
Trine 4: The Nightmare Prince,Intel quad-core 2.0 GHz or dual-core 2.6 GHz,4 GB RAM,NVIDIA GeForce GTX 560 or AMD Radeon HD 5700,Version 11,"Windows 7/8/10, 64-bit",16 GB available space,0
Trine 4: The Nightmare Prince,Intel i7-4770 or AMD FX-8350,8 GB RAM,NVIDIA GeForce GTX 960 or AMD Radeon R9 280,Version 11,"Windows 7/8/10, 64-bit",16 GB available space,1
Trine 5: A Clockwork Conspiracy,Intel Core i7-2600K 3.40GHz or Ryzen 5 1600,8 GB RAM,NVIDIA GeForce GTX 760 or AMD Radeon R9 280,Version 11,"Windows 10/11, 64-bit",16 GB available space,0
Trine 5: A Clockwork Conspiracy,Intel Core i7-7700K 4.20 GHz or Ryzen 5 3600,16 GB RAM,NVIDIA GeForce GTX 1060 6GB or AMD RX 580,Version 11,"Windows 10/11, 64-bit",16 GB available space,1
Trino,2.0 GHz or Higher ,1 GB ,"GeForce 8600 or higher, or comparable ATI ",DirectX® 9.0 or higher ,Windows XP/Vista/7 ,500MB,0
Troll and I,Intel i5,8 GB RAM,"2GB of VRam, Nvidia 6 series",,Windows 10,19 GB available space,0
Troll and I,Intel i7,8 GB RAM,"3GB of VRam, Nvidia 7 series or above",,Windows 10,19 GB available space,1
Trollhunters: Defenders of Arcadia,AMD FX-4350 / Intel Core i5-4460,4 GB RAM,AMD Radeon R9 280X / GeForce GTX 760,Version 11,64 bit Windows 10 / 8 / 7,4 GB available space,0
Trombone Champ,Intel 3rd generation Core (ie. Core i7-3770) or higher,2 GB RAM,Intel HD 4000 or higher,,Windows 7,723 MB available space,0
Tron Evolution,Intel Pentium D Processor 3 GHz or AMD Athlon 64 X2 3800+,"XP = 1GB, Vista/ Windows 7 =1.5GB","Direct X 9.0c compliant video card with 256MB RAM (NVidia 8800 GT or higher, ATI Radeon HD 3870 or higher). 3D Video card supporting Shaders 3.0.  
NOTE: Onboard (built-in) integrated chipsets are not supported",DirectX 9.0c,Microsoft® Windows® 7 /  Vista® SP2 /  XP® SP3,10GB free space,0
TRON RUN/r,"Quad-core Intel or AMD, 2.5 GHz or faster",8 GB RAM,DirectX 11 compatible graphics card,Version 11,Windows 7/8 64-bit,3 GB available space,0
Tropico 3,CPU with 2.5 GHz,1 GB RAM,128 MB 3D Graphic Card with Shader Model 3.0 support,DirectX® 9.0c,Microsoft® Windows® XP/Vista/7,5 GB Available HDD Space,0
Tropico 4,2 GHz Dual Core CPU,1 GB RAM,"Shader Model 3.0 (Geforce 6600 or higher, Radeon X1600-Series), 256 MB, DirectX 9.0c",9.0c,"Windows XP SP3 (32-bit), Vista / 7 (32 or 64-bit)",5 GB free hard disk space,0
Tropico 4,2 GHz Quad Core CPU,2 GB RAM,"Shader Model 3.0 (Geforce 8800 or higher, Radeon HD4000-Series or higher), 512 MB, DirectX 9.0c",9.0c,Windows Vista / 7 (32 or 64-bit),5 GB free hard disk space,1
Tropico 5,2 GHz Dual Core CPU,4 GB RAM,"GeForce 400 or higher, AMD Radeon HD 4000 or higher, Intel HD 4000 or higher (DirectX 11 hardware support required)",Version 11,"Windows Vista SP2, Windows 7, Windows 8",4 GB available space,0
Tropico 5,2.5 GHz Quad Core CPU,8 GB RAM,"GeForce 500 or higher, AMD Radeon HD 5000 or higher",Version 11,"Windows 7 (64 bit), Windows 8 (64 bit)",4 GB available space,1
Tropico 6,"AMD or Intel, 3 GHz (AMD A10 7850K, Intel i3-2000)",8 GB RAM,"AMD/NVIDIA dedicated GPU, 2GB dedicated VRAM (Radeon HD 7870, Geforce GTX 750)",Version 11,Windows 7 64-bit,16 GB available space,0
Tropico 6,"AMD or Intel, 3.3 GHz (AMD FX 8300, Intel i5 3000)",16 GB RAM,"AMD/NVIDIA dedicated GPU, 4GB dedicated VRAM (Radeon R9 380, Geforce GTX 960)",,Windows 10 64-bit,16 GB available space,1
Tross,"Quad-core Intel or AMD processor, 2.5 GHz or faster",8 GB RAM,NVIDIA GTX 285,,Windows 7 64-bit,2 GB available space,0
Tross,Intel Core i7 2.3ghz,8 GB RAM,NVIDIA GTX 760 or Radeon HD 7950,,Windows 7 64-bit,2 GB available space,1
Trove,Intel Core i5-2XXX @ 2.0GHz / AMD Phenom II X4 @ 2.6GHz,1 GB RAM,Intel HD Graphics 3000 or better,Version 10,Vista 32-bit Service Pack 2,1 GB available space,0
Trover Saves the Universe,Intel Core i5-2400/AMD FX-8320 or better,8 GB RAM,"NVIDIA GTX 670 2GB/AMD Radeon HD 7870 2GB or better (Recommended: NVIDIA GeForce GTX 1060, AMD Radeon RX 480 equivalent or better)",,Windows 7/8.1/10 (64-bit versions),25 GB available space,0
Truberbrook / Trüberbrook,i3 4th generation / i5 2nd generation / A6 series,4 GB RAM,Intel HD 4000 / AMD Radeon 5800 series / NVidia 550Ti,Version 11,Windows 7 / 8 / 8.1 / 10,7 GB available space,0
Truberbrook / Trüberbrook,i3 5th generation (or newer) / i5 3rd generation (or newer) / FX4170 (or newer),8 GB RAM,AMD Radeon 8000 series or newer / NVidia GTX 660 or newer,Version 11,Windows 7 / 8 / 8.1 / 10,7 GB available space,1
Truck Driver,"Intel® Core™ 2 Duo 2,6Ghz / AMD Athlon™ 64 X2 3800+",4 GB RAM,Nvidia Geforce GTX 670 or AMD Radeon HD 7970,Version 11,Windows 7 or higher,2 GB available space,0
Truck Driver,Intel® Core™ i5 4th Gen / AMD A10 series,8 GB RAM,Nvidia Geforce GTX 770 or AMD Radeon R9 270x,Version 11,Windows 10,3 GB available space,1
Truck Mechanic Simulator 2015,Intel Core 2 Duo 1.8GHz or AMD equivalent,2 GB RAM,GeForce 9800GT or better w /512MB VRAM,Version 9.0c,Windows 7,2 GB available space,0
Truck Mechanic Simulator 2015,Intel Core i5 or AMD equivalent,4 GB RAM,GeForce GTX 650 Ti or better w/ 1024MB VRAM,Version 9.0c,Windows 7/8,2 GB available space,1
Truck Racer,Intel® Core 2 Duo or AMD Athlon X2™ 2.8GHz ,2 GB RAM,NVIDIA® GeForce® 8800 series or ATI™ Radeon™ 4870,9.0c ,Windows® XP updated with the latest Service Pack,5 GB available space,0
Truck Racer,Intel® Core i5 2500 or AMD Phenom X4™ 965,4 GB RAM,NVIDIA® GeForce® 560 series or AMD Radeon™ HD 6850,9.0c ,Windows® 7 or 8 updated with the latest Service Pack,5 GB available space,1
True Crime New York City,"AMD or Intel 1.5 GHz
",256 MB,64 MB DirectX 9.0c video card (see supported list),DirectX 9.0c,Windows XP with Service Pack 2,2.7 GB free disc space,0
True Crime New York City,"AMD or Intel 2 GHz or faster recommended
",512 MB or higher recommended,"Geforce FX 5700 or Radeon 9600 or better
",DirectX 9.0c,Windows XP with Service Pack 2,2.7 GB free disc space,1
Tryst,Any Dual Core or better,2 GB RAM,DirectX10 compatible with 512 MB RAM. AMD HD3650 or better; NVIDIA 9500GT or higher ,10,Windows XP SP3/Vista/7 ( 32 or 64 bit ) ,6 GB HD space,0
Tryst,Any Quad Core or 3.0+ GHz Dual Core ,4 GB RAM,DirectX 10 compatible or later with 1GB RAM. AMD HD4850 or better; NVIDIA GTX275 or better ,10,Windows 7 ( 32 or 64 bit ),6 GB HD space,1
TSIOQUE,"Intel® Core™ 2 Duo 2.2 GHz, AMD Athlon™ X2 2.4 GHz, or higher",2 GB RAM,512 MB RAM,,Microsoft® Windows® XP/Vista/7/8/10,2000 MB available space,0
TSIOQUE,"Intel® Core™ 2 Duo 2.4 GHz, AMD Athlon™ X2 2.4 GHz, or higher",4 GB RAM,512 MB RAM,,Microsoft® Windows® XP/Vista/7/8/10,2500 MB available space,1
TT Isle of Man: Ride on the Edge,Intel® Core i3 / AMD Phenom™ II X2,4 GB RAM,NVIDIA® GeForce® GTX 650 / AMD Radeon™ HD 7750,Version 11,Windows® 7 64bits,20 GB available space,0
TT Isle of Man: Ride on the Edge,Intel® Core i5 / AMD FX 8150,8 GB RAM,NVIDIA® GeForce® GTX 780 / AMD Radeon™ R9 290 2 GB,Version 11,Windows® 10 64bits,20 GB available space,1
TT Isle of Man: Ride on the Edge 2,Intel Core i5-2300 or AMD Phenom II X6 1100,4 GB RAM,"NVIDIA GeForce GT 630, 2GB or AMD Radeon HD 5870, 2GB",Version 11,Windows 7,18 GB available space,0
TT Isle of Man: Ride on the Edge 2,Intel Core i7-3770 or AMD FX-8350,8 GB RAM,"NVIDIA GeForce GTX 780, 3 GB or AMD Radeon R9 290X, 4 GB",Version 11,Windows 10,18 GB available space,1
TT Isle of Man: Ride on the Edge 3,Intel i3-4130T (2.9 GHz) / AMD FX-6300 (3.5 GHz),8 GB RAM,NVIDIA GeForce GTX 750 (2 GB) / AMD Radeon HD 5970 (2 GB),Version 12,"Windows 10, 64-bit",14 GB available space,0
TT Isle of Man: Ride on the Edge 3,Intel i5-6600K (3.5 GHz) / AMD Ryzen 5 1600X (3.6 GHz),8 GB RAM,NVIDIA GeForce GTX 970 (4 GB) / AMD R9 290X (4 GB),Version 12,"Windows 10/11, 64-bit",14 GB available space,1
Tubetastic: World Splashfest,Any processor with 2 or more cores,1 GB RAM,Intel HD 4000,,Windows Vista or newer,100 MB available space,0
TUG,Quad-core Intel® or AMD® processor,4 GB RAM,"DirectX® 11 compatible card with 1 GB of memory, nVidia® 4XX+/AMD® 5XXX+",11,"Windows Vista, 7, 8, 8.1",10 GB available space,0
TUG,Quad-core Intel® or AMD® processor,8 GB RAM,"DirectX® 11 compatible card with 3 GB of memory, nVidia® 7XX+/AMD® 7XXX+",11, Windows 7,10 GB available space,1
TumbleSeed,SSE2 instruction set support,2 GB RAM,Shader Model 3.0 capable card,Version 9.0c,Windows Vista or Later,500 MB available space,0
Tumblestone,SSE2 instruction set support,1 GB RAM,No dedicated graphics card required,Version 9.0,Windows XP SP2+,1 GB available space,0
Tunche,"Intel Core2 Duo E8400, 3.0GHz or AMD Athlon 64 X2 6000+, 3.0GHz or higher",4 GB RAM,Geforce 9600 GT or AMD HD 3870 512MB or higher,,Windows 7,5 GB available space,0
TUNIC,"Intel i5 Quad-Core, 2.7 GHz",8 GB RAM,GTX 660 / RX 460,,Windows 10 (64-bit),2 GB available space,0
TUNIC,"Intel i5 Quad-Core, 3 GHz",8 GB RAM,GTX 1080 Ti / RX Vega 64,,Windows 10 (64-bit),2 GB available space,0
Tunnelers,"x86 processor with SSE2 support (AMD K8 and above, Intel Pentium 4 and above)",512MB (1 GB RAM on Windows Vista and Windows 7),DirectX 9.0 compliant with Pixel shader 2.0 and above,DirectX 9.0,"Windows XP SP2, Windows Vista or Windows 7",300MB of free disk space,0
Turbo Dismount,Intel Core 2 or better,1 GB RAM,DirectX9 compatible graphics card,Version 9.0,Windows XP,300 MB available space,0
Turbo Overkill,"CPU with 2+ GHz, 4 cores",8 GB RAM,GeForce GTX 970 or R9 390X,Version 10,Windows 7 (64-bit),5 GB available space,0
Turbo Overkill,"CPU with 3+ GHz, 8 cores",16 GB RAM,GeForce RTX 3050 or Radeon RX 6500 XT,Version 10,Windows 10 (64-bit),5 GB available space,1
Turmoil,"2,5 GHz",2 GB RAM,(Any),,Windows Vista/7/8/8.1/10,150 MB available space,0
Turning Point: Fall Of Liberty,3 GHz,1 GB,GeForce 6600 or ATI X1300,,Windows Vista/XP,6GB,0
Turnover,2.2 Ghz,2 GB RAM,OpenGL 2.1 Compatible,,Windows 7 / 8.1 / 10,100 MB available space,0
Turok,Pentium 4 @ 2.4 GHz or Equivalent,1 GB,128 MB (nVidia GeForce 6600/ATI Radeon x1300),DirectX 9.0c,Windows XP/Vista,18 GB Free,0
Turok 2: Seeds of Evil,Intel Quad Core 1.7 GHZ CPU,(4 GB RAM),Any GPU that supports a minimum of OpenGL 3.2,,Windows 7 (64-bit required) (Recommended: Windows 10 (64-bit required)),1 GB available space,0
Turok 3: Shadow of Oblivion Remastered,Intel or AMD Dual-Core at 2.0 GHz,2 GB RAM,GPU with DirectX 11 or Vulkan 1.1 support,,Windows 7 (64-bit required),420 MB available space,0
Turok 3: Shadow of Oblivion Remastered,Intel Core i5-2300 2.8 GHz/AMD Phenom II X4 945 3.0 GHz or equivalent,4 GB RAM,GPU with DirectX 11 or Vulkan 1.1 support,,Windows 10 (64-bit required),420 MB available space,1
Turok: Escape from Lost Valley,SSE2 instruction set support,(2 GB RAM),Graphics card with DX10 (shader model 4.0) capabilities,Version 10,Windows 7 SP1+,4 GB available space,0
Turok: Escape from Lost Valley, i7-6770HQ,8 GB RAM,Iris™ Pro 580,Version 10,Windows 7 SP1+,4 GB available space,1
Twelve Minutes,Intel Core i5-2300 | AMD Phenom II X4 965,2 GB RAM,"Nvidia GeForce GTS 450, 1 GB | AMD Radeon HD 5770, 1 GB",,Windows 7,,0
Twelve Minutes,Intel Core i5-6600 | AMD FX-8350,4 GB RAM,"Nvidia GeForce GTX 1080, 8 GB | AMD Radeon RX 5700 XT, 8 GB",,Windows 10,,1
Twilight Struggle,Intel Pentium or AMD equivalent,1 GB RAM,(Any),Version 9.0,Windows 7 SP1+,500 MB available space,0
Twin Mirror,Intel Core i3 2100 or AMD Phenom X4 945,4 GB,AMD Radeon HD7790 or Nvidia GeForce GTX 750,DirectX 11,Windows 7 or above (64-bit Operating System Required),30 GB of free space,0
Twin Mirror,Intel Core i3 6100 or AMD Athlon X4 845,8 GB,AMD Radeon RX560 4GB or Nvidia GeForce GTX 1050,DirectX 11,Windows 10 64-bit,30 GB of free space,1
Twin Peaks VR,Intel Core i5-4590,8 GB RAM,Nvidia GeForce GTX 970,,"Windows 10, 64-bit",10 GB available space,0
Twin Peaks VR,i7,12 GB RAM,Nvidia GeForce GTX 1060,,"Windows 10, 64-bit",10 GB available space,1
Twin Sector,2.4 ghz multicore recommended,1.0 GB or more,"256 MB, Shader model 2.0, ATI 9600, NVidia 6600 or better, recommended Shader model 3.0",DirectX® 9.0c,"Windows XP Sp3, Windows Vista Sp2 ",3.5 GB,1
TwinCop,Intel Pentium G620 (2.5 Ghz dual core) or equivalent,2 GB RAM,Nvidia GT 730 or equivalent with 1 GB VRAM,Version 11,Windows Vista/7/8/10,300 MB available space,0
TwinCop,Intel i5-2300 (2.8 GHz quad core) or equivalent,8 GB RAM,Nvidia GTX 750 or equivalent,Version 11,Windows Vista/7/8/10,1 GB available space,1
Two Brothers,Processors with 2.8GHz or great,1 GB RAM,"Intel HD Graphics or equivalent, capable of Shader Model 2",,Windows XP,700 MB available space,0
Two Point Campus,Intel Core i3-6100 or AMD FX-4350,4 GB RAM,"NVIDIA Geforce GT 1030, 2GB (Legacy: NVIDIA GeForce GTX 460), AMD RX550, 2GB (Legacy: AMD Radeon HD 6850), Integrated: Intel HD Graphics 630",Version 11,Windows 7 64-bit,6 GB available space,0
Two Point Campus,Intel Core i5-6600 or AMD Ryzen 5 1600X,8 GB RAM,"NVIDIA Geforce GTX 1060, 3 GB (Legacy: NVIDIA Geforce GTX 780, 4GB) or AMD RX 580, 4 GB (Legacy: AMD R9 290X, 4GB)",Version 11,Windows 10 64-bit,6 GB available space,1
Two Point Hospital,Intel Core i3 6100 or AMD FX-4350,4 GB RAM,"NVIDIA Geforce GT 1030, 2GB (Legacy: NVIDIA GeForce GTX 460), AMD RX550, 2GB (Legacy: AMD Radeon HD 6850), Integrated: Intel HD Graphics 630",Version 11,Windows 7 64-bit,5 GB available space,0
Two Point Hospital,Intel Core i5 6600 or AMD Ryzen 1600x,8 GB RAM,"NVIDIA Geforce GTX 1060, 3 GB (Legacy: NVIDIA Geforce GTX 780, 4GB) or AMD RX 580, 4 GB (Legacy: AMD R9 290X, 4GB)",Version 11,Windows 10 64-bit,5 GB available space,1
Two Worlds,Dual Core CPU 2.0 GHz,1 GB,"GeForce FX 6, 7 and 8 series, AMD/ATI Radeon X-series with Shader 2.0b support",,Windows XP / Vista / 7 / 8,6 GB,0
Two Worlds,Intel/AMD Multicore CPU,2 GB,with Per-Pixel-Shader 3.0 support,,Windows XP SP2 / Vista / 7 / 8,7 GB,1
Two Worlds II,"Intel or AMD Single-Core CPU (2,0 GHz) or better",2 GB or more,"Radeon HD, Geforce 8800GT (Shader 3.0 and 512 MB RAM)",DirectX 9.0c or OpenGL,"Windows XP SP3, Windows Vista, Windows 7",8 GB,0
Two Worlds II HD - Call of the Tenebrae,Dual Core,4 GB RAM,Shader 3.0,Version 10,"Windows 7, 8, 10",20 GB available space,0
Two Worlds II HD - Call of the Tenebrae,Quad Core,8 GB RAM,Shader 3.0 or better with 2GB RAM,Version 10,Windows 10,30 GB available space,1
TY the Tasmanian Tiger,Intel Core i3/i5/i7 1.8 GHz CPU dual-core. AMD 2.0 GHz dual-core.,4 GB RAM,NVIDIA GeForce 260 / Radeon HD 4000 Series / Intel HD Graphics 4000 with OpenGL 3.0 minimum.,,"Windows® 7 SP1, Windows® 8/8.1 (32bit and 64bit), Windows® 10 (32bit and 64bit)",3 GB available space,0
TY the Tasmanian Tiger,Intel quad-core 3.0 GHz or dual-core 3.2 GHz. AMD quad-core 3.4 Ghz.,8 GB RAM,NVIDIA GeForce GTX 770 2GB / Radeon HD 7970 3GB with OpenGL 3.0 minimum.,,"Windows® 7 SP1, Windows® 8/8.1 Windows® 10 (64bit)",3 GB available space,1
Tyler: Model 005,Intel i5 - 2.5Ghz,2 GB RAM,NVIDIA GeForce GTX 660 (1GB) or AMD equivalent,Version 11,Windows 7 32bit,6 GB available space,0
Tyler: Model 005,Intel i7 - 3.4Ghz,4 GB RAM,NVIDIA GeForce GTX 770 (2GB) or AMD equivalent,Version 11,Windows 8.1 64bit,6 GB available space,1
Tyr: Chains of Valhalla,Intel Core2Quad Q8400 @ 2.6 GHz or AMD Athlon II X4 620 @ 2.6 GHz,4 GB RAM,Nvidia GPU GeForce GTX 660 / AMD GPU Radeon HD 7870,Version 11,"Windows 7, 64-bit",5 GB available space,0
Tyr: Chains of Valhalla,Intel i3-7100 @ 3.9GHz or AMD FX-8350 @ 4.0GHz,6 GB RAM,Nvidia GPU GeForce GTX 770 / AMD GPU Radeon R9 290,Version 11,"Windows 10, 64-bit",7 GB available space,1
Tyranny,Intel Core 2 Quad Q9505 @ 2.80 GHz / AMD Athlon II X4 840 @ 3.10 GHz,6 GB RAM,ATI Radeon HD 5770 or NVIDIA GeForce GTS450 with 1GB VRAM,,Windows 7 64-bit or newer,15 GB available space,0
Tyranny,Intel Core i3-2100 @ 3.10 GHz / AMD Phenom II X4 955 @ 3.10 GHz,8 GB RAM,Radeon HD 6850 or NVIDIA GeForce GTX 560 with 1GB VRAM,,Windows 7 64-bit or newer,15 GB available space,1
Tyto Ecology,4th Generation i3 or higher,6 GB RAM,Intel HD 5000 or higher,,Windows 7 (64-bit) or higher,840 MB available space,0
UAZ Racing 4x4,Processor with a frequency of 1.5 GHz,256 MB RAM,"Graphics card with 64 MB RAM, compatible with DirectX 9.0 (GeForce 3 or Radeon 9200)",DirectX 9.0c,"Windows 98, ME, 2000 or XP",5 GB of free disk space,0
UAZ Racing 4x4,Processor with a frequency of 2.8 GHz,512 MB RAM,"Graphics with 128 MB RAM, compatible with DirectX 9.0 (GeForce FX 5700 or Radeon 9600)",DirectX 9.0c,"Windows 98, ME, 2000 or XP",5 GB of free disk space,1
UBOAT,Core i3 3.1 GHz or AMD Phenom II X3 2.8 GHz,6 GB RAM,"GeForce GTX 560 1GB (720p Low), GeForce GTX 750 Ti 2GB (1080p Low) or AMD equivalents",Version 11,Windows 7 64 Bit / Windows 8 64 Bit / Windows 10 64 Bit / Windows 11 64 Bit,30 GB available space,0
UBOAT,Intel Quad Core i7 3770K or AMD Ryzen 5 1600X,8 GB RAM,"GeForce GTX 1060 6 GB (1080p High), GeForce GTX 1070 8GB (1080p Extreme) or AMD equivalents",Version 11,Windows 7 64 Bit / Windows 8 64 Bit / Windows 10 64 Bit / Windows 11 64 Bit,30 GB available space,1
UEFA Champions League 2006-2007,Pentium 4 or Athlon XP or Better 1.3 GHz or faster (Windows Vista requires a 1.5 GHz processor),256 MB (Windows Vista requires 512 MB RAM.),"64 MB DirectX 9.0c compatible video card (NVIDIA GeForce3 or greater (GeForce MX series not supported); ATI Radeon 8500 or greater; Intel 915, 945/950, GMA 3000. Laptop versions of these chipsets may work but are not supported.)",DirectX 9.0c,"Windows 2000, XP, Vista",1.07 GB,0
UEFA Champions League 2006-2007,Pentium 4 or Athlon XP or Better 2.4 GHz,1 GB,128 MB DirectX 9.0c compatible video card (NVIDIA GeForce 6600+ / ATI Radeon X800+ Laptop versions of these chipsets may work but are not supported.),DirectX 9.0c is included on this disc and may require the latest drivers for your video and sound card.,"Windows XP, Vista",1.07 GB,1
UEFA Euro 2008,1.3 GHz (2.4GHz for Windows Vista),256 Megabytes of RAM (1 GB for Windows Vista) ,DirectX 9.0c Compatible 3D accelerated 64 MB video card or equivalent (see supported chipsets in section 9),DirectX 9.0c,"Windows XP SP2, Windows 2000 SP4 or Windows Vista (Note that Windows 95, Windows 98, Windows ME and Windows NT 4.0 are not supported.)",,0
UFO: Afterlight,PIII 1 GHZ,512 MB,Nvidia 5700 or Ati Radeon 9500 of 64 MB,Directx 8.1,MS Windows® XP or 2000/XP,4 GB free hard disk space,0
UFO: Afterlight,P IV 2GHZ,768MB,Nvidia 6600 GT or Ati Radeon 9800 of 128 MB,Directx 9.0c,MS Windows® XP or 2000/XP,4 GB free hard disk space,1
UFO: Aftermath,Pentium® III 500 MHz,128 MB RAM,"NVIDIA GeForce2 or ATI Radeon 7000 with 32 MB VRAM
",Directx 8.1,Windows 98/2000/ME/XP,"1,25 GB free hard drive space
",0
UFO: Aftermath,Pentium® IV 2 GHz or Athlon™ 2 GHz,"256 MB RAM
",NVIDIA GeForce4 TI or ATI Radeon 9000 with 64 MB VRAM,Directx 8.1,Windows 98/2000/ME/XP,"1,25 GB free hard drive space",1
