cpu,mainboard,ram,gpu,case,power,cooler,ssd,sys_cooler
16101464,19498640,18911780,18798842,20516462,18872015,,7136788,
18039356,18652877,15759071,18108812,17747885,9564369,17420288,13190573,
18039374,16094585,11790199,18669413,18212909,13934357,18294482,13562714,
12622319,11574341,11028636,,15122126,13853267,,7136788,
18703613,18652877,19539911,20500949,16859927,20009693,,7136788,
18640379,18652877,18911780,18668606,17783126,9431634,12447437,12339347,
18038831,18652865,18883523,18686546,17780918,15301127,,17001050,
15594701,18652877,18911780,9790371,12279560,9782097,,7136755,
18640379,19704527,18700841,19756598,20220104,9431634,,17001050,
18640379,18652877,18911780,18798842,16437518,17523179,14076317,13190519,
15594701,15618923,11028636,18296906,11884168,9515844,17450348,12339347,
17913311,19755455,20369066,20696243,13658789,18503426,14729600,14905265,
19627808,19827572,19552541,19644539,9376491,15265577,,18297722,
16101326,16083650,11541857,919975,17976938,18503426,17743070,13550969,
18725225,18167699,18911780,17982335,17334425,18698078,10467378,18297722,
18640472,18167699,18911780,18668606,18538994,9817428,10467378,18297002,
18039356,18652871,20369066,18669413,11884168,12487301,,13276304,
18039374,18651431,18911780,19751759,20255534,9782097,,7136788,
17913710,19691621,18911780,19773158,12969350,9431634,14588144,13190573,
19627808,19673600,18767360,18686546,16542008,20628194,,13276568,
18039512,18652877,15759071,18108812,17747885,9564369,13102370,13190573,
18640379,16088780,11790199,19781723,11884168,13854197,14110475,13161338,
18039512,18167699,15759071,17982335,17654444,13168653,10467378,16587443,
19627601,18186989,20546438,18307874,11884168,19961321,,13276568,
18038831,18649997,15759071,18307451,11884207,13168653,,11283033,
18640379,18652865,15759071,19755944,17954243,19813763,,16587515,
18640319,19938515,18911780,14837663,15808484,13934357,,17454590,
18640280,19536062,20369126,19321601,19672418,13934357,,5791864,
18039569,18060350,20644043,21444533,11884168,21206882,,18297002,
17570807,17667608,11028636,919975,9822756,14757272,19864532,17000984,
18640379,18651506,18018929,18303728,15794921,9515841,,12339347,
18039356,18652877,18911780,18307451,5633207,18442058,18075779,13161338,
18039374,18652865,16193474,18686444,11626910,18442058,18076145,13562714,
19627808,20324882,20369066,18686546,8173504,13934516,,13276568,
18038831,18652877,20369066,20592260,20701928,12487214,,13486118,
18718496,19924310,20369066,18686546,18212909,17702204,,17823668,
18038831,18651431,18911780,20274764,15063971,20480564,,7136755,
18718496,17971184,15988694,,17780918,12487214,,13161338,
18039356,18054803,18911780,18682472,11884207,12487301,,17001050,
19627808,21427535,18911780,18686444,17136002,9782097,,13161338,
18640379,19704527,20644043,18686444,17359157,21206702,,13538642,
18039356,19926275,16443341,20592260,18449441,20662529,,17454590,
18640379,18652865,16193474,18686546,11884168,12487301,,7136788,
18039374,19536062,18911780,19751759,17780918,13934516,,7136788,
17913863,17971604,18767543,19781519,17780918,18741254,,14905265,
18718538,18021581,15879230,18790985,18449441,12487214,,17001050,
18640280,16084070,11541857,13512254,11884168,9782097,,13276568,
18039269,18060350,20369126,919975,16541294,18872015,14110475,10927923,
15594956,15615839,15759071,17982335,16687646,13168653,12633692,17454683,
18214907,18060383,18883523,17972810,11884168,17853017,,13276568,
18640379,18652877,18911780,19702460,17780918,21206702,18714860,12339347,
17913980,18021662,18767543,18980858,17525405,12487337,,13538642,
18039512,18167522,20644043,15754070,11884168,13854197,19864532,13161338,
18039356,18265187,20644043,18108812,11884168,17853017,,15321314,
18640472,18652877,18911780,18303401,16542008,9431634,10467378,13190573,
18640379,18652877,18911771,18686546,5718431,9817428,11780842,17454683,
18640379,18652877,18911780,18686546,16571885,18442058,16195334,18297002,
18038831,18649997,18883523,19714703,16900748,19814027,,13276568,
18640379,16088780,11431083,19773293,20229659,19814027,,17001050,
18039374,18044417,11431083,14853878,16542008,13329584,,12339347,
18039269,16637543,15759071,19751759,15558575,13934516,,17001050,
18640286,18652877,16193474,20312741,20255534,16200479,15245648,17788487,
16741349,11574545,11790199,15129071,16541294,18503426,18076082,12339347,
16741349,11574545,11541857,14461811,5633207,9431634,15245648,17454683,
17913710,17917991,15759071,17982338,16663688,13168653,16862534,16587443,
18039356,18652871,20644043,18668606,11884168,18442058,13102370,13161338,
18039569,18167699,15759071,17982335,17764370,13168653,16862453,12339347,
18039569,18060350,18036653,17980988,18419840,18698087,,7136788,
18039512,18167699,18911780,18686444,11884207,9817428,18076187,18297722,
18640319,18649997,20644043,18913712,16144622,14677028,,13276568,
18640397,19704527,18911771,18798842,13381619,18872015,,13190519,
18640280,18662669,7030150,20732459,9850002,12487214,,17001050,
18640379,18652877,18911780,14719271,16900727,18872015,10467378,17454767,
15594638,16088780,11541857,14776451,16571885,9431529,15245648,5734544,
18640379,16637543,18911780,16313996,5718431,18503426,15245648,17454767,
16101353,16088780,11790199,9790371,14705840,6216877,,10120467,
18640319,18651431,15759071,18686546,17780918,15301127,,13161338,
18039569,20013098,16875008,18307451,10958544,18066980,19864532,13538642,
19174415,18060878,18767543,20442254,15026021,17869835,,18269483,
15594887,15615839,15759071,17982335,17747885,13168653,16862534,17454683,
18039374,20013098,20644043,18713942,17764370,16704593,,12339347,
18640379,18652877,18911780,19773899,17764370,9431634,14705225,18297002,
18702812,16427084,20644043,18669413,16542008,17052878,,13276304,
18038831,18652871,18911780,19756001,15894449,13934516,,13161338,
18640379,18652877,18911771,14719271,13658789,18872015,10900908,13562693,
18038831,16314863,10495707,20274764,16542008,20662922,,7136788,
12836186,12069566,11790199,18798842,18684122,18503426,11780842,7136788,
18640280,18652877,18911771,14824829,13552679,14790071,6375041,12339347,
18640319,18652865,18911780,20308373,13381634,13934357,,13161338,
18039374,18167522,18911780,19773293,16859927,12487301,,17001050,
18039569,16427084,15764342,20274764,11884168,18503468,19864532,13161338,
12622091,11574341,11790199,18307451,17654444,18442058,18076145,12339347,
18640379,18652877,18911780,19756001,11884207,9431634,18076187,17454683,
18640379,18652877,18911780,18790985,11564300,18871952,14588144,13190519,
18640280,18651329,11790199,19644539,20229998,9747681,,9966492,
16101464,16314863,11541857,14406062,11564300,12400844,11814364,5734544,
18039269,18649997,20356421,19774208,15808484,12487214,,13276568,
12625265,11684576,11541857,13512254,18212909,13934357,,13161338,
18640280,16083650,11790199,20740013,16900727,10174200,,13486118,
18640319,18649997,15759071,13512254,17780918,13934357,,14905265,
18039356,18649997,16193474,18686444,18449441,12487301,,7136788,
17570807,13562387,10824564,18108812,9944427,5181099,19864532,17790299,
18039374,18330392,19539911,17974598,18419840,12487337,,13538642,
19627808,18021842,15759071,18980858,18449441,18901058,,13276568,
18169169,18993305,17535839,20592260,11884207,15265577,,13276304,
19627808,17970146,20369066,18302282,11884168,12487337,,13276568,
18039374,15616676,16875566,14719271,18419840,10448835,,15321314,
18640379,18421946,18911780,19755944,18449441,13934357,,13276568,
18039374,18652877,18911780,18668606,18419840,18442058,,13276568,
18718538,18021440,15759071,18699401,14705840,18503468,14110475,13161338,
18039374,18167522,20644043,18713942,16541294,15265577,,17000984,
18169268,18651431,18911780,20274764,14705840,18741254,,13276568,
18718538,18021440,18911780,14857991,18788645,18503468,17743070,12339347,
16741349,11574341,11790199,18307451,16663688,18442058,18076145,17454683,
18039569,18652877,18911780,19756001,17334425,9515844,18076145,18297722,
18640379,18652877,18911780,18686546,16571885,18442058,17743070,5734544,
18039356,18652871,20644043,19751759,11884168,13854197,18076145,13161338,
18039269,18652877,16193474,18307451,17658422,18442058,14076317,16587443,
16756757,18649997,17001281,18668606,18788645,10448835,,17706038,
19627808,17971184,18911780,18669413,16144583,15301127,,14905265,
18039374,18652877,16193474,19781519,18212909,19840346,,17001050,
17913710,17971187,18911780,19773158,12969350,9431634,18076145,7136788,
18640280,18652877,18911780,12822224,16541294,10497549,14705225,13161338,
18038831,16088780,,20297981,9376491,10901742,,13276568,
12625265,11574458,13723295,18373583,11884207,13934357,,14905265,
19627808,17971187,20369066,18686546,16663688,9515844,20470844,14803520,
18039356,18060383,18700841,18307451,11225526,18477077,,13538642,
19627808,17970146,18486497,19060016,18449441,15265577,,17000984,
18038831,16427084,20369066,18686444,11884168,12487301,,13276568,
18640379,18652871,18911780,19781723,19701731,12487214,,17000984,
18640379,18652871,18911780,19781723,18419840,13934516,,13538642,
18038831,18649997,18911780,19781519,11884168,8431077,,13276568,
18038831,18652877,18911780,18713942,16900727,18087947,,17000984,
18718496,17971184,20369066,19781723,18419840,13934357,,17001050,
18039374,18646550,18911780,19047491,15063971,12487301,,7136755,
17913863,18021581,16193474,18307451,15894419,18442058,18978128,18237560,
18039374,18599705,18883523,18302984,11884207,18477077,,13538642,
18038831,18652871,17535839,19781723,18449441,12487214,,17001050,
18169268,18652865,18911780,18681557,18419840,13934516,,13190630,
16741211,11574458,11790199,19772036,17409059,13934516,,13161338,
18038831,18652871,18911780,19260017,14705840,12487214,,17001050,
18718496,19755455,18911771,14857991,14705840,13934357,,15022826,
18038831,18652877,18911780,18790985,18788681,18503426,6375041,17454767,
18640286,18652871,18911780,16380443,18053684,12023981,,17454494,
18039512,18060353,18911780,18686546,12969350,18442058,17024672,7136788,
18640379,16084070,11790199,14837663,16900727,14790071,14110475,13161338,
19627934,18021581,17535233,18108812,11884207,17853017,,8034664,
18640379,18167699,18911771,19702460,17747885,18442058,18075779,17454683,
18039356,18652877,18911780,18669413,11884207,9564369,,7136788,
19627808,17971187,19235594,,18449441,12487301,,17001050,
18640379,18652877,18911780,18668606,18419840,18442058,,17001050,
18640379,18652877,18911780,19773158,17525405,18503468,17743070,13562714,
18640442,18060350,20644043,18686444,18419840,20628194,,14905265,
18039269,18652877,18768413,18682472,11884207,16237661,,15022826,
18039356,18054803,16193474,18686444,18419840,13934516,,13562693,
18039269,18652877,18768413,18682472,12053192,12487214,,15022826,
18640286,16427084,19539911,14719271,19636997,19814027,,13276568,
18039374,18652877,18911780,17720798,17192498,13934516,,12339347,
18718631,19925807,20369066,18669413,20522441,13934516,,14905265,
18640379,16089002,11028636,17022707,11884168,13854197,14110475,15022826,
15594887,15615839,15759071,17982335,16604054,13168653,16862453,17454683,
18039374,18599705,16272698,18296906,11884168,9515844,,17001050,
19627808,17971187,17535839,18682472,11884168,19813763,,7136788,
17913980,17971184,15759071,15129071,18419840,7179316,,7136788,
18640280,18652877,18911780,20274611,14705840,13934516,,13276568,
18718496,17971253,18911780,18686546,17976143,12487301,,13276568,
18718496,19827572,20369066,20274611,15808484,10448835,,17001050,
18640379,16427216,18911780,9790371,11113710,18503426,15604913,13562714,
18039356,18652877,16443341,20611448,18564128,19814027,,13161338,
18039512,18060362,19566335,17973179,18570371,19921292,,18297722,
18039569,18651506,20644043,19773293,18538847,12487301,,14905214,
16101353,16088780,10019547,20274764,16900748,18872015,17002862,13562693,
18039512,19926275,18911780,19125611,11884207,15266783,,18297722,
18640379,16427084,15759071,13512254,10423167,18503468,14110475,13161338,
18640379,18651506,18911780,19017281,11884207,18442058,18076187,17454683,
18640379,18652877,18911780,18686546,12969350,18442058,17743070,17454683,
18039269,18652877,16443341,14788691,18108971,12487301,,15022826,
17913980,17971598,17535647,19714703,11884168,20202218,,14905265,
18718496,17971184,15879230,19756610,17192498,12487214,,17001050,
16741349,11574545,11790199,14741900,16900727,9431634,15245648,5734544,
16741349,11574545,11541857,14741900,15050393,16200560,15245648,13562714,
18640280,18652877,18911780,14853878,18788681,13934516,,12339347,
18039512,15615839,18911780,17980988,16542008,13168653,18076187,17001050,
18038831,18652865,20369066,18686444,17409059,19961018,,14905265,
18039356,20103287,16193474,19773293,11884207,19814027,,13538642,
18038831,19098683,16193474,18669413,18788681,13934516,,13276304,
18640319,18652877,20369066,20502104,11884168,13934516,,14905265,
18039569,18652877,20644043,13512254,18788645,13934357,,17454683,
18640379,18649997,15759071,13512254,18788645,12400748,,14803520,
18718496,18021581,18911780,9790371,16900727,12487214,,7136755,
18169169,18652877,18700841,19644539,11884168,12487301,,13161338,
17913863,17971598,18146438,17982335,11884168,13168653,10467378,12339347,
18039569,18060395,16193474,18307451,16199669,9564369,10467378,13562714,
12622319,12069566,11790199,14461811,14705840,10448835,14588288,18297722,
18640442,18652877,18911780,19756001,16687646,9431634,17743070,13562714,
18038831,18652877,18911780,18686546,15110762,12487301,,13161338,
18038831,18652877,18911780,20502104,11884168,12487214,,17001050,
17913710,19691621,18911780,19773899,11884207,18213719,18076082,13190573,
18038831,18652877,16272947,20564615,20220176,9782097,,12339347,
18640280,16637543,18911780,18798842,16437518,17523179,10900908,17454767,
19627808,17971187,20369066,19242692,18449441,15265577,,13161338,
18703730,16637543,11790199,919975,4678115,12400646,14110475,17459081,
18640379,18652877,18911780,19773158,17783147,10448835,14076317,17454683,
18039374,18652877,18911771,14444705,16900727,12487301,,15022826,
18039374,18652877,18911780,19781723,18419840,17052281,,7136788,
18038831,18649997,18911780,19751759,17192498,12487214,,13276568,
18640280,18652877,18911780,18373469,11884207,9782097,14076317,17001050,
18640379,18652877,18911780,19305539,16437518,17523179,15604913,7136788,
18640379,18652877,18911780,13512254,16541072,16200560,14076317,12339347,
15788555,16083650,11541857,19781723,18419840,18741254,,13486118,
18640379,18652877,19539911,19242692,11884207,12487301,,13538642,
18640280,16084070,11790199,13512254,10423167,18503468,17002862,13161338,
18039512,18167699,18911780,18307451,18684122,18901058,10467378,18297002,
18039374,18652877,18911780,18668606,11884168,9564369,10467378,16587443,
18640379,18652877,16193474,19756001,18538847,18213719,16195151,13161338,
18169169,18652871,18486497,19644539,11884168,18477077,,7136788,
19627808,18021662,17931533,19755191,18419840,18442058,,17001050,
18640379,16088780,11790199,13470908,15362603,9782097,10467333,12338942,
18640280,18651506,18911780,16313996,15362603,9782097,14076317,12339347,
18718496,20471387,18883523,20308373,12053192,16200560,,13161338,
19627808,18021662,16193474,19102883,17584163,18901058,,17001050,
18039374,15618923,11028636,14444705,11884168,13854197,11015937,13276568,
18039374,18652865,18911780,18307451,16199669,18442058,16195334,12339347,
19627808,17971598,18911780,19702460,20136845,12487301,,17001050,
16101581,15615839,15759071,17982335,15894419,13168653,16862534,16587515,
18038831,18649997,16873946,18681557,18419840,12487301,,20600147,
18039374,18295433,18700841,19781519,19636997,10448835,,13276568,
18640379,18652877,18911780,18303401,17747885,18442058,17743070,17454683,
18640379,18652877,18911780,18686444,11884168,18442058,17024672,12339347,
18039512,18652877,18911780,18798842,16437518,12400607,14076317,7136755,
18640379,18652877,18911780,19756001,16687646,10448835,11780869,13190519,
18640379,18652877,18911780,19773899,17764370,9431634,10467378,13562714,
18039269,18652877,18911771,18373469,16542008,16200560,18075779,17001050,
18038831,18652877,18911780,19260017,16900727,13934516,,13276568,
18640379,18652874,11790199,19047491,11884207,10174200,,11283078,
17913863,18021581,16193474,18307451,15894419,18442058,18978128,18237560,
19627808,17971184,15764342,18307451,18419840,10054617,,17000984,
17570816,13562387,13432970,18964955,17661059,17870129,17057594,17001050,
16101581,15615839,15759071,17982338,15110762,13168653,16862534,17454683,
18039374,18060395,15759071,18307451,11884207,13168653,10467378,12339347,
18718631,18021491,15759071,18307451,11884168,18442058,12447437,13562714,
18039374,18652871,18911780,19773293,18108971,16342190,,5734544,
18640379,15693545,18911780,14444705,5718431,18901058,10467378,5734544,
18640379,18649997,18911780,18686444,18449441,16778399,,7136788,
19627808,20318291,18911780,18686444,11884168,20009693,,13538642,
18640379,18167699,17931533,14444705,16900727,16200560,,17000984,
18038831,18652877,16193474,19781723,18750995,13934516,,12339347,
18640379,19498640,18883523,13612532,8457783,13934357,,7136788,
18169268,19098683,18911780,20308373,16900748,13934357,,13276304,
18039269,19098683,20369066,18964661,18728303,20628194,,13276568,
18039569,18060383,15764342,919975,11884168,15301127,9964230,17000984,15670502
18039569,18841790,15764342,20512307,10958634,18005060,,17001050,
18640379,18652877,18911780,12822224,12969350,17523179,15245648,17454683,
18718538,18021440,18911780,14444705,11884207,16200560,17743070,17454494,
16101464,16088780,11790199,13470908,11540768,12400844,,13190573,
18039374,18652871,18911780,18713942,17409059,18872015,,13276568,
17913311,20391572,17535839,20308373,9376470,13934357,,12339347,
12625265,12069566,11790199,12822224,11540768,18503468,13342367,7136788,
18640280,16637543,18911771,19321322,18684122,9431634,10900908,7136788,
18039374,20079428,15764342,18302282,17015456,19961018,,17001050,
14927759,20459081,11541857,919975,17976938,11432340,17743070,13161353,
17913980,18021581,18911780,17982362,18419840,17853017,18371288,17001050,
18039512,18167699,15759071,17982335,16571885,13168653,16862534,17454683,
18640379,18652877,18911780,18307451,11884168,18442058,10467378,12339347,
18640379,19498640,18911780,19060016,11884207,9515844,,,
12622091,11574341,11790199,14461811,16663688,16200560,18076145,17454683,
18038831,18652877,18883523,18686546,17780918,15301127,,13276568,
17913311,18113015,18911780,20274764,5598547,20010002,,12339347,
16101353,16088780,7320400,14741900,15110762,10448835,11881387,13562714,
18039374,18652877,18911780,14953979,20504921,19813847,,17001050,
18039356,18649997,20369066,19702460,11884168,18442058,,,
18039374,18060395,18911780,17982335,18539024,9817428,10467378,18297722,
18640472,18841790,16875566,20512307,18448706,19023932,,20600147,
18039569,18841790,20629313,17973179,17359301,19023893,,17001050,
18039569,18652877,18911780,18307451,17658422,18442058,11780869,7136788,
18039374,18651506,16193474,18668606,15808484,20009693,,13562693,
18640379,18652877,18768470,14444705,18788681,9243156,,17001050,
17913710,19755455,18911780,18668606,11884207,12487301,,7136788,
18169268,18652871,18911780,18669413,13658789,12487214,,7136788,
15594638,18652871,16443341,20297981,16900748,12487301,,7136788,
18039374,19772786,18911780,13612532,18212909,18872015,,13538642,
18718631,17971604,20356421,18713942,20255534,12400844,,14905265,
18640280,16637543,18911771,12822224,16541072,18872015,10900908,5734544,
19627808,18021662,15759071,19059974,17192498,12487337,,17000984,
18039356,18651431,20369126,19781723,11884168,14790071,19864532,13161338,
18039569,19926275,20644043,17975774,18449441,17853017,,13538642,
18039374,19536062,15764342,20274764,16900727,12487214,,7136788,
18039569,18652877,16072955,19242692,17976482,18698087,,17000984,
19174415,17926745,15764342,19773293,9944397,12487337,,14803520,
18039356,18649997,18911780,19781723,3471240,20009693,,17001050,
18640379,18652877,18911780,18686546,16571885,18442058,17743070,12339347,
18039374,18649997,18911780,18669413,15063971,16778399,,7136788,
15594638,16088780,11790199,13470908,12013670,9782097,12633692,15796520,
18039374,18054803,18911780,12822224,15808484,13934357,,14905265,
18640379,16089002,11790199,19751759,18212909,13934516,,15022826,
18718496,17971604,18911771,20274611,17783126,17523179,12447437,17454767,
18640280,18651431,18911780,13512254,18212909,13934516,,13161338,
18640280,18652871,18911771,20285345,16542008,10448835,,13161338,
16101353,16427084,18883523,19851107,9376470,14677028,,17001050,
18039269,18652877,16443404,18686444,18539024,19814000,19306148,12339347,
16101464,16314473,11790199,13512254,17976938,14790071,17002862,13161338,
18039374,18060350,15764342,19060016,18570377,9515844,,8034664,
18039569,18167699,15759071,17982335,17764370,13168653,16862453,17454683,
18640379,16427084,16193474,18307451,11884207,18698078,,17001050,
18039374,18652877,15764342,19242692,18419840,16237661,,17000984,
19627934,17971604,20356421,18669413,17780918,16200560,,13276568,
18640379,18652877,18911780,20312741,12969350,17523179,15604913,12339347,
18039374,18652877,18911780,14857991,18581042,15301127,,12339347,
18640379,18652877,18911771,18373469,18788645,16200560,18076187,16587443,
19627808,17971187,18911780,12822224,18419840,13934357,,13276568,
18640280,18652871,18911780,18373469,15043808,18872015,,13161338,
18640280,18651506,18911771,18713942,17747885,13934357,,13562693,
16741349,11574545,11541857,14461811,15110762,9431634,15245648,17454683,
19627808,18021581,15759071,18303731,15558575,15216788,,13276304,
18640379,16088780,11790199,19781723,11884168,13854197,14110475,13161338,
18039356,18651431,15764342,18108812,17747885,10448835,,13538642,
18039569,18652877,16193474,19773293,18419840,12487214,,17000984,
18640379,18652877,18911780,18303401,12969350,18442058,17743070,13190573,
18640379,18652877,18911780,18686546,15894419,18442058,17743070,7136788,
18039356,18652877,15759071,19756001,15110762,9782097,13102370,11283033,
18640397,19498640,18911780,20274764,14705840,13934357,,17001050,
18640379,18652877,18911780,19773899,17764370,9431634,17743070,18297002,
17913863,18021440,18911780,20312741,12969350,18503468,12447437,18297722,
18038831,18652877,20369066,19059974,16542008,13934516,,13276568,
16741349,11574545,11790199,13470908,16571885,11650160,18075779,17454767,
16741211,12069566,11790199,13463144,13446017,18503426,6375041,17454767,
17913863,17926763,15764342,19047491,15043808,10448835,,7136755,
18640280,16083650,11790199,11001012,19135712,18503426,17743070,13161338,
18038831,18652871,18486497,19242692,11884207,15265577,,17001050,
18039356,18054881,18768413,18686444,18419840,18087947,,12339347,
17913863,18039902,15759071,14461811,13658789,9431634,12447437,17454683,
18039374,18652877,20369126,19017281,19636997,10448835,,17001050,
18718496,19725299,18486497,20502104,17780918,19813763,,13276568,
18640379,18652880,11790199,19773158,16900727,18213719,6375041,13562693,
18640280,16637543,18911780,18790985,14705840,18872015,17743070,13562693,
18703730,18652877,18911780,19047491,15063971,15786305,,7136755,
18039569,18652877,15764342,17974766,11225526,12487337,,7136788,
18039512,18060368,15764342,18108812,10958634,17870129,19864532,15022826,
18039512,18059849,16443404,19125611,16541294,19921292,,18297722,
17913863,18113015,19391135,19059974,13933289,10448835,,17000984,
19627808,18021581,17931893,18669413,18419840,19023932,,17001050,
19627808,18021662,18911780,18668606,9376470,18442058,14588231,13562714,
18718496,17971199,18911780,19844222,17976143,12487301,,13276304,
19627808,20391572,18911780,19321601,18564128,13934516,,17001050,
18038831,18652586,15988694,19773515,16900748,10901742,,13276568,
18640319,19772786,18883523,19781723,17192498,13934516,,12339347,
18039512,18167699,18911780,18307451,11884207,18442058,18076187,13562714,
18640379,18651431,15759071,18964955,11884168,18442058,17397248,13161338,
18039569,18652877,18911780,19781723,13933289,13150403,,13538642,
18640379,18652877,18911780,18296984,11884207,18442058,17743070,13562693,
18039569,18167522,18036599,18503027,18751016,15266783,,13538642,
18039569,18652877,18036599,18668606,19278527,19023893,,17001050,
18640379,15756542,11790199,18798842,16199669,10448835,14602859,7136788,
19627808,18154397,18911771,18686546,11884207,18442058,18076082,13562693,
19627808,18021581,15759071,19242692,12053192,10448835,,13276568,
19627808,19827572,18911780,18686546,15063971,9515841,,13538642,
18640379,19772786,15764342,18686546,16900727,9782097,,13190573,
18640280,16427084,18911780,19047491,13446017,12487214,,12339347,
18640379,18651431,15759071,20080199,11884168,9435804,,13538642,
17913710,17971184,15759071,19781519,11884168,12487214,,13538642,
17913710,19691621,18911780,19773158,16900748,13853267,,13057166,
17913710,18021581,18911780,19047491,13973483,12487301,,13276568,
18718496,19705316,18911780,12821624,12192788,19813763,17658332,17454590,
18640379,18652877,18911780,19756001,16542008,9564369,14076317,13562693,
18039374,18167522,15764342,20301677,17552000,14790071,15688298,13161338,
18640379,18054881,16193702,19102883,18751016,15266783,,16587443,
17913980,17970146,18883523,19756598,17359157,18901058,,17001050,
19627808,17971187,17770829,18686444,18419840,15265577,,17001050,
18640379,18652877,18911780,14444705,11884207,16200560,18076187,13190573,
18640379,19498640,19539911,18668606,18419840,16362038,,17001050,
18640280,19498640,18911780,13512254,10423167,13934357,,13190573,
18039374,18649997,18911780,19756607,13381619,12487301,,13276568,
18039374,19772786,18883523,19047491,18539024,13934516,,13161338,
16741349,11574545,11790199,14461811,18788645,18871952,18075779,17454767,
17913311,17971187,18911780,14953979,16144583,12487301,,17706038,
18039569,18167522,18911780,17982338,17359157,19023893,,18297722,
18640379,16084070,11790199,14837663,10423167,14790071,14110475,15022826,
19627808,17917991,18911780,19714703,10423167,5185598,,13538642,
19627808,18021842,17012165,18894068,18449441,19814027,,13161338,
19627808,18652871,15764342,14444705,17192498,5973034,,7136788,
19627808,17971598,18486497,18669413,17780918,,,14905265,
19627934,17971187,18883523,19047491,16542008,13934516,,17001050,
17913311,17971187,17931533,19781519,15031841,13854197,,12339347,
18640280,18652877,18911780,20274611,11540768,18872015,14705225,13562693,
12622091,11574341,11028636,9790371,14705840,9782097,,13538642,
16741349,11574458,11790199,12822224,12491474,18872015,15245648,13562693,
18039512,18054881,15764342,17982335,17015456,20275859,,17001050,
16101326,16083650,11541857,919975,15808484,14677133,17743070,7136755,
19174415,18060878,18036599,17973020,18412277,19953725,,17000984,
18640379,18649997,17535839,18669413,17764370,12487301,,13276568,
18640379,18652877,18911780,14719271,16900727,18442058,10467378,12339347,
18039356,18815033,18700841,20274764,10423167,12487301,,17788487,
18039269,18652877,18911780,14719271,16900727,18872015,14588144,13562693,
18640379,18652877,18911780,14719271,16900727,18872015,12447437,13562714,
18039356,18652877,18911780,20312741,11884168,13934357,,13276568,
18039374,19536062,18883523,12822224,10423167,12487214,,13276568,
18640379,16084070,11028636,,18419840,18901058,,18237617,
16872089,11934316,11380467,18767216,16687646,13466708,,13562714,
18640472,18652877,18911780,17982335,12969350,18442058,15604913,18297722,
15594887,15618923,11541857,19773425,11884168,10448835,18076145,13562714,
18039569,18167699,15759071,17982338,17658422,13168653,16862453,13190573,
19627808,18021581,17001281,17982338,16199738,10448835,,17000984,
18039569,18060395,16193474,18307451,16663688,18442058,16195334,13562714,
18039569,18060350,18700841,18307451,18419840,9564369,,13538642,
17913980,17971598,17535647,19751759,16859912,20057756,,17788451,
18039374,18652871,15879230,19769636,18846299,18442058,,17001050,
16101464,16088780,11790199,14776451,11884168,10448835,12055514,13190519,
18038831,18652871,18883523,19644539,18419840,12487337,,17001050,
18039269,19498640,17138720,18686546,20031230,12487301,,17001050,
17913710,18021440,18911780,14719271,18788681,17103122,,12339347,
18039374,18652877,16193474,18686546,12751874,13854197,11881387,17454683,
18039569,18060383,18036602,18686444,18419840,18146243,19864532,17001050,
19627808,17926748,18700841,18021914,17135954,20057756,,13538642,
18039374,18295433,19539911,18681557,17359157,16362038,,12339347,
19627934,17971598,16193474,17972810,17409059,19023932,,13276304,
18640397,18652877,18911780,19702460,17747885,18442058,18076145,12339347,
18038831,18652877,18486497,18668606,11884168,12487301,,13161338,
18718631,17970146,18486497,18373469,18788645,13934357,,17001050,
18718496,19925807,17535839,19773425,14705840,13934357,,13276568,
17913311,17971187,18768470,20301539,8173504,18741254,,18297002,
18038831,19498640,18911780,19769636,17192498,15216788,,13276568,
18640286,19536062,16193474,20312741,20255534,16200479,15245648,17788487,
17913710,19691621,18911780,18307451,17747885,18442058,15245648,7136788,
18640379,18651431,15759071,19714703,16900727,9435804,15315371,13161338,
18039512,18060395,16193474,17982338,11884207,9564369,18076187,13562714,
18039569,18167699,18911780,18307451,17764370,9564369,15604913,12339347,
18039374,18652877,19539911,18686546,15063971,13934516,,7136788,
18640280,18652865,16443404,18668606,18449441,16200560,,17001050,
19627808,17971604,18486497,18669413,11884168,20315651,,14905265,
18640379,16089002,11541857,19781723,18419840,14677028,,7136788,
18038831,19098683,18486497,18669413,16542008,13934516,,13276568,
18640379,18652871,16443404,20297981,18539024,12487214,,14905265,
18038831,18652877,15764342,19047491,17192498,12487214,,7136788,
18039356,18652871,16443341,18373583,17764370,14677028,,13161338,
18640379,18652877,18911780,18303719,11884168,13168653,13102370,11283078,
17913980,17917991,18146438,17980421,11884168,18329759,19864532,13538642,
18039356,18652877,16443341,18681503,18564128,19814027,,13161338,
18640319,18652871,15764342,18373469,17780918,9515844,,13538642,
12836186,11574341,11028636,19047491,11884168,9782097,,13161353,
18640379,18652877,18911780,19773158,16437569,9431634,17743070,7136788,
17913710,19691621,18911780,19773158,8577818,16200560,18075779,12339347,
18640379,18652877,18911780,14719271,16900727,18872015,17743070,17454767,
16741349,11574545,11790199,14406062,11884207,16200560,18076082,7136755,
16741349,11574458,11790199,19756001,13552679,9431634,18075779,11283078,
18039374,18652877,18911780,19060016,19317608,15266783,,18297722,
18640280,16427084,18911780,14824829,9376470,11247363,17640323,13161353,
16741349,11574341,11790199,18307451,15122126,18442058,18076145,13562714,
18640379,18652871,15759071,19773293,17409059,20315813,,13276568,
