name,price,link,company,product_seq,image,category,rated_power,80plus_certification,eta_certification,lambda_certification,voltage_fluctuation,output_method,availability,pfc_circuit,pf_factor,fan_size,fan_number,bearing,output_12v,cable_connection,depth,main_power,sub_power,pcie_16pin,pcie_8pin,pcie_6pin,sata,ide_4,rgb_connector,feature,inside,protection,as_years,reg_date,bookmark
GIGABYTE P650B 80PLUS BRONZE 피씨디렉트,50000.0,https://prod.danawa.com/info/?pcode=16761431&cate=112777,GIGABYTE,16761431,//img.danawa.com/prod_img/500000/431/761/img/16761431_1.jpg?shrink=330:*&_v=20220406094031,ATX 파워,650,80 PLUS 브론즈,,,,+12V 싱글레일,,액티브PFC,,120.0,1,FDB(유체),54,케이블일체형,140,24핀(20+4),,,4.0,,6,3.0,,24,0,0,3,201711,
AONE TFX-450P KC,24000.0,https://prod.danawa.com/info/?pcode=3099460&cate=112777,AONE,3099460,//img.danawa.com/prod_img/500000/460/099/img/3099460_1.jpg?shrink=330:*&_v=20220916153500,TFX 파워,200,,,,,+12V 싱글레일,,,,80.0,1,,10,케이블일체형,,24핀(20+4),,,,,3,3.0,,0,0,0,1,201504,
잘만 ZM850-ARX 80PLUS PLATINUM,191130.0,https://prod.danawa.com/info/?pcode=4909709&cate=112777,잘만,4909709,//img.danawa.com/prod_img/500000/709/909/img/4909709_1.jpg?shrink=330:*&_v=20230116111900,ATX 파워,850,80 PLUS 플레티넘,,,,+12V 싱글레일,98.0,액티브PFC,,135.0,1,볼,70,풀모듈러,180,24핀(20+4),8+4+4핀 1개,,6.0,,12,8.0,,59,2,63,10,201702,
CORSAIR HX1500i 2022 80PLUS PLATINUM,539000.0,https://prod.danawa.com/info/?pcode=17455022&cate=112777,CORSAIR,17455022,//img.danawa.com/prod_img/500000/022/455/img/17455022_1.jpg?shrink=330:*&_v=20220725092638,ATX 파워,1500,80 PLUS 플레티넘,,,,+12V 싱글레일,100.0,,,140.0,1,FDB(유체),125,풀모듈러,200,24핀,8핀(4+4) 3개,,9.0,,8,8.0,,147,6,61,10,202207,
Fractal Design Ion+ 2 860W Platinum,260270.0,https://prod.danawa.com/info/?pcode=15028115&cate=112777,Fractal Design,15028115,//img.danawa.com/prod_img/500000/115/028/img/15028115_1.jpg?shrink=330:*&_v=20210818233655,ATX 파워,860,80 PLUS 플레티넘,,,,+12V 싱글레일,99.0,,,140.0,1,FDB(유체),"71,6",풀모듈러,150,24핀(20+4),8+4+4핀 1개,,6.0,,10,4.0,,24,2,63,10,202108,
AONE STORM 700W 80PLUS BRONZE 벌크,47000.0,https://prod.danawa.com/info/?pcode=12583295&cate=112777,AONE,12583295,//img.danawa.com/prod_img/500000/295/583/img/12583295_1.jpg?shrink=330:*&_v=20210915085607,ATX 파워,700,80 PLUS 브론즈,,,,+12V 싱글레일,95.0,액티브PFC,99.0,120.0,1,FDB(유체),53,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,4.0,,5,4.0,,8,2,59,3,201909,
COX SECURE SC-700N,47500.0,https://prod.danawa.com/info/?pcode=17499527&cate=112777,COX,17499527,//img.danawa.com/prod_img/500000/527/499/img/17499527_1.jpg?shrink=330:*&_v=20220720142359,ATX 파워,700,,,,,+12V 싱글레일,90.0,액티브PFC,99.0,120.0,1,,49.5,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,4.0,,5,3.0,,10,2,46,3,202207,
쿨러마스터 GOLD V850 V2 WHITE FULL MODULAR,182990.0,https://prod.danawa.com/info/?pcode=12235745&cate=112777,쿨러마스터,12235745,//img.danawa.com/prod_img/500000/745/235/img/12235745_1.jpg?shrink=330:*&_v=20210107135234,ATX 파워,850,80 PLUS 골드,,,,+12V 싱글레일,100.0,액티브PFC,,135.0,1,FDB(유체),70.8,풀모듈러,160,24핀,8+4+4핀 1개,,6.0,,12,4.0,,52,12,63,10,202009,
GIGABYTE UD1300GM PG5 80PLUS GOLD 풀모듈러 ATX 3.0 제이씨현,349000.0,https://prod.danawa.com/info/?pcode=21625730&cate=112777,GIGABYTE,21625730,//img.danawa.com/prod_img/500000/730/625/img/21625730_1.jpg?shrink=330:*&_v=20230719082413,ATX 파워,1300,80 PLUS 골드,,,,+12V 싱글레일,99.0,액티브PFC,,140.0,1,2볼,108.3,풀모듈러,160,24핀(20+4),8핀(4+4) 2개,1.0,8.0,,12,6.0,,19,2,63,10,202307,
쿨러마스터 Elite V3 P600,32990.0,https://prod.danawa.com/info/?pcode=11530835&cate=112777,쿨러마스터,11530835,//img.danawa.com/prod_img/500000/835/530/img/11530835_1.jpg?shrink=330:*&_v=20210107140822,ATX 파워,500,,,,,+12V 싱글레일,91.0,액티브PFC,,120.0,1,Sleeve,38,케이블일체형,140,24핀,8+4+4핀 1개,,1.0,,3,2.0,,0,0,59,3,202006,
맥스엘리트 MAXWELL COUNT 750W 80PLUS GOLD 풀모듈러 (본체+퓨어화이트),155000.0,https://prod.danawa.com/info/?pcode=17102153&cate=112777,맥스엘리트,17102153,//img.danawa.com/prod_img/500000/153/102/img/17102153_1.jpg?shrink=330:*&_v=20230224134836,ATX 파워,750,80 PLUS 골드,,,,+12V 싱글레일,99.0,액티브PFC,99.0,120.0,1,FDB(유체),62 이상,풀모듈러,140,24핀(20+4),8핀(4+4) 3개,,2.0,,8,3.0,,28,14,383,10,202205,
ASUS PRIME 850W Gold 대원씨티에스,,https://prod.danawa.com/info/?pcode=27661976&cate=112777,ASUS,27661976,//img.danawa.com/prod_img/500000/976/661/img/27661976_1.jpg?shrink=330:*&_v=20230818145857,ATX 파워,850,80 PLUS 골드,,,,+12V 싱글레일,,,,135.0,1,2볼,70.5,풀모듈러,150,24핀,8핀(4+4) 2개,1.0,3.0,,5,3.0,,16,0,63,8,202308,
3RSYS FORCE 500W,35530.0,https://prod.danawa.com/info/?pcode=18698132&cate=112777,3RSYS,18698132,//img.danawa.com/prod_img/500000/132/698/img/18698132_1.jpg?shrink=330:*&_v=20230525171829,ATX 파워,500,,,,,+12V 싱글레일,91.0,,,,,,38,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,2.0,,5,4.0,,0,0,13,3,202301,
AONE 태왕 EP600L KC,23000.0,https://prod.danawa.com/info/?pcode=2451400&cate=112777,AONE,2451400,//img.danawa.com/prod_img/500000/400/451/img/2451400_1.jpg?shrink=330:*&_v=20210127101548,ATX 파워,230,,,,,+12V 싱글레일,,,,120.0,1,,12,케이블일체형,,24핀(20+4),8핀(4+4) 1개,,,1.0,3,3.0,,0,0,0,1,201402,
마이크로닉스 ASTRO GD 550W 80PLUS GOLD 풀모듈러,97500.0,https://prod.danawa.com/info/?pcode=6228355&cate=112777,마이크로닉스,6228355,//img.danawa.com/prod_img/500000/355/228/img/6228355_1.jpg?shrink=330:*&_v=20210830095053,ATX 파워,550,80 PLUS 골드,,,,+12V 싱글레일,100.0,액티브PFC,99.0,135.0,1,,45.9,풀모듈러,160,24핀(20+4),8핀(4+4) 1개,,2.0,,8,4.0,,58,13,63,7,201806,
SuperFlower SF-1600F14HT LEADEX TITANIUM,588690.0,https://prod.danawa.com/info/?pcode=4088785&cate=112777,SuperFlower,4088785,//img.danawa.com/prod_img/500000/785/088/img/4088785_1.jpg?shrink=330:*&_v=20210113141658,ATX 파워,1600,80 PLUS 티타늄,,,,+12V 싱글레일,99.0,액티브PFC,99.0,140.0,1,2볼,133.3,풀모듈러,225,24핀(20+4),8핀(4+4) 2개,,9.0,5.0,14,5.0,,63,6,57,7,201605,
SuperFlower SF-850F14TP LEADEX V PRO PLATINUM WHITE,241840.0,https://prod.danawa.com/info/?pcode=16054550&cate=112777,SuperFlower,16054550,//img.danawa.com/prod_img/500000/550/054/img/16054550_1.jpg?shrink=330:*&_v=20211229100746,ATX 파워,850,80 PLUS 플레티넘,,,0.4,+12V 싱글레일,99.0,액티브PFC,99.0,120.0,1,FDB(유체),70.8,풀모듈러,130,24핀(20+4),8핀(4+4) 2개,,8.0,,9,4.0,,51,14,639,10,202112,
GIGABYTE UD1000GM PG5 80PLUS GOLD 풀모듈러 ATX 3.0 제이씨현,219100.0,https://prod.danawa.com/info/?pcode=19749797&cate=112777,GIGABYTE,19749797,//img.danawa.com/prod_img/500000/797/749/img/19749797_1.jpg?shrink=330:*&_v=20230412134735,ATX 파워,1000,80 PLUS 골드,,,,+12V 싱글레일,100.0,,,120.0,1,HYB,83.3,풀모듈러,140,24핀(20+4),8핀(4+4) 2개,1.0,4.0,,8,3.0,,50,2,63,10,202304,
쿨러마스터 MWE GOLD 750 V2 FULL MODULAR,130830.0,https://prod.danawa.com/info/?pcode=13329500&cate=112777,쿨러마스터,13329500,//img.danawa.com/prod_img/500000/500/329/img/13329500_1.jpg?shrink=330:*&_v=20210205161657,ATX 파워,750,80 PLUS 골드,,,,+12V 싱글레일,91.0,액티브PFC,,120.0,1,HDB/HYB,62.5,풀모듈러,160,24핀(20+4),8핀(4+4) 1개,,4.0,,12,4.0,,8,0,63,7,202102,
마이크로닉스 Performance II PV 500W 80PLUS Bronze FDB,76264.0,https://prod.danawa.com/info/?pcode=10557825&cate=112777,마이크로닉스,10557825,//img.danawa.com/prod_img/500000/825/557/img/10557825_1.jpg?shrink=330:*&_v=20230523082517,ATX 파워,500,80 PLUS 브론즈,,,0.5,+12V 싱글레일,100.0,액티브PFC,99.0,120.0,1,FDB(유체),41.7,케이블일체형,140,24핀(20+4),8+4핀 1개,,2.0,,6,3.0,,58,2,63,6,202002,
Fractal Design Ion Gold 750W,147800.0,https://prod.danawa.com/info/?pcode=13975994&cate=112777,Fractal Design,13975994,//img.danawa.com/prod_img/500000/994/975/img/13975994_1.jpg?shrink=330:*&_v=20210818233738,ATX 파워,750,80 PLUS 골드,,,,+12V 싱글레일,100.0,액티브PFC,99.0,140.0,1,LLS(Sleeve),62.5,풀모듈러,150,24핀(20+4),8+4+4핀 1개,,4.0,,8,3.0,,58,6,63,7,202104,
쿨러마스터 GOLD V750 V2 BLACK FULL MODULAR,148990.0,https://prod.danawa.com/info/?pcode=12235556&cate=112777,쿨러마스터,12235556,//img.danawa.com/prod_img/500000/556/235/img/12235556_1.jpg?shrink=330:*&_v=20210107140246,ATX 파워,750,80 PLUS 골드,,,,+12V 싱글레일,100.0,액티브PFC,,135.0,1,FDB(유체),62.5,풀모듈러,160,24핀,8+4+4핀 1개,,4.0,,12,4.0,,36,12,63,10,202009,
GIGABYTE UD850GM PG5 80PLUS GOLD 풀모듈러 ATX 3.0 제이씨현,161000.0,https://prod.danawa.com/info/?pcode=19749611&cate=112777,GIGABYTE,19749611,//img.danawa.com/prod_img/500000/611/749/img/19749611_1.jpg?shrink=330:*&_v=20230412134051,ATX 파워,850,80 PLUS 골드,,,,+12V 싱글레일,100.0,,,120.0,1,HYB,70.8,풀모듈러,140,24핀(20+4),8핀(4+4) 2개,1.0,4.0,,8,3.0,,50,2,63,10,202304,
마이크로닉스 ASTRO GD 750W 80PLUS GOLD 풀모듈러 FDB 화이트,128341.0,https://prod.danawa.com/info/?pcode=11844925&cate=112777,마이크로닉스,11844925,//img.danawa.com/prod_img/500000/925/844/img/11844925_1.jpg?shrink=330:*&_v=20220119132145,ATX 파워,750,80 PLUS 골드,,,,+12V 싱글레일,100.0,액티브PFC,99.0,135.0,1,FDB(유체),62.5,풀모듈러,150,24핀(20+4),8핀(4+4) 2개,,4.0,,8,4.0,,122,14,63,7,202007,
앱코 XTREAM XT-650B 80PLUS STANDARD,53000.0,https://prod.danawa.com/info/?pcode=16061147&cate=112777,앱코,16061147,//img.danawa.com/prod_img/500000/147/061/img/16061147_1.jpg?shrink=330:*&_v=20221028094423,ATX 파워,650,80 PLUS 스탠다드,,,,+12V 싱글레일,100.0,액티브PFC,99.0,140.0,1,HDB/HYB,54.17,케이블일체형,160,24핀(20+4),8(4+4)+4핀 1개,,2.0,,6,4.0,,0,14,63,7,202112,
앱코 SUITMASTER SETTLER 600W 80PLUS Standard 230V EU,40220.0,https://prod.danawa.com/info/?pcode=8802512&cate=112777,앱코,8802512,//img.danawa.com/prod_img/500000/512/802/img/8802512_1.jpg?shrink=330:*&_v=20210721164803,ATX 파워,600,80 PLUS 스탠다드,,,,+12V 싱글레일,90.0,액티브PFC,99.0,120.0,1,HDB/HYB,45,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,2.0,,6,4.0,,42,2,47,7,201907,
맥스엘리트 MAXWELL COUNT 850W 80PLUS GOLD 풀모듈러 (본체+플랫멀티팩),147780.0,https://prod.danawa.com/info/?pcode=17103122&cate=112777,맥스엘리트,17103122,//img.danawa.com/prod_img/500000/122/103/img/17103122_1.jpg?shrink=330:*&_v=20220523170458,ATX 파워,850,80 PLUS 골드,,,,+12V 싱글레일,99.0,액티브PFC,99.0,120.0,1,FDB(유체),70 이상,풀모듈러,140,24핀(20+4),8핀(4+4) 2개,,6.0,,12,6.0,,60,14,383,10,202205,
GIGABYTE UD1000GM 80PLUS GOLD 풀모듈러 피씨디렉트,169040.0,https://prod.danawa.com/info/?pcode=16761410&cate=112777,GIGABYTE,16761410,//img.danawa.com/prod_img/500000/410/761/img/16761410_1.jpg?shrink=330:*&_v=20220406094011,ATX 파워,1000,80 PLUS 골드,,,,+12V 싱글레일,,액티브PFC,,120.0,1,HDB/HYB,83.3,풀모듈러,140,24핀(20+4),8핀(4+4) 2개,,6.0,,8,3.0,,19,2,63,10,202202,
be quiet STRAIGHT POWER 11 1000W 80PLUS PLATINUM,345170.0,https://prod.danawa.com/info/?pcode=16290887&cate=112777,be quiet,16290887,//img.danawa.com/prod_img/500000/887/290/img/16290887_1.jpg?shrink=330:*&_v=20220426154921,ATX 파워,1000,80 PLUS 플레티넘,,,,+12V 다중레일,,액티브PFC,99.0,135.0,1,FDB(유체),"22, 30",풀모듈러,170,24핀(20+4),8+4+4핀 1개,,4.0,,11,4.0,,24,14,127,5,202201,
쿨러마스터 PLATINUM V1300 FULL MODULAR,421920.0,https://prod.danawa.com/info/?pcode=7259989&cate=112777,쿨러마스터,7259989,//img.danawa.com/prod_img/500000/989/259/img/7259989_1.jpg?shrink=330:*&_v=20210107144840,ATX 파워,1300,80 PLUS 플레티넘,,,,+12V 싱글/다중,99.0,액티브PFC,,135.0,1,2볼,54,풀모듈러,190,24핀,8+4+4핀 1개,,12.0,,16,8.0,,16,6,63,10,201902,
3RSYS FORCE 600W,40920.0,https://prod.danawa.com/info/?pcode=18698168&cate=112777,3RSYS,18698168,//img.danawa.com/prod_img/500000/168/698/img/18698168_1.jpg?shrink=330:*&_v=20230525171623,ATX 파워,600,,,,,+12V 싱글레일,90.0,,,,,,45,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,2.0,,5,4.0,,0,0,13,3,202301,
AONE STORM 750W 80PLUS BRONZE 벌크,63500.0,https://prod.danawa.com/info/?pcode=17146169&cate=112777,AONE,17146169,//img.danawa.com/prod_img/500000/169/146/img/17146169_1.jpg?shrink=330:*&_v=20221118165211,ATX 파워,750,80 PLUS 브론즈,,,,+12V 싱글레일,99.0,액티브PFC,99.0,120.0,1,FDB(유체),62,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,4.0,,6,3.0,,8,2,59,5,202205,
be quiet STRAIGHT POWER 11 850W 80PLUS PLATINUM,275760.0,https://prod.danawa.com/info/?pcode=16290845&cate=112777,be quiet,16290845,//img.danawa.com/prod_img/500000/845/290/img/16290845_1.jpg?shrink=330:*&_v=20220426154924,ATX 파워,850,80 PLUS 플레티넘,,,,+12V 다중레일,,액티브PFC,99.0,135.0,1,FDB(유체),"21, 26",풀모듈러,170,24핀(20+4),8+4+4핀 1개,,4.0,,11,4.0,,24,14,127,5,202201,
쿨러마스터 GOLD V750 V2 WHITE FULL MODULAR,157670.0,https://prod.danawa.com/info/?pcode=12235604&cate=112777,쿨러마스터,12235604,//img.danawa.com/prod_img/500000/604/235/img/12235604_1.jpg?shrink=330:*&_v=20210107140108,ATX 파워,750,80 PLUS 골드,,,,+12V 싱글레일,100.0,액티브PFC,,135.0,1,FDB(유체),62.5,풀모듈러,160,24핀,8+4+4핀 1개,,4.0,,12,4.0,,52,12,63,10,202009,
마이크로닉스 ASTRO GD 750W 80PLUS GOLD 풀모듈러 FDB,123234.0,https://prod.danawa.com/info/?pcode=10831719&cate=112777,마이크로닉스,10831719,//img.danawa.com/prod_img/500000/719/831/img/10831719_1.jpg?shrink=330:*&_v=20220119132104,ATX 파워,750,80 PLUS 골드,,,,+12V 싱글레일,100.0,액티브PFC,99.0,135.0,1,FDB(유체),62.5,풀모듈러,160,24핀(20+4),8핀(4+4) 2개,,4.0,,8,4.0,,58,14,63,7,202003,
AONE Micro 450P-KC,21500.0,https://prod.danawa.com/info/?pcode=2615457&cate=112777,AONE,2615457,//img.danawa.com/prod_img/500000/457/615/img/2615457_1.jpg?shrink=330:*&_v=20220916152744,M-ATX(SFX) 파워,200,,,,,+12V 싱글레일,,,,80.0,1,,12,케이블일체형,100,24핀(20+4),8핀(4+4) 1개,,1.0,,3,3.0,,0,0,0,1,201405,
잘만 WATTTERA 1000W 80PLUS GOLD,189000.0,https://prod.danawa.com/info/?pcode=12170843&cate=112777,잘만,12170843,//img.danawa.com/prod_img/500000/843/170/img/12170843_1.jpg?shrink=330:*&_v=20230116111747,ATX 파워,1000,80 PLUS 골드,,,,+12V 싱글레일,99.0,액티브PFC,99.0,135.0,1,2볼,83,풀모듈러,160,24핀,8핀(4+4) 2개,,6.0,,8,3.0,,58,6,63,10,202009,
be quiet STRAIGHT POWER 11 750W 80PLUS PLATINUM,226500.0,https://prod.danawa.com/info/?pcode=16290773&cate=112777,be quiet,16290773,//img.danawa.com/prod_img/500000/773/290/img/16290773_1.jpg?shrink=330:*&_v=20220426154915,ATX 파워,750,80 PLUS 플레티넘,,,,+12V 다중레일,,액티브PFC,99.0,135.0,1,FDB(유체),"20, 24",풀모듈러,160,24핀(20+4),8+4+4+4+4핀 1개,,4.0,,11,4.0,,24,14,127,5,202201,
마이크로닉스 Classic II 800W 80PLUS 230V EU,99900.0,https://prod.danawa.com/info/?pcode=8431077&cate=112777,마이크로닉스,8431077,//img.danawa.com/prod_img/500000/077/431/img/8431077_1.jpg?shrink=330:*&_v=20220118165745,ATX 파워,800,80 PLUS 스탠다드,,,,+12V 싱글레일,100.0,액티브PFC,99.0,120.0,1,LLS(Sleeve),67,케이블일체형,140,24핀(20+4),8+4+4핀 2개,,4.0,,8,4.0,,43,6,59,6,201907,
Antec HCG 850W 80PLUS GOLD 풀 모듈러,206500.0,https://prod.danawa.com/info/?pcode=6150908&cate=112777,Antec,6150908,//img.danawa.com/prod_img/500000/908/150/img/6150908_1.jpg?shrink=330:*&_v=20211216125522,ATX 파워,850,80 PLUS 골드,,,,+12V 싱글레일,99.0,,,120.0,1,FDB(유체),70,풀모듈러,140,24핀(20+4),8핀(4+4) 2개,,6.0,,10,5.0,,31,14,639,10,201805,
시소닉 PRIME TITANIUM TX-850 Full Modular,398000.0,https://prod.danawa.com/info/?pcode=9996435&cate=112777,시소닉,9996435,//img.danawa.com/prod_img/500000/435/996/img/9996435_1.jpg?shrink=330:*&_v=20210406173941,ATX 파워,850,80 PLUS 티타늄,,,0.5,+12V 싱글레일,99.0,액티브PFC,99.0,135.0,1,FDB(유체),70,풀모듈러,170,24핀,8핀(4+4) 2개,,6.0,,14,5.0,,63,6,383,12,201911,
잘만 ZM750-ARX 80PLUS PLATINUM,175970.0,https://prod.danawa.com/info/?pcode=4909686&cate=112777,잘만,4909686,//img.danawa.com/prod_img/500000/686/909/img/4909686_1.jpg?shrink=330:*&_v=20230116111857,ATX 파워,750,80 PLUS 플레티넘,,,,+12V 싱글레일,99.0,액티브PFC,,135.0,1,볼,62,풀모듈러,180,24핀(20+4),8+4+4핀 1개,,4.0,,12,6.0,,59,2,63,10,201702,
SuperFlower SF-850P14XE Legion GX PRO GOLD,138980.0,https://prod.danawa.com/info/?pcode=14724566&cate=112777,SuperFlower,14724566,//img.danawa.com/prod_img/500000/566/724/img/14724566_1.jpg?shrink=330:*&_v=20230316075453,ATX 파워,850,80 PLUS 골드,,,,,,,,,,FDB(유체),70,세미모듈러,,24핀(20+4),8핀(4+4) 2개,,4.0,,9,4.0,,16,6,639,7,202107,
GIGABYTE B700H 80PLUS BRONZE 모듈러,76790.0,https://prod.danawa.com/info/?pcode=4028929&cate=112777,GIGABYTE,4028929,//img.danawa.com/prod_img/500000/929/028/img/4028929_1.jpg?shrink=330:*&_v=20200609092208,ATX 파워,700,80 PLUS 브론즈,,,,+12V 싱글레일,,액티브PFC,,120.0,1,,54,세미모듈러,140,24핀(20+4),,,4.0,,7,3.0,,56,0,0,5,201605,
쿨러마스터 Elite V3 P700,40580.0,https://prod.danawa.com/info/?pcode=11530940&cate=112777,쿨러마스터,11530940,//img.danawa.com/prod_img/500000/940/530/img/11530940_1.jpg?shrink=330:*&_v=20210107140703,ATX 파워,600,,,,,+12V 싱글레일,92.0,액티브PFC,,120.0,1,Sleeve,46,케이블일체형,140,24핀,8+4+4핀 1개,,1.0,,3,2.0,,0,0,59,3,202006,
잘만 WATTTERA 800W 80PLUS GOLD,157070.0,https://prod.danawa.com/info/?pcode=10568100&cate=112777,잘만,10568100,//img.danawa.com/prod_img/500000/100/568/img/10568100_1.jpg?shrink=330:*&_v=20230116111740,ATX 파워,800,80 PLUS 골드,,,3.0,+12V 싱글레일,99.0,액티브PFC,99.0,135.0,1,2볼,66,풀모듈러,160,24핀,8핀(4+4) 2개,,5.0,,8,3.0,,58,6,63,10,202002,
SuperFlower SF-850F14PE LEADEX VI PRO PLATINUM (PCIE 5),218720.0,https://prod.danawa.com/info/?pcode=19227146&cate=112777,SuperFlower,19227146,//img.danawa.com/prod_img/500000/146/227/img/19227146_1.jpg?shrink=330:*&_v=20230517164545,ATX 파워,850,80 PLUS 플레티넘,,,0.5,,,액티브PFC,99.0,120.0,1,FDB(유체),,풀모듈러,150,24핀(20+4),8핀(4+4) 2개,1.0,6.0,,9,4.0,,51,14,639,10,202303,
ASUS ROG STRIX 650G 80PLUS GOLD,107000.0,https://prod.danawa.com/info/?pcode=9816708&cate=112777,ASUS,9816708,//img.danawa.com/prod_img/500000/708/816/img/9816708_1.jpg?shrink=330:*&_v=20210415132537,ATX 파워,650,80 PLUS 골드,,,,+12V 싱글레일,,,,135.0,1,,62,풀모듈러,150,24핀,8핀(4+4) 2개,,4.0,,8,3.0,,19,0,61,10,201911,
마이크로닉스 Performance II HV 850W 80PLUS Bronze FDB,142296.0,https://prod.danawa.com/info/?pcode=10054539&cate=112777,마이크로닉스,10054539,//img.danawa.com/prod_img/500000/539/054/img/10054539_1.jpg?shrink=330:*&_v=20220119131500,ATX 파워,850,80 PLUS 브론즈,,,,+12V 싱글레일,99.0,액티브PFC,99.0,135.0,1,FDB(유체),70.5,세미모듈러,160,24핀(20+4),8+4+4핀 1개,,6.0,,10,5.0,,58,6,63,6,201912,
SuperFlower SF-850F14HT LEADEX TITANIUM,384260.0,https://prod.danawa.com/info/?pcode=9343278&cate=112777,SuperFlower,9343278,//img.danawa.com/prod_img/500000/278/343/img/9343278_1.jpg?shrink=330:*&_v=20230102082657,ATX 파워,850,80 PLUS 티타늄,,,1.0,+12V 싱글레일,100.0,액티브PFC,,140.0,1,FDB(유체),70.8,풀모듈러,180,24핀(20+4),8핀(4+4) 2개,1.0,4.0,2.0,10,4.0,,23,14,63,10,201908,
마이크로닉스 Performance II PV 700W 80PLUS Bronze FDB,116253.0,https://prod.danawa.com/info/?pcode=10557909&cate=112777,마이크로닉스,10557909,//img.danawa.com/prod_img/500000/909/557/img/10557909_1.jpg?shrink=330:*&_v=20230523082825,ATX 파워,700,80 PLUS 브론즈,,,0.5,+12V 싱글레일,100.0,액티브PFC,99.0,120.0,1,FDB(유체),58.4,케이블일체형,140,24핀(20+4),8+4+4핀 1개,,4.0,,6,4.0,,58,2,63,6,202002,
be quiet DARK POWER PRO 12 1500W 80PLUS TITANIUM,699450.0,https://prod.danawa.com/info/?pcode=16265594&cate=112777,be quiet,16265594,//img.danawa.com/prod_img/500000/594/265/img/16265594_1.jpg?shrink=330:*&_v=20220126163402,ATX 파워,1500,80 PLUS 티타늄,TITANIUM,A-,,+12V 싱글/다중,,액티브PFC,99.0,135.0,1,FDB(유체),125,풀모듈러,200,24핀(20+4),8+4+4핀 1개,,10.0,,16,8.0,,24,14,127,10,202201,
큐닉스그룹 큐닉스 RS-600WF,31490.0,https://prod.danawa.com/info/?pcode=12266639&cate=112777,큐닉스그룹,12266639,//img.danawa.com/prod_img/500000/639/266/img/12266639_1.jpg?shrink=330:*&_v=20201007144009,ATX 파워,600,,,,,+12V 싱글레일,,액티브PFC,,120.0,1,FHB(Hypro),42,케이블일체형,140,24핀(20+4),,,2.0,,4,3.0,,40,0,0,2,202009,
마이크로닉스 COOLMAX FOCUS 500W 80Plus 230V EU,43260.0,https://prod.danawa.com/info/?pcode=4712037&cate=112777,마이크로닉스,4712037,//img.danawa.com/prod_img/500000/037/712/img/4712037_1.jpg?shrink=330:*&_v=20220119125545,ATX 파워,500,80 PLUS 스탠다드,,,,+12V 다중레일,86.0,액티브PFC,,120.0,1,,"22, 22",케이블일체형,,24핀(20+4),8핀(4+4) 1개,,2.0,,4,3.0,,8,2,43,5,201611,
ASUS PRIME 750W Gold 대원씨티에스,,https://prod.danawa.com/info/?pcode=27662210&cate=112777,ASUS,27662210,//img.danawa.com/prod_img/500000/210/662/img/27662210_1.jpg?shrink=330:*&_v=20230818150557,ATX 파워,750,80 PLUS 골드,,,,+12V 싱글레일,,,,135.0,1,2볼,62,풀모듈러,150,24핀,8핀(4+4) 2개,1.0,3.0,,5,3.0,,16,0,63,8,202308,
COX SECURE SC-600N,42000.0,https://prod.danawa.com/info/?pcode=17499473&cate=112777,COX,17499473,//img.danawa.com/prod_img/500000/473/499/img/17499473_1.jpg?shrink=330:*&_v=20220720142145,ATX 파워,600,,,,,+12V 싱글레일,90.0,액티브PFC,99.0,120.0,1,,41.1,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,2.0,,4,3.0,,10,2,46,3,202207,
잘만 GigaMax 550W 80PLUS Bronze 230V EU,56000.0,https://prod.danawa.com/info/?pcode=9910503&cate=112777,잘만,9910503,//img.danawa.com/prod_img/500000/503/910/img/9910503_1.jpg?shrink=330:*&_v=20210107165429,ATX 파워,550,80 PLUS 브론즈,,,,+12V 싱글레일,99.0,액티브PFC,99.0,120.0,1,FDB(유체),45,케이블일체형,140,24핀,8핀(4+4) 1개,,2.0,,5,3.0,,40,6,63,7,201911,
앱코 SUITMASTER ULTIMATE 1200W 80PLUS PLATINUM,269000.0,https://prod.danawa.com/info/?pcode=7932829&cate=112777,앱코,7932829,//img.danawa.com/prod_img/500000/829/932/img/7932829_1.jpg?shrink=330:*&_v=20210113173157,ATX 파워,1200,80 PLUS 플레티넘,,,,+12V 싱글레일,100.0,액티브PFC,99.0,135.0,1,FDB(유체),100,풀모듈러,,24핀(20+4),8핀(4+4) 2개,,7.0,,9,9.0,,24,14,47,,201905,
