name,price,link,company,product_seq,image,cpu_socket,chipset,form_factor,memory_type,memory_number,memory_capacity,xmp,expo,sata3_number,m2_number,m2_interface,m2_formfactor,pcie_version,vga_connection,wireless_lan,wired_lan_speed,phase,graphic_output,back_panel,io_header,feature,reg_date,bookmark
GIGABYTE A520M K 피씨디렉트,,https://prod.danawa.com/info/?pcode=18863900&cate=112751,GIGABYTE,18863900,//img.danawa.com/prod_img/500000/900/863/img/18863900_1.jpg?shrink=330:*&_v=20230130081003,AMD(소켓AM4),AMD A520,M-ATX (23.3x19.8cm),DDR4,2,64,1.0,,4,1,7,8,4,PCIe3.0 x16,0,10.0,,2,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,8240,320,202212,
GIGABYTE Z690 AORUS XTREME 제이씨현,2500000,https://prod.danawa.com/info/?pcode=15602549&cate=112751,GIGABYTE,15602549,//img.danawa.com/prod_img/500000/549/602/img/15602549_1.jpg?shrink=330:*&_v=20220428171403,인텔(소켓1700),인텔 Z690,E-ATX (30.5x28.5cm),DDR5,4,128,2.0,,4,4,15,44,30,PCIe5.0 x16,3,100.0,23.0,7,USB 3.1 / 썬더볼트4 / RJ-45 / S/PDIF / 오디오잭,3184,88,202111,
ASUS TUF Gaming B560M-E 인텍앤컴퍼니,200000,https://prod.danawa.com/info/?pcode=14493074&cate=112751,ASUS,14493074,//img.danawa.com/prod_img/500000/074/493/img/14493074_1.jpg?shrink=330:*&_v=20211014155146,인텔(소켓1200),인텔 B560,M-ATX (24.4x23.4cm),DDR4,4,128,1.0,,6,2,15,14,12,PCIe4.0 x16,0,25.0,,6,USB 3.1 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,3120,72,202106,
ASRock B450M PRO4-F 에즈윈,193400,https://prod.danawa.com/info/?pcode=9636948&cate=112751,ASRock,9636948,//img.danawa.com/prod_img/500000/948/636/img/9636948_1.jpg?shrink=330:*&_v=20230905101348,AMD(소켓AM4),AMD B450,M-ATX (24.4x24cm),DDR4,4,64,,,4,2,7,15,6,PCIe3.0 x16,0,10.0,9.0,26,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,0,320,201910,
ASUS Tinker board R2.0,133890,https://prod.danawa.com/info/?pcode=16095512&cate=112751,ASUS,16095512,//img.danawa.com/prod_img/500000/512/095/img/16095512_1.jpg?shrink=330:*&_v=20220322135628,,,8.5x5.6cm,LPDDR3,,2,,,,,0,0,0,,2,10.0,,2,USB 2.0,0,0,202201,
ASUS H310M-IM-A STCOM,188530,https://prod.danawa.com/info/?pcode=15521669&cate=112751,ASUS,15521669,//img.danawa.com/prod_img/500000/669/521/img/15521669_1.jpg?shrink=330:*&_v=20220419150242,인텔(소켓1151v2),인텔 H310,M-ATX (24.4x19.3cm),DDR4,2,32,,,4,1,5,12,3,,0,10.0,,24,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2 / 시리얼포트,8240,64,202110,
ASRock X570 Phantom Gaming 4 디앤디컴,436010,https://prod.danawa.com/info/?pcode=8508369&cate=112751,ASRock,8508369,//img.danawa.com/prod_img/500000/369/508/img/8508369_1.jpg?shrink=330:*&_v=20230905095334,AMD(소켓AM4),AMD X570,ATX (30.5x22.9cm),DDR4,4,128,,,8,2,7,47,10,PCIe4.0 x16,4,10.0,10.0,6,USB 3.1 / USB 3.0 / RJ-45 / 오디오잭 / PS/2,11314,320,201907,
MSI MPG X570 게이밍 엣지 WiFi,1099900,https://prod.danawa.com/info/?pcode=8520741&cate=112751,MSI,8520741,//img.danawa.com/prod_img/500000/741/520/img/8520741_1.jpg?shrink=330:*&_v=20230829110259,AMD(소켓AM4),AMD X570,ATX (30.5x24.3cm),DDR4,4,128,,,6,2,7,46,10,PCIe4.0 x16,7,10.0,11.0,2,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭 / PS/2,11312,88,201907,
GIGABYTE B550 VISION D 피씨디렉트,525900,https://prod.danawa.com/info/?pcode=11920246&cate=112751,GIGABYTE,11920246,//img.danawa.com/prod_img/500000/246/920/img/11920246_1.jpg?shrink=330:*&_v=20230829111700,AMD(소켓AM4),AMD B550,ATX (30.5x24.4cm),DDR4,4,128,1.0,,4,2,7,46,12,PCIe4.0 x16,3,10.0,14.0,6,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭 / PS/2,11312,72,202007,
BIOSTAR A520MH 이엠텍,,https://prod.danawa.com/info/?pcode=12074945&cate=112751,BIOSTAR,12074945,//img.danawa.com/prod_img/500000/945/074/img/12074945_1.jpg?shrink=330:*&_v=20220429175600,AMD(소켓AM4),AMD A520,M-ATX (24.4x20.8cm),DDR4,2,64,,,4,1,7,14,6,PCIe3.0 x16,0,10.0,7.0,18,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,8240,64,202008,
ASUS ROG MAXIMUS XI HERO STCOM,880200,https://prod.danawa.com/info/?pcode=6511874&cate=112751,ASUS ROG,6511874,//img.danawa.com/prod_img/500000/874/511/img/6511874_1.jpg?shrink=330:*&_v=20230905104254,인텔(소켓1151v2),인텔 Z390,ATX (30.5x24.4cm),DDR4,4,64,1.0,,6,2,5,46,4,PCIe3.0 x16,0,10.0,,6,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭 / PS/2,0,88,201810,
ASUS TUF Gaming B660M-PLUS D4 코잇,241800,https://prod.danawa.com/info/?pcode=16100000&cate=112751,ASUS,16100000,//img.danawa.com/prod_img/500000/000/100/img/16100000_1.jpg?shrink=330:*&_v=20230814083556,인텔(소켓1700),인텔 B660,M-ATX (24.4x24.4cm),DDR4,4,128,1.0,,4,2,14,14,30,PCIe5.0 x16,0,25.0,11.0,6,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,3377,90,202201,
MSI MPG Z490 게이밍 엣지 WiFi (해외구매),254010,https://prod.danawa.com/info/?pcode=12952262&cate=112751,MSI,12952262,//img.danawa.com/prod_img/500000/262/952/img/12952262_1.jpg?shrink=330:*&_v=20201221101200,인텔(소켓1200),인텔 Z490,ATX (30.5x24.4cm),DDR4,4,128,1.0,,6,2,7,46,6,PCIe3.0 x16,3,25.0,14.0,6,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭 / PS/2,0,88,202012,
ASRock Z390 Phantom Gaming X 에즈윈,976920,https://prod.danawa.com/info/?pcode=8682218&cate=112751,ASRock,8682218,//img.danawa.com/prod_img/500000/218/682/img/8682218_1.jpg?shrink=330:*&_v=20230905102753,인텔(소켓1151v2),인텔 Z390,ATX (30.5x24.4cm),DDR4,4,128,1.0,,6,3 + 1,7,47,4,PCIe3.0 x16,7,10.0,14.0,6,USB 3.1 / USB 3.0 / RJ-45 / S/PDIF / 오디오잭 / PS/2,0,88,201907,
ASRock H610M-HDV/M.2 D4 디앤디컴,119000,https://prod.danawa.com/info/?pcode=16109294&cate=112751,ASRock,16109294,//img.danawa.com/prod_img/500000/294/109/img/16109294_1.jpg?shrink=330:*&_v=20220117171750,인텔(소켓1700),인텔 H610,M-ATX (24.4x20.1cm),DDR4,2,64,1.0,,4,1,7,12,14,PCIe4.0 x16,0,10.0,6.0,22,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,8240,192,202201,
GIGABYTE B660M DS3H D4 제이씨현,500000,https://prod.danawa.com/info/?pcode=16102010&cate=112751,GIGABYTE,16102010,//img.danawa.com/prod_img/500000/010/102/img/16102010_1.jpg?shrink=330:*&_v=20220426135019,인텔(소켓1700),인텔 B660,M-ATX (24.4x24.4cm),DDR4,4,128,1.0,,4,2,14,12,14,PCIe4.0 x16,0,25.0,9.0,22,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,11312,72,202201,
ASUS ROG STRIX Z690-E GAMING WIFI 코잇,742880,https://prod.danawa.com/info/?pcode=15609011&cate=112751,ASUS,15609011,//img.danawa.com/prod_img/500000/011/609/img/15609011_1.jpg?shrink=330:*&_v=20211125162715,인텔(소켓1700),인텔 Z690,ATX (30.5x24.4cm),DDR5,4,128,1.0,,6,5,31,46,30,PCIe5.0 x16,3,25.0,,6,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,11377,88,202111,
ASUS ROG STRIX B460-I GAMING STCOM,355700,https://prod.danawa.com/info/?pcode=11370333&cate=112751,ASUS,11370333,//img.danawa.com/prod_img/500000/333/370/img/11370333_1.jpg?shrink=330:*&_v=20230905103830,인텔(소켓1200),인텔 B460,M-iTX (17.0x17.0cm),DDR4,2,64,1.0,,4,2,7,14,4,PCIe3.0 x16,1,10.0,,6,USB 3.2 / USB 3.0 / USB 2.0 / RJ-45 / 오디오잭,0,88,202005,
ASUS PRIME H310M-A R2.0 STCOM,,https://prod.danawa.com/info/?pcode=6346757&cate=112751,ASUS PRIME,6346757,//img.danawa.com/prod_img/500000/757/346/img/6346757_1.jpg?shrink=330:*&_v=20230905104609,인텔(소켓1151v2),인텔 H310,M-ATX (22.6x18.5cm),DDR4,2,32,1.0,,4,1,5,14,2,,0,10.0,4.0,26,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,0,64,201807,
ASRock H670 PG Riptide D4 에즈윈,261920,https://prod.danawa.com/info/?pcode=16248347&cate=112751,ASRock,16248347,//img.danawa.com/prod_img/500000/347/248/img/16248347_1.jpg?shrink=330:*&_v=20220531102640,인텔(소켓1700),인텔 H670,ATX (30.5x24.4cm),DDR4,4,128,1.0,,4,3,15,46,30,PCIe5.0 x16,4,10.0,9.0,6,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,11377,74,202201,
ASRock H610M-HVS D4 에즈윈 (벌크),101000,https://prod.danawa.com/info/?pcode=16625258&cate=112751,ASRock,16625258,//img.danawa.com/prod_img/500000/258/625/img/16625258_1.jpg?shrink=330:*&_v=20220318130802,인텔(소켓1700),인텔 H610,M-ATX (19.7x18.8cm),DDR4,2,64,1.0,,4,,0,0,14,PCIe4.0 x16,0,10.0,5.0,18,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,8240,64,202203,
ASUS PRIME Z690-P WIFI D4 코잇,3000000,https://prod.danawa.com/info/?pcode=15609182&cate=112751,ASUS,15609182,//img.danawa.com/prod_img/500000/182/609/img/15609182_1.jpg?shrink=330:*&_v=20211104220001,인텔(소켓1700),인텔 Z690,ATX (30.5x23.4cm),DDR4,4,128,1.0,,4,3,15,46,30,PCIe5.0 x16,3,25.0,15.0,6,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭 / PS/2,11569,74,202111,
GIGABYTE A520M AORUS ELITE 제이씨현,250000,https://prod.danawa.com/info/?pcode=12076919&cate=112751,GIGABYTE,12076919,//img.danawa.com/prod_img/500000/919/076/img/12076919_1.jpg?shrink=330:*&_v=20210929142548,AMD(소켓AM4),AMD A520,M-ATX (24.4x24.4cm),DDR4,4,128,1.0,,4,1,7,14,4,PCIe3.0 x16,0,10.0,8.0,10,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,11312,80,202008,
ASRock A320M-DVS R4.0 디앤디컴 (벌크),116720,https://prod.danawa.com/info/?pcode=7449106&cate=112751,ASRock,7449106,//img.danawa.com/prod_img/500000/106/449/img/7449106_1.jpg?shrink=330:*&_v=20230905095122,AMD(소켓AM4),AMD A320,M-ATX (23.0x20.1cm),DDR4,2,32,,,4,,0,0,4,PCIe3.0 x16,0,10.0,6.0,24,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,0,64,201903,
ASUS TUF Gaming Z690-PLUS WIFI 인텍앤컴퍼니,,https://prod.danawa.com/info/?pcode=16425494&cate=112751,ASUS,16425494,//img.danawa.com/prod_img/500000/494/425/img/16425494_1.jpg?shrink=330:*&_v=20220217153027,인텔(소켓1700),인텔 Z690,ATX (30.5x24.4cm),DDR5,4,128,1.0,,4,4,15,46,30,PCIe5.0 x16,3,25.0,15.0,6,USB 3.2 / USB 3.1 / USB 3.0 / RJ-45 / S/PDIF / 오디오잭,3249,90,202202,
ASUS PRIME H670-PLUS D4 인텍앤컴퍼니,439990,https://prod.danawa.com/info/?pcode=16085180&cate=112751,ASUS,16085180,//img.danawa.com/prod_img/500000/180/085/img/16085180_1.jpg?shrink=330:*&_v=20220221102108,인텔(소켓1700),인텔 H670,ATX (30.5x24.4cm),DDR4,4,128,1.0,,4,3,15,46,14,PCIe4.0 x16,4,25.0,8.0,6,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / 오디오잭,11313,72,202201,
GIGABYTE Z690 GAMING X D4 피씨디렉트,496080,https://prod.danawa.com/info/?pcode=15605645&cate=112751,GIGABYTE,15605645,//img.danawa.com/prod_img/500000/645/605/img/15605645_1.jpg?shrink=330:*&_v=20220516132459,인텔(소켓1700),인텔 Z690,ATX (30.5x24.4cm),DDR4,4,128,1.0,,6,4,15,44,30,PCIe5.0 x16,0,25.0,19.0,6,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,3248,26,202111,
GIGABYTE X570 AORUS PRO WiFi 피씨디렉트,857000,https://prod.danawa.com/info/?pcode=9421983&cate=112751,GIGABYTE,9421983,//img.danawa.com/prod_img/500000/983/421/img/9421983_1.jpg?shrink=330:*&_v=20230829103752,AMD(소켓AM4),AMD X570,ATX (30.5x24.4cm),DDR4,4,128,1.0,,6,2,7,46,14,PCIe4.0 x16,3,10.0,14.0,2,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,11440,88,201909,
ASRock Z690M-ITX/ax D4 디앤디컴,752000,https://prod.danawa.com/info/?pcode=15883439&cate=112751,ASRock,15883439,//img.danawa.com/prod_img/500000/439/883/img/15883439_1.jpg?shrink=330:*&_v=20211210093233,인텔(소켓1700),인텔 Z690,M-iTX (17.0x17.0cm),DDR4,2,64,1.0,,4,2,15,8,30,PCIe5.0 x16,3,25.0,8.0,6,USB 3.2 / USB 3.1 / USB 2.0 / RJ-45 / 오디오잭,3120,66,202112,
ASRock H570M PRO4 에즈윈,195670,https://prod.danawa.com/info/?pcode=13670681&cate=112751,ASRock,13670681,//img.danawa.com/prod_img/500000/681/670/img/13670681_1.jpg?shrink=330:*&_v=20210826173252,인텔(소켓1200),인텔 H570,M-ATX (24.4x24.4cm),DDR4,4,128,1.0,,4,2,15,8,12,PCIe4.0 x16,4,10.0,8.0,6,USB 3.1 / USB 3.0 / RJ-45 / 오디오잭,11569,72,202103,
ASRock Z590 EXTREME 디앤디컴,,https://prod.danawa.com/info/?pcode=13562528&cate=112751,ASRock,13562528,//img.danawa.com/prod_img/500000/528/562/img/13562528_1.jpg?shrink=330:*&_v=20230905095609,인텔(소켓1200),인텔 Z590,ATX (30.5x24.4cm),DDR4,4,128,1.0,,6,3,15,44,12,PCIe4.0 x16,0,25.0,14.0,6,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭 / PS/2,11377,88,202103,
GIGABYTE H610M S2H D4 듀러블에디션 피씨디렉트,122000,https://prod.danawa.com/info/?pcode=16103333&cate=112751,GIGABYTE,16103333,//img.danawa.com/prod_img/500000/333/103/img/16103333_1.jpg?shrink=330:*&_v=20220511130418,인텔(소켓1700),인텔 H610,M-ATX (23.0x21.5cm),DDR4,2,64,1.0,,4,1,6,12,14,PCIe4.0 x16,0,10.0,8.0,30,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,9264,64,202201,
ASUS PRIME X670-P-CSM 대원씨티에스,,https://prod.danawa.com/info/?pcode=27665717&cate=112751,ASUS,27665717,//img.danawa.com/prod_img/500000/717/665/img/27665717_1.jpg?shrink=330:*&_v=20230818170807,AMD(소켓AM5),AMD X670,ATX (30.5x24.4cm),DDR5,4,128,,1.0,6,3,26,46,12,PCIe4.0 x16,4,25.0,14.0,6,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2 / BIOS 플래시백,11572,75,202308,
GIGABYTE B660M AORUS PRO D4 제이씨현,329000,https://prod.danawa.com/info/?pcode=16101656&cate=112751,GIGABYTE,16101656,//img.danawa.com/prod_img/500000/656/101/img/16101656_1.jpg?shrink=330:*&_v=20220105145706,인텔(소켓1700),인텔 B660,M-ATX (24.4x24.4cm),DDR4,4,128,1.0,,4,2,14,44,14,PCIe4.0 x16,0,25.0,14.0,6,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,11440,90,202201,
ASUS TUF Gaming B460M-PLUS STCOM,195200,https://prod.danawa.com/info/?pcode=11370792&cate=112751,ASUS,11370792,//img.danawa.com/prod_img/500000/792/370/img/11370792_1.jpg?shrink=330:*&_v=20210819135933,인텔(소켓1200),인텔 B460,M-ATX (24.4x24.4cm),DDR4,4,128,1.0,,6,2,7,46,6,PCIe3.0 x16,0,10.0,,14,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,0,88,202005,
ASUS ROG MAXIMUS XII FORMULA STCOM,748490,https://prod.danawa.com/info/?pcode=11210139&cate=112751,ASUS,11210139,//img.danawa.com/prod_img/500000/139/210/img/11210139_1.jpg?shrink=330:*&_v=20200513102058,인텔(소켓1200),인텔 Z490,ATX (30.5x24.4cm),DDR4,4,128,1.0,,6,3,5,46,6,PCIe3.0 x16,3,100.0,16.0,0,USB 3.1 / USB 3.0 / RJ-45 / S/PDIF / 오디오잭 / PS/2,3072,88,202004,
ASUS PRIME H610M-E D4 인텍앤컴퍼니,125000,https://prod.danawa.com/info/?pcode=16084790&cate=112751,ASUS,16084790,//img.danawa.com/prod_img/500000/790/084/img/16084790_1.jpg?shrink=330:*&_v=20220223092204,인텔(소켓1700),인텔 H610,M-ATX (24.4x21.1cm),DDR4,2,64,1.0,,4,2,6,14,14,PCIe4.0 x16,0,10.0,,22,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,9264,64,202201,
ASUS PRIME B450M-A/CSM STCOM,199000,https://prod.danawa.com/info/?pcode=8941832&cate=112751,ASUS PRIME,8941832,//img.danawa.com/prod_img/500000/832/941/img/8941832_1.jpg?shrink=330:*&_v=20230905111712,AMD(소켓AM4),AMD B450,M-ATX (24.4x24cm),DDR4,4,64,,,4,1,7,46,4,PCIe3.0 x16,0,10.0,,26,USB 3.1 / USB 3.0 / RJ-45 / 오디오잭 / PS/2,0,64,201906,
BIOSTAR B660MX-E PRO D4 이엠텍,,https://prod.danawa.com/info/?pcode=17025563&cate=112751,BIOSTAR,17025563,//img.danawa.com/prod_img/500000/563/025/img/17025563_1.jpg?shrink=330:*&_v=20220511143638,인텔(소켓1700),인텔 B660,M-ATX (24.4x24.4cm),DDR4,4,128,1.0,,4,2,15,14,12,PCIe4.0 x16,4,10.0,10.0,26,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,11312,64,202205,
ASUS ROG STRIX Z690-G GAMING WIFI 인텍앤컴퍼니,1271000,https://prod.danawa.com/info/?pcode=15638999&cate=112751,ASUS,15638999,//img.danawa.com/prod_img/500000/999/638/img/15638999_1.jpg?shrink=330:*&_v=20211223104749,인텔(소켓1700),인텔 Z690,M-ATX (24.4x24.4cm),DDR5,4,128,1.0,,6,3,15,14,30,PCIe5.0 x16,3,25.0,15.0,6,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,11377,90,202111,
ASUS ROG MAXIMUS XI FORMULA STCOM,1165760,https://prod.danawa.com/info/?pcode=6511865&cate=112751,ASUS ROG,6511865,//img.danawa.com/prod_img/500000/865/511/img/6511865_1.jpg?shrink=330:*&_v=20230829110151,인텔(소켓1151v2),인텔 Z390,ATX (30.5x24.4cm),DDR4,4,64,1.0,,6,2,5,46,4,PCIe3.0 x16,1,10.0,,2,USB 3.1 / USB 3.0 / RJ-45 / S/PDIF / 오디오잭,0,24,201810,
GIGABYTE B660M AORUS PRO AX D4 피씨디렉트,381910,https://prod.danawa.com/info/?pcode=16103342&cate=112751,GIGABYTE,16103342,//img.danawa.com/prod_img/500000/342/103/img/16103342_1.jpg?shrink=330:*&_v=20220106135941,인텔(소켓1700),인텔 B660,M-ATX (24.4x24.4cm),DDR4,4,128,1.0,,4,2,14,44,14,PCIe4.0 x16,3,25.0,14.0,6,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,11440,90,202201,
ASUS TUF Gaming B660-PLUS WIFI D4 인텍앤컴퍼니,270360,https://prod.danawa.com/info/?pcode=16103324&cate=112751,ASUS,16103324,//img.danawa.com/prod_img/500000/324/103/img/16103324_1.jpg?shrink=330:*&_v=20220126134258,인텔(소켓1700),인텔 B660,ATX (30.5x24.4cm),DDR4,4,128,1.0,,4,3,14,46,30,PCIe5.0 x16,3,25.0,11.0,6,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,3249,90,202201,
MSI MEG Z490 에이스,394890,https://prod.danawa.com/info/?pcode=11223567&cate=112751,MSI,11223567,//img.danawa.com/prod_img/500000/567/223/img/11223567_1.jpg?shrink=330:*&_v=20200729084602,인텔(소켓1200),인텔 Z490,ATX (30.5x24.4cm),DDR4,4,128,1.0,,6,3,7,46,6,PCIe3.0 x16,3,25.0,17.0,0,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭 / PS/2,0,88,202005,
ASRock X570M PRO4 에즈윈,509670,https://prod.danawa.com/info/?pcode=8507937&cate=112751,ASRock,8507937,//img.danawa.com/prod_img/500000/937/507/img/8507937_1.jpg?shrink=330:*&_v=20230905101754,AMD(소켓AM4),AMD X570,M-ATX (24.4x24.4cm),DDR4,4,128,,,8,2,7,15,10,PCIe4.0 x16,4,10.0,10.0,6,USB 3.1 / USB 3.0 / RJ-45 / 오디오잭 / PS/2,11314,328,201907,
ASUS H110M-K STCOM (벌크),156790,https://prod.danawa.com/info/?pcode=4829871&cate=112751,ASUS,4829871,//img.danawa.com/prod_img/500000/871/829/img/4829871_1.jpg?shrink=330:*&_v=20230905103601,인텔(소켓1151),인텔 H110,Micro-ATX (22.6 x 18.3cm),DDR4,2,32,,,4,,0,0,2,,0,10.0,5.0,24,USB 3.0 / USB 2.0 / 오디오잭 / PS/2,0,64,201701,
ASRock H610M-HDV/M.2 D4 에즈윈,,https://prod.danawa.com/info/?pcode=16134524&cate=112751,ASRock,16134524,//img.danawa.com/prod_img/500000/524/134/img/16134524_1.jpg?shrink=330:*&_v=20220512122718,인텔(소켓1700),인텔 H610,M-ATX (24.4x20.1cm),DDR4,2,64,1.0,,4,1,7,12,14,PCIe4.0 x16,4,10.0,6.0,22,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,8240,192,202201,
GIGABYTE X570 AORUS ULTRA 피씨디렉트,,https://prod.danawa.com/info/?pcode=8501835&cate=112751,GIGABYTE,8501835,//img.danawa.com/prod_img/500000/835/501/img/8501835_1.jpg?shrink=330:*&_v=20230829111224,AMD(소켓AM4),AMD X570,ATX (30.5x24.4cm),DDR4,4,128,1.0,,6,3,5,46,10,PCIe4.0 x16,3,10.0,14.0,2,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,11440,344,201907,
MSI PRO B660M-A WIFI DDR4,251940,https://prod.danawa.com/info/?pcode=16357988&cate=112751,MSI,16357988,//img.danawa.com/prod_img/500000/988/357/img/16357988_1.jpg?shrink=330:*&_v=20220615170849,인텔(소켓1700),인텔 B660,M-ATX (24.4x24.4cm),DDR4,4,128,2.0,,4,2,15,14,14,PCIe4.0 x16,3,25.0,14.0,6,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,11568,72,202202,
ASRock H470 스틸레전드 디앤디컴,190800,https://prod.danawa.com/info/?pcode=11399340&cate=112751,ASRock,11399340,//img.danawa.com/prod_img/500000/340/399/img/11399340_1.jpg?shrink=330:*&_v=20200529132510,인텔(소켓1200),인텔 H470,ATX (30.5x24.4cm),DDR4,4,128,1.0,,6,2,7,45,6,PCIe3.0 x16,4,25.0,11.0,6,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭 / PS/2,0,88,202005,
ASRock Z690 Taichi D5 디앤디컴,902000,https://prod.danawa.com/info/?pcode=16000253&cate=112751,ASRock,16000253,//img.danawa.com/prod_img/500000/253/000/img/16000253_1.jpg?shrink=330:*&_v=20211222112616,인텔(소켓1700),인텔 Z690,ATX (30.5x24.4cm),DDR5,4,128,2.0,,7,3,15,15,30,PCIe5.0 x16,7,25.0,20.0,2,USB 3.1 / USB 3.0 / 썬더볼트4 / RJ-45 / S/PDIF / 오디오잭,11376,90,202112,
ASUS PRIME Z690-P 코잇,450000,https://prod.danawa.com/info/?pcode=15867830&cate=112751,ASUS,15867830,//img.danawa.com/prod_img/500000/830/867/img/15867830_1.jpg?shrink=330:*&_v=20211207102800,인텔(소켓1700),인텔 Z690,ATX (30.5x23.4cm),DDR5,4,128,2.0,,4,3,15,46,30,PCIe5.0 x16,4,25.0,15.0,6,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭 / PS/2,11569,74,202111,
ASUS WS X299 SAGE/10G STCOM,1220000,https://prod.danawa.com/info/?pcode=8345859&cate=112751,ASUS,8345859,//img.danawa.com/prod_img/500000/859/345/img/8345859_1.jpg?shrink=330:*&_v=20230418165005,인텔(소켓2066),인텔 X299,CEB (30.5x26.7cm),DDR4,8,256,1.0,,8,2,5,46,4,PCIe3.0 x16,0,100.0,,0,USB 3.1 / USB 3.0 / RJ-45 / S/PDIF / 오디오잭,3072,0,201907,
ASRock H370 PRO4 에즈윈,,https://prod.danawa.com/info/?pcode=6053634&cate=112751,ASRock,6053634,//img.danawa.com/prod_img/500000/634/053/img/6053634_1.jpg?shrink=330:*&_v=20230905102932,인텔(소켓1151v2),인텔 H370,ATX (30.5x22.4cm),DDR4,4,64,1.0,,6,3,7,47,4,PCIe3.0 x16,4,10.0,10.0,26,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,0,64,201804,
ASUS PRIME X399-A STCOM,613460,https://prod.danawa.com/info/?pcode=5456968&cate=112751,ASUS PRIME,5456968,//img.danawa.com/prod_img/500000/968/456/img/5456968_1.jpg?shrink=330:*&_v=20230829111910,AMD(소켓TR4),AMD X399,E-ATX (30.5x26.9cm),DDR4,8,128,,,6,2,5,46,4,PCIe3.0 x16,0,10.0,8.0,0,USB 3.1 / USB 3.0 / S/PDIF,0,88,201709,
ASUS ROG STRIX Z790-F GAMING WIFI 인텍앤컴퍼니,719800,https://prod.danawa.com/info/?pcode=18169658&cate=112751,ASUS,18169658,//img.danawa.com/prod_img/500000/658/169/img/18169658_1.jpg?shrink=330:*&_v=20221102145745,인텔(소켓1700),인텔 Z790,ATX (30.5x24.4cm),DDR5,4,128,1.0,,4,4,11,46,28,PCIe5.0 x16,3,25.0,17.0,6,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,3188,89,202210,
