seq
14110475
17221538
17658305
17393768
19690001
17057594
17450348
20360642
17397248
18881600
16525058
20037764
19282190
18714860
19869107
20471123
15794822
27915404
21551720
22017014
21437228
19622351
21446975
17002862
19863779
18347648
27808964
20827883
19864532
17740145
20565869
14076317
21772859
19280948
18371288
19134395
16766648
17143517
15359927
14729615
13102370
20470844
20765660
15674600
15455075
16144562
16209023
9723438
18076145
27685838
19870574
18748277
18294509
17139950
18371234
15279728
17640323
18236969
19868678
22041824
19130672
18715571
18788129
2996635
19306217
19864265
18347999
15015296
15294875
18633506
17984129
17739581
20541464
21440072
11015937
14705225
5592415
19868501
20512169
12447437
18788165
15674933
14422412
20747891
18348185
18294437
15345281
18348842
17438276
18828074
9642285
19281524
7639102
16048124
18978338
6210389
15560318
20704223
16852175
16938308
12627014
10270584
15688376
6523164
20072192
17808380
21507278
11738138
16319306
18955331
7798183
11554313
17143142
18403532
17393612
20765579
8180158
6008816
21551357
13509155
19306148
13279298
16946537
19525793
27808526
27695159
14978450
19240523
20479496
15607517
18793703
19355732
19240982
16143377
6375041
27685958
14542568
10438206
21646643
28025141
9547635
18748214
20747909
18978389
27694469
18424955
19866056
9603840
13359080
10118379
20319593
19626953
19306913
18732881
18348323
17102456
12808946
18348536
17831144
19240877
20062160
19886873
18236978
18424784
15700661
16270835
17261066
18403475
16297286
5619257
15937751
18403550
15937445
12398060
17863445
18931727
19886603
21233819
17005448
16525448
28051931
16766693
15843209
19280735
19280909
19885988
20379893
15666521
20071418
5647865
20361143
28051874
20502161
20379830
20732054
28051754
20644199
18366731
27696899
19569464
13536293
12530012
7374592
18633329
15565829
12885599
15675611
7161883
19622627
6445771
15299834
16841516
15861263
17047709
18532028
16426370
17016092
13359128
15604913
20051603
19763114
20747918
4954114
15747380
18715391
14943689
19080191
28065269
18374177
12681347
18348575
15747116
16181519
21455318
21551150
13067480
20644979
15674972
18715229
14942309
19240931
16853231
17740010
11823145
15315371
16046939
21638450
10029720
27499091
12308393
19919729
20334968
15670628
28024406
20363180
15843002
20765465
15786335
16426472
14588144
20765558
6996823
21550985
17697188
16291937
19080290
18975077
18061535
18199910
20540324
19752542
13018505
18977966
19674035
21551483
14675192
9647196
18366860
16181579
2014770
19870271
17420288
18864734
27686615
5406128
2405745
9637392
28123328
16154357
17549846
19241189
13502048
15674840
20379851
15192605
17182961
20361500
11878687
27696548
19885463
17210390
15245648
20747624
20328569
17143607
21588299
18371147
11618924
15669947
19564454
11881387
20102228
13279277
17559602
15666620
14730077
15670355
8109991
20051030
16851506
15015233
19240649
18931703
18371021
16143191
20012879
18403595
14649950
19091921
20765348
15747071
18200021
9547587
15937622
17143298
19561421
19092236
16143974
17549768
12350543
17407124
13502168
18780407
18732806
20746604
15670502
25216856
15671471
20502941
18749105
11756984
14626859
20013719
18864695
17469209
19869932
18978128
20747696
10981392
15675464
21587870
15049559
16353596
1506247
18475733
12023681
20037560
20169593
17983730
13098329
18076082
21436523
20478953
14981114
16049006
14657810
17932106
15675278
17318504
20062238
14979329
15902174
18931745
15911942
20502488
17549933
7202854
11881423
17224172
14144915
21646349
20710796
19280372
18017396
15625628
17288963
17143568
16143332
12086168
18371054
18914144
16143827
27694946
17790392
17143214
20727932
28065209
16801571
18931871
18017363
17621792
15541670
10900926
16793342
9591861
19091831
15786449
28122995
25222880
20776193
19998824
15258818
10502727
18294440
14981498
10822347
20484218
16793984
14657921
15696632
15192242
18199802
16048772
12797597
9591900
16259975
10650951
4236924
10332198
18366851
18071960
19091453
18642779
16353515
18642749
14697149
16297367
20328344
19763690
11780842
16487855
18403445
16561682
19921121
9244764
14992247
20358905
20472245
19870433
13231946
12797552
14777057
19905983
20779148
13691588
12941531
10455540
17885666
16344065
19865774
10270674
15022031
11709143
6036616
18366971
17678120
20478548
27697136
16925012
