,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,name,cpu,ram,gpu,dx,os,sto,spec_class
5857,5857,5857,5857,5857,5857,5857,Mark of the Ninja,Intel Core 2 Duo or AMD Athlon 64 X2 5600+,2 GB RAM,NVIDIA® 9600GT or ATI Radeon™ HD 5000+ or better,11,"Windows XP SP3, Windows Vista SP2, Windows 7 SP1",2.5 GB HD space,1
5858,5858,5858,5858,5858,5858,5858,Mark of the Ninja: Remastered,Intel Core 2 Duo 2.4GHz processor (E6600),4 GB RAM,Nvidia GeForce GT720 or AMD Radeon HD 7770 (1 GB),Version 11,"Windows 7, 64-bit",8 GB available space,0
5859,5859,5859,5859,5859,5859,5859,Marlow Briggs,2ghz dual core CPU ,2 GB RAM ,AMD Radeon HD 4000 Series and up / NVIDIA GeForce 8 Series and up - excluding mobile variants ,9.0c ,Win 7 ,3 GB available space,0
5860,5860,5860,5860,5860,5860,5860,Marlow Briggs,2.5ghz quad core CPU ,4 GB RAM ,AMD Radeon HD 4850+/5750+/6750+ or NVIDIA GeForce GTS 250+/450+/650+ ,9.0c ,Win 7 ,3 GB available space,1
5861,5861,5861,5861,5861,5861,5861,Marooners,2 GHz dual core,2 GB RAM,Dedicated GPU recommended,Version 9.0,Windows XP and newer,1 GB available space,0
5862,5862,5862,5862,5862,5862,5862,Mars 2030,Intel i3-6100 / AMD FX-4350 or greater,8 GB RAM,Nvidia Geforce GTX 1060 or AMD Radeon RX480,,Windows 10,,0
5863,5863,5863,5863,5863,5863,5863,Mars 2030,Intel i5-4590 equivalent or greater,8 GB RAM,Nvidia Geforce GTX 1080 or AMD Radeon RX480,,Windows 10,,1
5864,5864,5864,5864,5864,5864,5864,Mars Horizon,2.0GHz Dual Core Processor,4 GB RAM,GeForce GT 740 (2048 MB) / Radeon HD 5770 (1024 MB) or equivalent,Version 11,Windows 7 / 8 / 10,4 GB available space,0
5865,5865,5865,5865,5865,5865,5865,Mars: War Logs,AMD/INTEL DUAL-CORE 2.2 GHZ,2048 MB RAM,512 MB 100% DIRECTX 9 AND SHADERS 4.0 COMPATIBLE,Version 10,WINDOWS XP SP3/WINDOWS VISTA SP2/WINDOWS 7/WINDOWS 8,3 GB HD space,0
5866,5866,5866,5866,5866,5866,5866,Martha Is Dead,Intel Core i5 or equivalent AMD,8 GB RAM,"NVIDIA GeForce GTX 560, AMD Radeon HD 7790, 1GB VRAM",Version 12,Windows 10 64bit,30 GB available space,0
5867,5867,5867,5867,5867,5867,5867,Martha Is Dead,Intel Core i7 or equivalent AMD,16 GB RAM,"NVIDIA GeForce GTX 1060, AMD RX 580, 2GB VRAM",Version 12,Windows 10 64bit,30 GB available space,1
5868,5868,5868,5868,5868,5868,5868,Marvel Heroes,Core 2 DUO 2.1 GHz / AMD Athlon X2 2.1 GHZ or better 	,3GB 	,"Shader Model 3.0 Compatible with 512MB VRAM (Nvidia 8800 Series, ATI HD3800 Series, Intel HD 3000)",DirectX9.0c,"Windows Vista 32/64, Windows 7 32/64, Windows 8 32/64, Windows 10 32-bit	",30GB,0
5869,5869,5869,5869,5869,5869,5869,Marvel Heroes,"Current Generation Quad Core (Intel Core i7, Core i5 or AMD FX Series)",8GB	,"Discrete video card with 2GB of VRAM (Nvidia GTX 600 or 700 Series, AMD R9 or HD7900 Series)",DirectX9.0c,"Windows 7 64-bit, Windows 8 64-bit, Windows 10 64-bit	",30GB,1
5870,5870,5870,5870,5870,5870,5870,MARVEL Powers United VR,"Intel i3-6100 / AMD Ryzen 3 1200, FX4350 or greater",8GB+,NVIDIA GTX 960 4GB / AMD Radeon R9 290 or greater,,Windows 10 or newer,,0
5871,5871,5871,5871,5871,5871,5871,MARVEL Powers United VR,Intel i5-4590 / AMD Ryzen 5 1500X or greater,8GB+,NVIDIA GTX 970 / AMD Radeon R9 290 or greater,,Windows 10 or newer,,1
5872,5872,5872,5872,5872,5872,5872,MARVEL SNAP,Intel Core i5-650 | AMD Phenom II X4 965,4 GB RAM,Nvidia GeForce GTX 650 / AMD Radeon HD 6950,Version 10,Windows 7 (SP1+),4 GB available space,0
5873,5873,5873,5873,5873,5873,5873,MARVEL SNAP,Intel Core i5-2300 | AMD FX-6300,4 GB RAM,Nvidia GeForce GTX 660 / AMD Radeon HD 7970,Version 10,Windows 10,4 GB available space,1
5874,5874,5874,5874,5874,5874,5874,Marvel vs. Capcom: Infinite,Intel Core i3-4160 @ 3.60GHz,6 GB RAM,"NVIDIA® GeForce® GTX 480, GTX 570, GTX 670, or better",Version 11,Windows 7 64-bit,59 GB available space,0
5875,5875,5875,5875,5875,5875,5875,Marvel vs. Capcom: Infinite,Intel Core i5-4690K @3.50GHz or AMD FX-9370,8 GB RAM,NVIDIA® GeForce® GTX 960 or AMD Radeon R7 370,Version 11,"Windows 7, 8, 8.1, 10 (64-BIT Required)",59 GB available space,1
5876,5876,5876,5876,5876,5876,5876,Marvel's Avengers,Intel Core i3-4160 or AMD equivalent,8 GB RAM,NVIDIA GTX 950 / AMD R9 270 (min 2GB video ram),Version 12,Windows 10 64-bit,75 GB available space,0
5877,5877,5877,5877,5877,5877,5877,Marvel's Avengers,"Intel Core i7-4770K, 3.4 Ghz or AMD Ryzen 5 1600, 3.2 Ghz",16 GB RAM,"NVIDIA GTX 1060 6GB or AMD Radeon RX 480, 8GB",Version 12,Windows 10 64-bit,110 GB available space,1
5878,5878,5878,5878,5878,5878,5878,Marvel's Guardians of the Galaxy,AMD Ryzen™ 5 1400 / Intel® Core™ i5-4460,8 GB RAM,NVIDIA® GeForce® GTX 1060 / AMD Radeon™ RX 570,Version 12,Windows® 10 64 bit Build 1803,80 GB available space,0
5879,5879,5879,5879,5879,5879,5879,Marvel's Guardians of the Galaxy,AMD Ryzen™ 5 1600 / Intel® Core™ i7-4790,16 GB RAM,NVIDIA® GeForce® GTX 1660 Super / AMD Radeon™ RX 590,Version 12,Windows® 10 64 bit Build 1803,80 GB available space,1
5880,5880,5880,5880,5880,5880,5880,Marvel's Guardians of the Galaxy: The Telltale Series,Intel Core 2 Duo 2.4GHz,3 GB RAM,Nvidia GTS 450+ with 1024MB+ VRAM (excluding GT),Version 11,Windows 7 64Bit Service Pack 1 or higher,15 GB available space,0
5881,5881,5881,5881,5881,5881,5881,Marvel's Midnight Suns,AMD Ryzen 3-2200G / Intel Core i5-4430,8 GB RAM,AMD RX 470 / GeForce  GTX 960 - 4GB,Version 12,Windows 10 64-bit,60 GB available space,0
5882,5882,5882,5882,5882,5882,5882,Marvel's Midnight Suns,AMD Ryzen 5-2600X / Intel Core i7-6700,16 GB RAM,AMD RX 5700 / GeForce  GTX 1070,Version 12,Windows 10 64-bit,60 GB available space,1
5883,5883,5883,5883,5883,5883,5883,Marvel's Spider-Man Remastered,"Intel Core i3-4160, 3.6 GHz or AMD equivalent",8 GB RAM,NVIDIA GTX 950 or AMD Radeon RX 470,Version 12,Windows 10 64-bit,75 GB HDD,0
5884,5884,5884,5884,5884,5884,5884,Marvel's Spider-Man Remastered,"Intel Core i5-4670, 3.4 Ghz or AMD Ryzen 5 1600, 3.2 Ghz",16 GB RAM,NVIDIA GTX 1060 6GB or AMD Radeon RX 580 8GB,Version 12,Windows 10 64-bit,75 GB SSD,1
5885,5885,5885,5885,5885,5885,5885,Marvel's Spider-Man: Miles Morales,Intel Core i3-4160 or AMD equivalent,8 GB,NVIDIA GeForce GTX 950 or AMD Radeon RX 470,Version 12,Windows 10 64-bit,75 GB available space,0
5886,5886,5886,5886,5886,5886,5886,Marvel's Spider-Man: Miles Morales,Intel Core i5-4670 or AMD Ryzen 5 1600,16 GB,"Nvidia GTX 1060, 6GB or AMD Radeon RX 580, 8GB",Version 12,Windows 10 64-bit,75 GB available space (SSD recommended),1
5887,5887,5887,5887,5887,5887,5887,Marvel: Ultimate Alliance,Intel / AMD Hyper-Threaded Dual Core CPU,4 GB RAM,NVIDIA GeForce GTS 450 / AMD Radeon HD 5670,Version 11,Windows 7 SP2 64-bit,8 GB available space,0
5888,5888,5888,5888,5888,5888,5888,Marvel: Ultimate Alliance 2,Intel® / AMD Hyper-Threaded Dual Core CPU,4 GB RAM,NVIDIA GeForce GTS 450 / AMD Radeon HD 5670,Version 11,Windows 7 SP2 64-bit,8 GB available space,0
5889,5889,5889,5889,5889,5889,5889,Marvin's Mittens,2GHz processor,,DirectX 9 compatible graphics card with at least 256MB of video memory,,Microsoft® Windows® Vista / 7 / 8,500 MB available space,0
5890,5890,5890,5890,5890,5890,5890,MarZ: Tactical Base Defense,Intel Core i5,4 GB RAM,DirectX 10 compliant graphics card with 2GB dedicated memory,Version 9.0c,64-bit Windows 7/8/10,3 GB available space,0
5891,5891,5891,5891,5891,5891,5891,Mashed: Drive to Survive,Pentium 3 @ 1 GHz or Equivalent,128 MB (256 MB on Windows 2000/XP),32 MB,9.0,Windows 98/ME/2000/XP,,0
5892,5892,5892,5892,5892,5892,5892,Mask of the Rose,Intel Pentium 2GHZ or AMD equivalent,4 GB RAM,"DX10, DX11, DX12 capable",,Windows 7 64 bit and Windows 10 64 bit,<8 GB available space,0
5893,5893,5893,5893,5893,5893,5893,Masked Shooters 2,Intel Core 2 Duo E6600/AMD Phenom X3 8750,1 GB RAM,GeForce GTX 260/Radeon HD 4870,Version 9.0c,Windows 7,500 MB available space,0
5894,5894,5894,5894,5894,5894,5894,Masked Shooters 2,Intel Core I5 2500k/AMD FX 8350,1 GB RAM,Geforce GTX 670/Radeon HD 7870,Version 10,"Windows 7, Windows 8",500 MB available space,1
5895,5895,5895,5895,5895,5895,5895,Masquerada: Songs and Shadows,2.4GHz Intel Core i3,4 GB RAM,Intel HD Graphics 4400,,Windows 7,16 GB available space,0
5896,5896,5896,5896,5896,5896,5896,Mass Effect,2.4+GHZ Intel or 2.0+GHZ AMD,"1 Gigabyte Ram (XP)
2 Gigabyte Ram (Vista)","NVIDIA GeForce 6 series(6800GT or better)
ATI 1300XT or better (X1550, X1600 Pro and HD2400 are below minimum system requirements)",,Windows XP or Vista,12 Gigabytes,0
5897,5897,5897,5897,5897,5897,5897,Mass Effect,2.6+GHZ Intel or 2.4+GHZ AMD,2 Gigabyte Ram,"NVIDIA GeForce 7900 GTX or higher.
ATI X1800 XL series or higher
",,"Windows XP or Vista
",12 Gigabytes,1
5898,5898,5898,5898,5898,5898,5898,Mass Effect 2,1.8GHz Intel Core 2 Duo or equivalent AMD CPU,1 GB RAM for Windows XP / 2 GB RAM for Windows Vista and Windows 7,"256 MB (with Pixel Shader 3.0 support). Supported Chipsets: NVIDIA GeForce 6800 or greater; ATI Radeon X1600 Pro or greater. Please note that NVIDIA GeForce 7300, 8100, 8200, 8300, 8400, and 9300; ATI Radeon HD3200, and HD4350 are below minimum system requirements. Updates to your video and sound card drivers may be required. Intel and S3 video cards are not officially supported in Mass Effect 2.",DirectX 9.0c August 2008 (included),Windows XP SP3 / Windows Vista SP1 / Windows 7,15 GB,0
5899,5899,5899,5899,5899,5899,5899,Mass Effect 2,2.6+ GHz Cure 2 Duo Intel or equivalent AMD CPU,2 GB RAM,"ATI Radeon HD 2900 XT, NVIDIA GeForce 8800 GT, or better recommended",DirectX August 2008,Windows XP SP3 / Windows Vista SP1 / Windows 7,15 GB,1
5900,5900,5900,5900,5900,5900,5900,Mass Effect 3,1.8 GHz Intel Core 2 Duo (equivalent AMD CPU),1GB for XP / 2GB RAM for Vista/Win 7,"256 MB (with Pixel Shader 3.0 support)*
NVIDIA 7900 or better; ATI X1800 or better",DirectX 9.0c August 2009 (included),"Windows XP SP3/Vista SP1, Win 7",15 GB of free space,0
5901,5901,5901,5901,5901,5901,5901,Mass Effect 3,2.4 GHz Intel Core 2 Duo (equivalent AMD CPU),2GB for XP / 4GB RAM for Vista/Win 7,"AMD/ATI Radeon HD 4850 512 MB or greater, NVidia GeForce 9800 GT 512 MB or greater.",DirectX 9.0c August 2009 (included),"Windows XP SP3/Vista SP1, Win 7",15 GB of free space,1
5902,5902,5902,5902,5902,5902,5902,Mass Effect Legendary Edition,Intel Core i5-3570 or AMD FX-8350,8 GB RAM,"NVIDIA GTX 760, AMD Radeon 7970 / R9 280X GPU RAM: 2 GB Video Memory",Version 11,64-bit Windows 10,120 GB available space,0
5903,5903,5903,5903,5903,5903,5903,Mass Effect Legendary Edition,Intel Core i7-7700 or AMD Ryzen 7 3700X,16 GB RAM,"NVIDIA GTX 1070 / RTX 200, Radeon Vega 56, GPU RAM: 4 GB Video Memory",Version 11,64-bit Windows 10,120 GB available space,1
5904,5904,5904,5904,5904,5904,5904,Mass Effect: Andromeda,Intel Core i5-3570 or AMD FX-6350,8 GB RAM,"Nvidia GTX 660 2 GB, AMD Radeon 7850 2 GB",DirectX 11,"64-bit Windows 7, Windows 8.1, or Windows 10",At least 55 GB of free space,0
5905,5905,5905,5905,5905,5905,5905,Mass Effect: Andromeda,Intel Core i7-4790 or AMD FX-8350,16 GB RAM,"Nvidia GTX 1060 3 GB, AMD RX 480 4 GB",DirectX 11,"64-bit Windows 7, Windows 8.1, or Windows 10",At least 55 GB of free space,1
5906,5906,5906,5906,5906,5906,5906,Mass Vector,Dual Core,1 GB RAM,Open GL supported,Version 11,Windows 7,150 MB available space,0
5907,5907,5907,5907,5907,5907,5907,Mass Vector,Core i3 or equivalent,2 GB RAM,Open GL supported,Version 11,"Windows 7, 8, 8.1, 10",150 MB available space,1
5908,5908,5908,5908,5908,5908,5908,Massive Galaxy,1.7 GHz Dual Core,4 GB RAM,Intel HD 3000,Version 10,Windows 7,300 MB available space,0
5909,5909,5909,5909,5909,5909,5909,Massive Galaxy,"Intel Core 2 Duo at 2.2 GHz, AMD Athlon 64 2.2Ghz",8 GB RAM,Dedicated GPU,Version 12,Windows 10,300 MB available space,1
5910,5910,5910,5910,5910,5910,5910,Master of Orion,Intel Core 2 Duo 2.0 GHz or AMD Athlon X2 2.2 GHz,2 GB RAM,"nVidia 240, ATI 4650, Intel Integrated HD4000 or better (512 MB VRAM)",Version 9.0c,Windows 7 / 8 / 10 (64bit),15 GB available space,0
5911,5911,5911,5911,5911,5911,5911,Master of Orion,Intel i5 2.8GHz or AMD Athlon X4 3.0GHz,4 GB RAM,"NVidia 560, ATI 5870 or better (1 GB VRAM)",Version 9.0c,Windows 7 / 8 / 10 (64bit),15 GB available space,1
5912,5912,5912,5912,5912,5912,5912,Master of Orion 3,300 MHz Pentium II or better,128 MB RAM,Direct X 8.0 Compatible Video Card (must be able to display 800x600x16bit),Direct X 8.0,Windows 95/98/ME/XP,400 MB Hard Drive Space,0
5913,5913,5913,5913,5913,5913,5913,Master X Master,Intel Core 2 Duo or higher,4 GB or higher,NVIDIA GeForce 6600GT PCI-E (256MB) / AMD Radeon HD4270 or higher,9.0C,"Windows, 7, 8, 10 (32 / 64bit)",5 GB or higher,0
5914,5914,5914,5914,5914,5914,5914,Master X Master,Intel i5 or higher,4 GB or higher,NVIDIA GeForce 9800GT (512MB) / AMD Radeon HD4850 ​​or higher,9.0C,"Windows, 7, 8, 10 (32 / 64bit)",5 GB or higher,1
5915,5915,5915,5915,5915,5915,5915,Masters of Anima,Intel Core i3-2125 (3.3 GHz)/AMD FX-4100 (3.6 GHz),4 GB RAM,"1 GB, GeForce GTX 560/Radeon HD 7790",,Windows 7/8/10,2 GB available space,0
5916,5916,5916,5916,5916,5916,5916,Masters of Anima,Intel Core i7-3820 (3.6 GHz)/AMD FX-8350 (4.0 GHz),8 GB RAM,"2 GB, GeForce GTX 760/Radeon R7 370",,Windows 7/8/10,2 GB available space,1
5917,5917,5917,5917,5917,5917,5917,Mata Hari: Betrayal is only a Kiss Away,1.6 GHz,512 MB,128 MB of DirectX compatible graphics card,DirectX® 9.0c,"Windows XP/Vista, XP, 2000",2 GB,0
5918,5918,5918,5918,5918,5918,5918,Mata Hari: Betrayal is only a Kiss Away,2.0 GHz,1 GB,256 MB of DirectX compatible graphics card,DirectX® 9.0c,"Windows XP/Vista, XP, 2000",2 GB,1
5919,5919,5919,5919,5919,5919,5919,MATCHO,Intel Core i5-2500K (quad-core) / AMD Phenom II X4 965 (quad-core) or equivalent,8 GB RAM,GeForce GTX 1060 / Radeon RX 550,,"Windows 7, 8.1, 10, 11 x64",30 GB available space,0
5920,5920,5920,5920,5920,5920,5920,MATCHO,Intel Core i7-6700K (quad-core) or AMD Ryzen 5 1500X (quad-core) or equivalent,16 GB RAM,GeForce RTX 2080 Ti / Radeon RX 5700 or higher,,"Windows 7, 8.1, 10, 11 x64",30 GB available space,1
5921,5921,5921,5921,5921,5921,5921,Mavericks: Proving Grounds,Intel Core i5,8 GB RAM,Nvidia GTX 960 2GB / AMD Radeon R9 280X 3GB,Version 11,Windows 10 64-bit,20 GB of available space,0
5922,5922,5922,5922,5922,5922,5922,Mavericks: Proving Grounds,Intel Core i7,8 GB RAM,Nvidia GTX 1060 6GB / AMD Radeon RX 580 8GB,Version 11,Windows 10 64-bit,20 GB of available space,1
5923,5923,5923,5923,5923,5923,5923,Max and Maya: Cat simulator,Intel Core i5 or equivalent,4 GB RAM,NVIDIA® GeForce® GTX 550 or ATI™ Radeon™ HD 6XXX or higher,Version 11,Windows 7 SP1 64-bit or Windows 8.1 64-bit or Windows 10 64-bit,35 GB available space,0
5924,5924,5924,5924,5924,5924,5924,Max and Maya: Cat simulator,Intel Core i7 or equivalent,8 GB RAM,NVIDIA GeForce GTX 770 or AMD R9 280,Version 11,Windows 7 SP1 64-bit or Windows 8.1 64-bit or Windows 10 64-bit,35 GB available space,1
5925,5925,5925,5925,5925,5925,5925,Max and the Magic Marker,1.6GHz,512 MB,64 MB,DirectX® 9.0c,Windows XP/Vista/7,400 MB,0
5926,5926,5926,5926,5926,5926,5926,Max Payne,450 MHz AMD / Intel Processor (or compatible),96 MB RAM,16 MB Direct3D Compatible Graphics Card,DirectX 8.0 or newer,"Windows 95 (OSR2 or later), Windows 98, Windows ME, Windows 2000",,0
5927,5927,5927,5927,5927,5927,5927,Max Payne,700 MHz AMD / Intel Processor (or compatible),128 MB RAM,32 MB Direct3D Compatible Graphics Card,DirectX 8.0 or newer,"Windows 95 (OSR2 or later), Windows 98, Windows ME, Windows 2000",,1
5928,5928,5928,5928,5928,5928,5928,Max Payne 2: The Fall of Max Payne,1 GHz Pentium III / Athlon or 1.2GHz Celeron or Duron processor,256 MB RAM,32 MB DirectX 9 Compatible AGP Graphics Card with HW T&L support,DirectX 9.0,"Windows 98, Windows ME, Windows 2000 or Windows XP",1.7 GB hard drive space,0
5929,5929,5929,5929,5929,5929,5929,Max Payne 2: The Fall of Max Payne,"1.4 GHz Athlon or 1.7 GHz Pentium 4, Celeron or Duron processor",512 MB RAM,64 MB DirectX 9 Compatible Graphics AGP graphics card with HW T&L support,DirectX 9.0,"Windows 98, Windows ME, Windows 2000 or Windows XP",1.7 GB hard drive space,1
5930,5930,5930,5930,5930,5930,5930,Max Payne 3,"- Intel Dual Core 2.4 GHZ or AMD Dual Core 2.6 GHZ, or better (Lowest)
- Intel Dual Core 3GHz or AMD equivalent (Low)","- 2GB System RAM (Lowest)
- 3GB System RAM (Low)","- NVIDIA® GeForce 8600 GT 512MB RAM or AMD Radeon™ HD 3400 512MB RAM (Lowest)
- NVIDIA® GeForce 450 512MB RAM or AMD Radeon™ HD 4870 512MB RAM (Low)",DirectX 9.0,Windows 7/Vista/XP PC (32 or 64 bit),29 GB,0
5931,5931,5931,5931,5931,5931,5931,Max Payne 3,"- Intel i7 Quad Core 2.8Ghz or AMD equivalent (High)
- Intel i7 3930K 6 Core x 3.06 GHZ or AMD FX8150 8 Core x 3.6 GHZ (Highest)","- 3GB System RAM (High)
- 16GB System RAM (Highest)","- NVIDIA® GeForce 480 1GB RAM or AMD Radeon™ HD 5870 1GB RAM (High)
- NVIDIA® GeForce® GTX 680 2GB RAM or AMD Radeon™ HD 7970 3GB RAM (Highest)",DirectX 9.0 - DirectX 11,Windows 7/Vista (32 or 64 bit),29 GB,1
5932,5932,5932,5932,5932,5932,5932,Max: The Curse of Brotherhood,Dual-Core 1.6 ghz / AMD Dual-Core Athlon 2.0ghz ,2 GB RAM,Intel HD 4000 or better,Version 9.0c,Windows XP SP3 or newer,2 GB available space,0
5933,5933,5933,5933,5933,5933,5933,Max: The Curse of Brotherhood,"Intel Core i3, 1.7ghz or faster ",4 GB RAM,GeForce GT 640 / Radeon HD 6750,Version 9.0c,Windows 7 or newer,2 GB available space,1
5934,5934,5934,5934,5934,5934,5934,Maxx Trucks,500MHz CPU,32Mb RAM,8MB 3D Graphics Card,,Win95/98/ME/2000/XP,50MB,0
5935,5935,5935,5935,5935,5935,5935,Mayan Death Robots,1.4GHz or faster,1 GB RAM,"OpenGL 2.1+, GLSL 1.2+, 256 MB VRAM",Version 9.0c,Microsoft Windows XP / Vista / 7 / 8,750 MB available space,0
5936,5936,5936,5936,5936,5936,5936,Mayhem Intergalactic,1 GHz or faster,256 MB,NVIDIA® or ATI® graphics card,,Windows® 2000/XP/Vista,40 MB free,0
5937,5937,5937,5937,5937,5937,5937,Maze Roller,"Quad-core Intel or AMD processor, 2.5 GHz or faster",8 GB RAM,NVIDIA GeForce 470 GTX or AMD Radeon 6870 HD series card or higher,Version 11,"Windows 7, 8, 10 (64-Bit)",4 GB available space,0
5938,5938,5938,5938,5938,5938,5938,Maze Roller,CPU Intel i5-4590 equivalent or greater,8 GB RAM,NVIDIA GTX 970 / AMD R9 290 equivalent or greater,Version 11,"Windows 7, 8, 10 (64-Bit)",4 GB available space,1
5939,5939,5939,5939,5939,5939,5939,McPixel 3,Pentium 4 2.8GHz / AMD Athlon 2600+,512 MB RAM,DirectX 9.0c compatible graphics,Version 9.0c,Windows 7,300 MB available space,0
5940,5940,5940,5940,5940,5940,5940,McPixel 3,Core 2 Duo E6600 / Athlon X2 4600+,1024 MB RAM,DirectX 10 compatible graphics,Version 10,Windows 10,300 MB available space,1
5941,5941,5941,5941,5941,5941,5941,Meadow,2.6 GHz single core,2 GB RAM,"GeForce 400 series, ATI Radeon HD 2xxx",,Windows XP SP2,2 GB available space,0
5942,5942,5942,5942,5942,5942,5942,Mechabellum,"Intel, AMD 2 cores CPU at 2Ghz",6 GB RAM,"AMD Radeon™ HD 7730, NVIDIA GeForce® GT 640",,Windows XP and above (64 bits),4 GB available space,0
5943,5943,5943,5943,5943,5943,5943,Mechabellum,"Intel, AMD 4 cores CPU at 3Ghz",8 GB RAM,"AMD Radeon™ R9 290, NVIDIA GeForce® GTX 970",,Windows 7 and above (64 bits),8 GB available space,1
5944,5944,5944,5944,5944,5944,5944,Mechajammer,Intel Core 2 Duo,2 GB RAM,DirectX 11 compatible video card,Version 11,Windows 7,5 GB available space,0
5945,5945,5945,5945,5945,5945,5945,Mechajammer,Intel Core i7 or AMD 1800 equivalent,8 GB RAM,NVIDIA Geforce 1060 or equivalent,Version 11,Windows 7/8/10,5 GB available space,1
5946,5946,5946,5946,5946,5946,5946,Mechanic Miner,Core i3 2.4 Ghz,4 GB RAM,"Nvidia GeForce 400 series and newer, AMD Radeon HD 5000 Series and newer",,"Windows 7, Windows 8, Windows 8.1, Windows 10 64-bit",400 MB available space,0
5947,5947,5947,5947,5947,5947,5947,Mechs & Mercs: Black Talons,2.6GHz Pentium® IV or equivalent,2 GB RAM,128 MB PCIe NVIDIA® Geforce® 6600GT,Version 9.0c,Windows Vista 64Bit / Windows 7 32/64Bit / Windows 8.1 64Bit,4 GB available space,0
5948,5948,5948,5948,5948,5948,5948,Mechs & Mercs: Black Talons,Dual Core 2.4Ghz Processor or equivalent,4 GB RAM,512 MB NVIDIA® Geforce 8800 GTX or equivalent,Version 9.0c,Vista 64Bit / Windows 7 32/64Bit / Windows 8.1 64Bit,4 GB available space,1
5949,5949,5949,5949,5949,5949,5949,Mechs V Kaijus,Dual Core,1 GB RAM,(Any),Version 9.0c,Windows XP,500 MB available space,0
5950,5950,5950,5950,5950,5950,5950,Mechs V Kaijus,Quad Core,2 GB RAM,(Any),Version 10,Windows 7 or higher,750 MB available space,1
5951,5951,5951,5951,5951,5951,5951,MechWarrior 4: Mercenaries,700Mhz,128MB Ram,16MB Video Card,,Windows 98/ME/2000/XP,1 GB Hard drive space,0
5952,5952,5952,5952,5952,5952,5952,MechWarrior 5: Mercenaries,Intel Core i3-7100/AMD Ryzen 3 1200,8 GB RAM,NVIDIA GeForce GTX 770/AMD Radeon R9 280X,Version 11,Windows 10 (64-bit versions),55 GB available space,0
5953,5953,5953,5953,5953,5953,5953,MechWarrior 5: Mercenaries,Intel Core i7-6700K/AMD Ryzen 7 1700,16 GB RAM,NVIDIA GeForce GTX 1070/AMD RX Vega 56,Version 11,Windows 10 (64-bit versions),55 GB available space,1
5954,5954,5954,5954,5954,5954,5954,MechWarrior Online,Intel: Core 2 Duo E7300 @ 2.66 GHz / AMD: Athlon 64 X2 6400+ @ 3.2GHz,2 GB RAM,NVIDIA: 8800 GT / AMD: Radeon HD 5670,Version 9.0c,Windows Vista,16 GB available space,0
5955,5955,5955,5955,5955,5955,5955,MechWarrior Online,Intel: Core i5-3470 @ 3.20 GHz / AMD: FX-6300 @ 3.5 GHz,8 GB RAM,NVIDIA: GeForce GTX 660 / AMD: Radeon HD 7870,Version 11,Windows 7,16 GB available space,1
5956,5956,5956,5956,5956,5956,5956,Medal of Honor (2010),"Pentium D, 3.2GHz / Core 2 Duo, 2.0GHz / Athlon 64 X2",2GB,Video card must be 256MB or more and contain these chipsets or better: NVIDIA GeForce 7800 GT; ATI X1900.*,DirectX 9.0c,"Windows XP (SP3), Windows Vista (SP2), Windows 7",9GB,0
