seq
15765761
6545078
13522751
5173062
9721383
19965044
16638500
13226762
19790105
1706996
12068615
7616842
17003267
8038456
4555849
6288809
6443865
11212371
18207194
9348588
7617322
5862779
4490034
7617235
17253821
4607468
20441531
12068573
16482848
5814177
6521135
16880765
4555564
7617088
12008960
12068405
6108325
15965906
2675577
6521080
7617112
12693806
12719516
6295629
10445247
1733057
11397288
3474055
7297303
6443797
7295842
7080283
1304440
5931378
6295581
2307177
4660458
12693914
7296325
12068492
7297729
10339344
10059927
2936147
9345102
4825210
5639055
7298278
9950670
1920195
5639062
14927732
12719456
1464268
6526384
11776489
9725427
19667138
9344370
4355589
4590658
1218955
5127056
9692202
6655822
6452530
2324121
4556071
4857416
9950868
12700472
4857319
3572596
563293
12700412
1961610
11778091
3632478
2324226
134199
5028127
2281269
12693989
4519087
432137
3940559
20480792
4560421
9950805
4590500
3951901
1434303
881142
3014284
2222363
18734894
9725508
5993132
7617181
4560205
4289602
3612296
2227233
66979
9950556
6452378
4559249
2660716
881139
9724572
6453213
9950859
6452481
3014235
638233
6109191
1531954
1158266
790919
157686
5030503
1511045
4560168
1517797
1304447
940400
758195
4560435
9950835
9950817
9726327
9725835
9725760
9724767
9724695
9724428
9724353
9724134
6452351
6109250
4555779
2923056
2672384
976767
652901
2921702
1501447
937230
671700
7297210
7296955
6110577
4519020
3749683
3749640
3515477
1566648
1529275
1383836
924372
671683
432194
1440500
15129446
16534316
1713899
4897585
16664114
17645129
20441291
15687542
13211957
15966869
4457510
18637436
17668034
1790810
4989211
1529262
14963147
9721140
16881029
7137346
7721707
17059109
13220795
7137016
7137400
15097169
4457477
17646044
18976715
19618481
2925525
14995535
18406964
18532622
14083211
17059112
2897773
20204831
6985306
1704035
3491321
2664020
20674856
15652292
18638732
9416958
19834277
17593949
2897797
16407728
6669655
13860743
7533853
13226873
20540903
27638195
6985186
2570473
15755300
3081033
1654489
19629158
18295586
27693929
20188826
17494301
15017837
19834310
18679376
20704214
20163935
17556995
5468778
14852321
2703466
4841049
18704063
16517627
15021236
13426676
17593838
2851936
18859622
14785154
4897498
2804074
3940951
5639106
15448688
3207911
1943077
15271301
2498167
20098586
15727574
14733734
13212209
6527903
20036969
3835364
3354216
18449732
4367853
12834413
5638974
5378051
977519
15269000
11290323
1943072
3127585
18449402
15138146
13696037
11286420
3330265
18449120
17053949
15544676
3375717
17054174
11243877
4897524
3328185
3279508
2897832
1505553
28062503
19879883
17054633
17054465
14725808
2954839
19948601
13233350
19618580
18450317
7376608
3566036
4449808
19321856
13475540
3273005
3177154
2998413
18450623
18450035
18449363
15727238
15608255
11291397
11291385
7368727
3274545
2926207
18449891
14860733
11286315
7799083
7309750
4140498
3343325
3320333
3316492
3275224
2936063
28064645
18449681
11286435
11286378
11286369
6453052
6180275
3334488
3317265
17053781
15020831
11295159
11295150
11295117
11294118
11288664
11244042
11286441
6453119
6241468
5803949
3434631
2664356
3274522
2708937
2227477
13230980
3285538
2984140
2851949
2849665
5748985
2958051
15137000
8385051
3314745
3185129
2865774
2823758
2018614
13829672
11289771
7308796
4097416
3310042
2703454
2976496
18796337
18541871
17726555
15727391
14785733
14785739
14725070
14428409
13940384
13228889
13228031
13227497
13227035
13205063
11290152
11289834
9950850
9896400
8386257
6579048
5675606
5639099
5639059
5638255
4816900
4645121
4097297
3763358
3421058
3364835
3345897
3343964
3334933
3323013
3322403
3320211
3320146
3320126
3318853
3318159
3317151
3317040
3316967
3315706
3314828
3311469
3277662
3276322
3276056
3274516
3273094
3263298
3253609
3228861
3177694
3141865
2970947
2934156
2934134
2934077
2900209
2850298
2790724
2706389
2703681
2703551
2701509
2701485
2612206
2233367
2154603
1001366
974589
161437
66982
