name,price,link,company,product_seq,image,code,socket,core_number,thread_number,l2_cache,l3_cache,tdp,pbpmtp,has_graphic,graphic_name,graphic_core_speed,memory_capacity,memory_type,memory_clock,memory_channel,pcie_channel_number,pcie_version,has_cooler,clock_basic,clock_max,nm,tech_support,bench_mark,reg_date,bookmark
AMD EPYC 7302P,1265000.0,https://prod.danawa.com/info/?pcode=9736764&cate=112747,AMD,9736764,//img.danawa.com/prod_img/500000/764/736/img/9736764_1.jpg?shrink=330:*&_v=20220425174320,롬,AMD(소켓SP3),16,32,8.0,128.0,155.0,,0,,,,2.0,3200.0,8.0,128.0,2.0,0,3.0,3.3,7.0,,32606,201910,
인텔 셀러론 G3950,65000.0,https://prod.danawa.com/info/?pcode=7898029&cate=112747,인텔,7898029,//img.danawa.com/prod_img/500000/029/898/img/7898029_1.jpg?shrink=330:*&_v=20200708104335,카비레이크,인텔(소켓1151),2,2,,2.0,51.0,,1,인텔 HD 610,1050.0,,14.0,2400.0,,16.0,,0,3.0,,14.0,,2322,201708,
인텔 펜티엄 E6500,1790.0,https://prod.danawa.com/info/?pcode=4148123&cate=112747,인텔,4148123,//img.danawa.com/prod_img/500000/123/148/img/4148123_1.jpg?shrink=330:*&_v=20181115121640,울프데일,인텔(소켓775),2,2,2.0,,65.0,,0,,,,,1066.0,,,,0,2.93,,45.0,,1135,201606,
인텔 코어2쿼드 Q9550,17490.0,https://prod.danawa.com/info/?pcode=4144494&cate=112747,인텔,4144494,//img.danawa.com/prod_img/500000/494/144/img/4144494_1.jpg?shrink=330:*&_v=20181115105919,요크필드,인텔(소켓775),4,4,12.0,,95.0,,0,,,,,1333.0,,,,0,2.83,,45.0,,2323,201606,
인텔 코어2듀오 E8300,2090.0,https://prod.danawa.com/info/?pcode=686486&cate=112747,인텔,686486,//img.danawa.com/prod_img/500000/486/686/img/686486_1.jpg?shrink=330:*&_v=20181115104858,울프데일,인텔(소켓775),2,2,6.0,,65.0,,0,,,,,1333.0,,,,0,2.83,,45.0,,997,200807,
인텔 코어i3-1세대 530,4450.0,https://prod.danawa.com/info/?pcode=4625789&cate=112747,인텔,4625789,//img.danawa.com/prod_img/500000/789/625/img/4625789_1.jpg?shrink=330:*&_v=20181115120756,클락데일,인텔(소켓1156),2,4,0.5,4.0,73.0,,1,인텔 HD,733.0,,8.0,,,16.0,,0,2.93,,32.0,,1495,201511,
인텔 펜티엄 G645,1360.0,https://prod.danawa.com/info/?pcode=1824690&cate=112747,인텔,1824690,//img.danawa.com/prod_img/500000/690/824/img/1824690_1.jpg?shrink=330:*&_v=20210217085843,샌디브릿지,인텔(소켓1155),2,2,,3.0,65.0,,1,인텔 HD,850.0,,8.0,,,16.0,,0,2.9,,32.0,,1367,201210,
AMD 페넘II-X4 945,22990.0,https://prod.danawa.com/info/?pcode=28158908&cate=112747,AMD,28158908,//img.danawa.com/prod_img/500000/908/158/img/28158908_1.jpg?shrink=330:*&_v=20230911143259,데네브,AMD(소켓AM3),4,4,2.0,6.0,95.0,,0,,,,24.0,2000.0,,,,0,3.0,,45.0,,2365,201004,
인텔 제온 스케일러블 실버 4110,875000.0,https://prod.danawa.com/info/?pcode=14748134&cate=112747,인텔,14748134,//img.danawa.com/prod_img/500000/134/748/img/14748134_1.jpg?shrink=330:*&_v=20210727174402,스카이레이크,인텔(소켓3647),8,16,,11.0,85.0,,0,,,,2.0,2400.0,,48.0,,0,2.1,3.0,14.0,,10098,201709,
인텔 제온 X5650,38400.0,https://prod.danawa.com/info/?pcode=13487003&cate=112747,인텔,13487003,//img.danawa.com/prod_img/500000/003/487/img/13487003_1.jpg?shrink=330:*&_v=20210609094108,웨스터미어,인텔(소켓1366),6,12,1.5,12.0,95.0,,0,,,,8.0,,,,,0,2.66,,32.0,,5701,201011,
AMD 라이젠7-1세대 1700X,94610.0,https://prod.danawa.com/info/?pcode=11036691&cate=112747,AMD,11036691,//img.danawa.com/prod_img/500000/691/036/img/11036691_1.jpg?shrink=330:*&_v=20200515133045,서밋 릿지,AMD(소켓AM4),8,16,4.0,16.0,95.0,,0,,,,2.0,,,16.0,,0,3.4,3.8,14.0,,15656,201710,
인텔 코어i9-12세대 12900T,807990.0,https://prod.danawa.com/info/?pcode=16394042&cate=112747,인텔,16394042,//img.danawa.com/prod_img/500000/042/394/img/16394042_1.jpg?shrink=330:*&_v=20220214170428,엘더레이크,인텔(소켓1700),16,24,14.0,30.0,35.0,,1,인텔 UHD 770,1550.0,128.0,3.0,4800.0,2.0,20.0,3.0,1,1.4,4.9,10.0,,30078,202202,
인텔 코어i5-12세대 12400T,317990.0,https://prod.danawa.com/info/?pcode=17811980&cate=112747,인텔,17811980,//img.danawa.com/prod_img/500000/980/811/img/17811980_1.jpg?shrink=330:*&_v=20220913094555,엘더레이크,인텔(소켓1700),6,12,7.5,18.0,117.0,,1,인텔 UHD 730,1450.0,128.0,3.0,4800.0,2.0,20.0,3.0,1,1.8,4.2,10.0,,16400,202209,
인텔 코어i5-3세대 3450,13000.0,https://prod.danawa.com/info/?pcode=13395557&cate=112747,인텔,13395557,//img.danawa.com/prod_img/500000/557/395/img/13395557_1.jpg?shrink=330:*&_v=20210219131316,아이비브릿지,인텔(소켓1155),4,4,1.0,6.0,77.0,,1,인텔 HD 2500,1100.0,,8.0,,,16.0,,0,3.1,3.5,22.0,,4481,201204,
AMD EPYC 7232P,924000.0,https://prod.danawa.com/info/?pcode=9736854&cate=112747,AMD,9736854,//img.danawa.com/prod_img/500000/854/736/img/9736854_1.jpg?shrink=330:*&_v=20191111165647,롬,AMD(소켓SP3),8,16,4.0,32.0,120.0,,0,,,,2.0,3200.0,8.0,128.0,2.0,0,3.1,3.2,7.0,,17017,201911,
AMD EPYC 7302,2013000.0,https://prod.danawa.com/info/?pcode=9736752&cate=112747,AMD,9736752,//img.danawa.com/prod_img/500000/752/736/img/9736752_1.jpg?shrink=330:*&_v=20191111165708,롬,AMD(소켓SP3),16,32,8.0,128.0,155.0,,0,,,,2.0,3200.0,8.0,128.0,2.0,0,3.0,3.3,7.0,,32930,201911,
인텔 셀러론 G1620,2000.0,https://prod.danawa.com/info/?pcode=4507171&cate=112747,인텔,4507171,//img.danawa.com/prod_img/500000/171/507/img/4507171_1.jpg?shrink=330:*&_v=20200708124607,아이비브릿지,인텔(소켓1155),2,2,0.5,2.0,55.0,,1,인텔 HD,1050.0,,8.0,,,16.0,,0,2.7,,22.0,,1557,201307,
인텔 코어i7-12세대 12700T,587990.0,https://prod.danawa.com/info/?pcode=16393964&cate=112747,인텔,16393964,//img.danawa.com/prod_img/500000/964/393/img/16393964_1.jpg?shrink=330:*&_v=20220214170221,엘더레이크,인텔(소켓1700),12,20,12.0,25.0,35.0,,1,인텔 UHD 770,1500.0,128.0,3.0,4800.0,2.0,20.0,3.0,1,1.4,4.7,10.0,,21542,202202,
AMD A4 3400,5490.0,https://prod.danawa.com/info/?pcode=15834833&cate=112747,AMD,15834833,//img.danawa.com/prod_img/500000/833/834/img/15834833_1.jpg?shrink=330:*&_v=20211201174650,라노,AMD(소켓FM1),2,2,1.0,,65.0,,1,AMD HD 6410D,600.0,,8.0,2000.0,,,,0,2.7,,32.0,,1078,201109,
인텔 코어i5-11세대 11600KF,463400.0,https://prod.danawa.com/info/?pcode=14096219&cate=112747,인텔,14096219,//img.danawa.com/prod_img/500000/219/096/img/14096219_1.jpg?shrink=330:*&_v=20210504164345,로켓레이크S,인텔(소켓1200),6,12,,12.0,125.0,,0,,,,2.0,3200.0,2.0,20.0,2.0,0,3.9,4.9,14.0,,19703,202103,
인텔 코어X-시리즈 i9-9980XE,1479570.0,https://prod.danawa.com/info/?pcode=13174118&cate=112747,인텔,13174118,//img.danawa.com/prod_img/500000/118/174/img/13174118_1.jpg?shrink=330:*&_v=20210120131838,스카이레이크,인텔(소켓2066),18,36,,24.75,165.0,,0,,,128.0,2.0,2666.0,4.0,68.0,,0,3.0,4.5,14.0,,31971,201812,
인텔 코어i3-10세대 10320,260900.0,https://prod.danawa.com/info/?pcode=11773189&cate=112747,인텔,11773189,//img.danawa.com/prod_img/500000/189/773/img/11773189_1.jpg?shrink=330:*&_v=20200923103204,코멧레이크S,인텔(소켓1200),4,8,,8.0,65.0,,1,인텔 UHD 630,1150.0,128.0,2.0,2666.0,2.0,16.0,4.0,1,3.8,4.6,14.0,,10063,202006,
인텔 코어i3-8세대 8350K,328100.0,https://prod.danawa.com/info/?pcode=7893865&cate=112747,인텔,7893865,//img.danawa.com/prod_img/500000/865/893/img/7893865_1.jpg?shrink=330:*&_v=20200707164110,커피레이크,인텔(소켓1151v2),4,4,,8.0,91.0,,1,인텔 UHD 630,1150.0,64.0,2.0,2400.0,2.0,16.0,,0,4.0,,14.0,,6928,201711,
인텔 코어2쿼드 Q9300,4482.0,https://prod.danawa.com/info/?pcode=4148284&cate=112747,인텔,4148284,//img.danawa.com/prod_img/500000/284/148/img/4148284_1.jpg?shrink=330:*&_v=20181115105517,요크필드,인텔(소켓775),4,4,6.0,,95.0,,0,,,,,1333.0,,,,0,2.5,,45.0,,1954,201609,
인텔 셀러론 G1610,1990.0,https://prod.danawa.com/info/?pcode=1917902&cate=112747,인텔,1917902,//img.danawa.com/prod_img/500000/902/917/img/1917902_1.jpg?shrink=330:*&_v=20200708130628,아이비브릿지,인텔(소켓1155),2,2,0.5,2.0,55.0,,1,인텔 HD,1050.0,,8.0,,,16.0,,0,2.6,,22.0,,1521,201302,
AMD 애슬론II-X4 620,6000.0,https://prod.danawa.com/info/?pcode=15834797&cate=112747,AMD,15834797,//img.danawa.com/prod_img/500000/797/834/img/15834797_1.jpg?shrink=330:*&_v=20211201174522,프로푸스,AMD(소켓AM3),4,4,2.0,,95.0,,0,,,,24.0,2000.0,,,,0,2.6,,45.0,,1810,201001,
AMD A4 3300,5000.0,https://prod.danawa.com/info/?pcode=15833261&cate=112747,AMD,15833261,//img.danawa.com/prod_img/500000/261/833/img/15833261_1.jpg?shrink=330:*&_v=20211201165033,라노,AMD(소켓FM1),2,2,1.0,,65.0,,1,AMD HD 6410D,443.0,,8.0,2000.0,,,,0,2.5,,32.0,,967,201109,
인텔 제온 E 2124,339450.0,https://prod.danawa.com/info/?pcode=15059780&cate=112747,인텔,15059780,//img.danawa.com/prod_img/500000/780/059/img/15059780_1.jpg?shrink=330:*&_v=20210823141738,커피레이크,인텔(소켓1151v2),4,4,,8.0,71.0,,0,,,128.0,2.0,2666.0,2.0,16.0,,0,3.3,4.3,14.0,,7027,202108,
인텔 펜티엄 골드 G5620,229460.0,https://prod.danawa.com/info/?pcode=14737589&cate=112747,인텔,14737589,//img.danawa.com/prod_img/500000/589/737/img/14737589_1.jpg?shrink=330:*&_v=20210727174245,커피레이크-R,인텔(소켓1151v2),2,4,,4.0,54.0,,1,인텔 UHD 630,1100.0,64.0,2.0,2400.0,2.0,16.0,,0,4.0,,14.0,,4102,201910,
AMD EPYC 7452,4200000.0,https://prod.danawa.com/info/?pcode=9736680&cate=112747,AMD,9736680,//img.danawa.com/prod_img/500000/680/736/img/9736680_1.jpg?shrink=330:*&_v=20191111165801,롬,AMD(소켓SP3),32,64,16.0,128.0,155.0,,0,,,,2.0,3200.0,8.0,128.0,2.0,0,2.35,3.35,7.0,,49061,201911,
인텔 제온 스케일러블 실버 4112,651000.0,https://prod.danawa.com/info/?pcode=18158993&cate=112747,인텔,18158993,//img.danawa.com/prod_img/500000/993/158/img/18158993_1.jpg?shrink=330:*&_v=20221101140823,스카이레이크,인텔(소켓3647),4,8,,8.25,85.0,,0,,,,2.0,2400.0,,48.0,,0,2.6,3.0,14.0,,6446,201709,
인텔 제온 E 2224,350000.0,https://prod.danawa.com/info/?pcode=12111215&cate=112747,인텔,12111215,//img.danawa.com/prod_img/500000/215/111/img/12111215_1.jpg?shrink=330:*&_v=20220712134052,커피레이크-R,인텔(소켓1151v2),4,4,,8.0,71.0,,0,,,128.0,2.0,2666.0,2.0,16.0,4.0,0,3.4,4.6,14.0,,7285,201910,
인텔 펜티엄 G3420,4000.0,https://prod.danawa.com/info/?pcode=6113054&cate=112747,인텔,6113054,//img.danawa.com/prod_img/500000/054/113/img/6113054_1.jpg?shrink=330:*&_v=20190319174854,하스웰,인텔(소켓1150),2,2,0.5,3.0,54.0,,1,인텔 HD,1100.0,,8.0,,,16.0,,0,3.2,,22.0,,1938,201309,
인텔 코어2듀오 E4300,2570.0,https://prod.danawa.com/info/?pcode=4146417&cate=112747,인텔,4146417,//img.danawa.com/prod_img/500000/417/146/img/4146417_1.jpg?shrink=330:*&_v=20181115103701,콘로,인텔(소켓775),2,2,2.0,,,,0,,,,,800.0,,,,0,1.8,,65.0,,593,201606,
인텔 제온 E3-1270V5,91420.0,https://prod.danawa.com/info/?pcode=18158507&cate=112747,인텔,18158507,//img.danawa.com/prod_img/500000/507/158/img/18158507_1.jpg?shrink=330:*&_v=20221101134446,스카이레이크,인텔(소켓1151),4,8,1.0,8.0,80.0,,0,,,,14.0,,,16.0,,0,3.6,4.0,14.0,,8357,201512,
인텔 코어X-시리즈 i9-9920X,2763000.0,https://prod.danawa.com/info/?pcode=17439449&cate=112747,인텔,17439449,//img.danawa.com/prod_img/500000/449/439/img/17439449_1.jpg?shrink=330:*&_v=20220712104122,스카이레이크,인텔(소켓2066),12,24,,19.25,165.0,,0,,,128.0,2.0,2666.0,4.0,68.0,,0,3.5,4.5,14.0,,25170,201811,
인텔 코어X-시리즈 i9-9960X,1951020.0,https://prod.danawa.com/info/?pcode=11021481&cate=112747,인텔,11021481,//img.danawa.com/prod_img/500000/481/021/img/11021481_1.jpg?shrink=330:*&_v=20200507144339,스카이레이크,인텔(소켓2066),16,32,,22.0,165.0,,0,,,128.0,2.0,2666.0,4.0,68.0,,0,3.1,4.5,14.0,,30010,201812,
인텔 펜티엄 G3258,6700.0,https://prod.danawa.com/info/?pcode=6113009&cate=112747,인텔,6113009,//img.danawa.com/prod_img/500000/009/113/img/6113009_1.jpg?shrink=330:*&_v=20181106113531,하스웰,인텔(소켓1150),2,2,0.5,3.0,53.0,,1,인텔 HD,1100.0,,8.0,,,16.0,,0,3.2,,22.0,,2070,201408,
인텔 펜티엄 E5200,1080.0,https://prod.danawa.com/info/?pcode=4148314&cate=112747,인텔,4148314,//img.danawa.com/prod_img/500000/314/148/img/4148314_1.jpg?shrink=330:*&_v=20181115121415,울프데일,인텔(소켓775),2,2,2.0,,65.0,,0,,,,,800.0,,,,0,2.5,,45.0,,885,201606,
인텔 펜티엄 G3440,4300.0,https://prod.danawa.com/info/?pcode=17157887&cate=112747,인텔,17157887,//img.danawa.com/prod_img/500000/887/157/img/17157887_1.jpg?shrink=330:*&_v=20220530145313,하스웰 리프레시,인텔(소켓1150),2,2,0.5,3.0,54.0,,1,인텔 HD,1100.0,,8.0,,,16.0,,0,3.3,,22.0,,2207,201408,
인텔 펜티엄 G2120,2100.0,https://prod.danawa.com/info/?pcode=15833360&cate=112747,인텔,15833360,//img.danawa.com/prod_img/500000/360/833/img/15833360_1.jpg?shrink=330:*&_v=20211201165344,아이비브릿지,인텔(소켓1155),2,2,0.5,3.0,55.0,,1,인텔 HD,1050.0,,8.0,,,16.0,,0,3.1,,22.0,,1887,201209,
인텔 제온 E5-2603 v4,297000.0,https://prod.danawa.com/info/?pcode=15778025&cate=112747,인텔,15778025,//img.danawa.com/prod_img/500000/025/778/img/15778025_1.jpg?shrink=330:*&_v=20211125101052,브로드웰-EP,인텔(소켓2011-V3),6,6,,15.0,85.0,,0,,,,2.0,1866.0,,40.0,,0,1.7,1.7,14.0,,4695,201608,
인텔 제온 E5-2603,74990.0,https://prod.danawa.com/info/?pcode=13431515&cate=112747,인텔,13431515,//img.danawa.com/prod_img/500000/515/431/img/13431515_1.jpg?shrink=330:*&_v=20210609093817,샌디브릿지-EP,인텔(소켓2011),4,4,,10.0,80.0,,0,,,,8.0,,,,,0,1.8,,32.0,,2362,201205,
인텔 코어i9-9세대 9900,834500.0,https://prod.danawa.com/info/?pcode=11086104&cate=112747,인텔,11086104,//img.danawa.com/prod_img/500000/104/086/img/11086104_1.jpg?shrink=330:*&_v=20200707160439,커피레이크-R,인텔(소켓1151v2),8,16,,16.0,65.0,,1,인텔 UHD 630,1200.0,128.0,2.0,2666.0,2.0,16.0,4.0,0,3.1,5.0,14.0,,16673,201908,
AMD EPYC 7262,1177000.0,https://prod.danawa.com/info/?pcode=9736833&cate=112747,AMD,9736833,//img.danawa.com/prod_img/500000/833/736/img/9736833_1.jpg?shrink=330:*&_v=20191111165713,롬,AMD(소켓SP3),8,16,4.0,128.0,155.0,,0,,,,2.0,3200.0,8.0,128.0,2.0,0,3.2,3.4,7.0,,20795,201911,
인텔 코어i3-4세대 4370,22900.0,https://prod.danawa.com/info/?pcode=6112509&cate=112747,인텔,6112509,//img.danawa.com/prod_img/500000/509/112/img/6112509_1.jpg?shrink=330:*&_v=20181120165558,하스웰 리프레시,인텔(소켓1150),2,4,0.5,4.0,54.0,,1,인텔 HD 4600,1150.0,,8.0,,,16.0,,0,3.8,,22.0,,3842,201408,
인텔 펜티엄 G2030,2000.0,https://prod.danawa.com/info/?pcode=2099732&cate=112747,인텔,2099732,//img.danawa.com/prod_img/500000/732/099/img/2099732_1.jpg?shrink=330:*&_v=20200708130501,아이비브릿지,인텔(소켓1155),2,2,0.5,3.0,55.0,,1,인텔 HD,1050.0,,8.0,,,16.0,,0,3.0,,22.0,,1732,201306,
인텔 제온 E 2176G,749990.0,https://prod.danawa.com/info/?pcode=15280721&cate=112747,인텔,15280721,//img.danawa.com/prod_img/500000/721/280/img/15280721_1.jpg?shrink=330:*&_v=20210917115405,커피레이크,인텔(소켓1151v2),6,12,,12.0,80.0,,1,인텔 UHD P630,1200.0,128.0,2.0,2666.0,2.0,16.0,,0,3.7,4.7,14.0,,13586,201902,
AMD 애슬론II-X3 425,6000.0,https://prod.danawa.com/info/?pcode=15834872&cate=112747,AMD,15834872,//img.danawa.com/prod_img/500000/872/834/img/15834872_1.jpg?shrink=330:*&_v=20211201174800,라나,AMD(소켓AM3),3,3,1.5,,95.0,,0,,,,24.0,2000.0,,,,0,2.7,,45.0,,1516,201003,
인텔 펜티엄 G3450,4300.0,https://prod.danawa.com/info/?pcode=6113075&cate=112747,인텔,6113075,//img.danawa.com/prod_img/500000/075/113/img/6113075_1.jpg?shrink=330:*&_v=20181106113703,하스웰 리프레시,인텔(소켓1150),2,2,0.5,3.0,54.0,,1,인텔 HD,1100.0,,8.0,,,16.0,,0,3.4,,22.0,,2167,201408,
인텔 제온 스케일러블 골드 5120,4476000.0,https://prod.danawa.com/info/?pcode=5449121&cate=112747,인텔,5449121,//img.danawa.com/prod_img/500000/121/449/img/5449121_1.jpg?shrink=330:*&_v=20170901095352,스카이레이크,인텔(소켓3647),14,28,,19.25,105.0,,0,,,,2.0,2400.0,,48.0,,0,2.2,3.2,14.0,,17686,201709,
인텔 펜티엄 E5700,14690.0,https://prod.danawa.com/info/?pcode=4148262&cate=112747,인텔,4148262,//img.danawa.com/prod_img/500000/262/148/img/4148262_1.jpg?shrink=330:*&_v=20190115093733,울프데일,인텔(소켓775),2,2,2.0,,65.0,,0,,,,,800.0,,,,0,3.0,,45.0,,1072,201606,
인텔 코어2듀오 E7400,1690.0,https://prod.danawa.com/info/?pcode=4147269&cate=112747,인텔,4147269,//img.danawa.com/prod_img/500000/269/147/img/4147269_1.jpg?shrink=330:*&_v=20181115104651,울프데일,인텔(소켓775),2,2,3.0,,65.0,,0,,,,,1066.0,,,,0,2.8,,45.0,,1011,201606,
인텔 코어2듀오 E7200,1700.0,https://prod.danawa.com/info/?pcode=4147004&cate=112747,인텔,4147004,//img.danawa.com/prod_img/500000/004/147/img/4147004_1.jpg?shrink=330:*&_v=20181115104536,울프데일,인텔(소켓775),2,2,3.0,,65.0,,0,,,,,1066.0,,,,0,2.53,,45.0,,984,201606,
인텔 제온 E3-1245V6,199000.0,https://prod.danawa.com/info/?pcode=18158708&cate=112747,인텔,18158708,//img.danawa.com/prod_img/500000/708/158/img/18158708_1.jpg?shrink=330:*&_v=20221101135500,카비레이크,인텔(소켓1151),4,8,,8.0,73.0,,1,인텔 HD P630,,,14.0,,,16.0,,1,3.7,4.1,,,8690,201705,
인텔 코어X-시리즈 i9-9900X,1390000.0,https://prod.danawa.com/info/?pcode=14738312&cate=112747,인텔,14738312,//img.danawa.com/prod_img/500000/312/738/img/14738312_1.jpg?shrink=330:*&_v=20210714124105,스카이레이크,인텔(소켓2066),10,20,,19.25,165.0,,0,,,128.0,2.0,2666.0,4.0,68.0,,0,3.5,4.5,14.0,,21863,201811,
인텔 코어i9-9세대 9900KS,4045000.0,https://prod.danawa.com/info/?pcode=14737787&cate=112747,인텔,14737787,//img.danawa.com/prod_img/500000/787/737/img/14737787_1.jpg?shrink=330:*&_v=20211130135303,커피레이크-R,인텔(소켓1151v2),8,16,,16.0,127.0,,1,인텔 UHD 630,1200.0,128.0,2.0,2666.0,2.0,16.0,4.0,0,4.0,5.0,14.0,,19548,201910,
인텔 제온 E3-1220,,https://prod.danawa.com/info/?pcode=14186564&cate=112747,인텔,14186564,//img.danawa.com/prod_img/500000/564/186/img/14186564_1.jpg?shrink=330:*&_v=20210609165929,샌디브릿지,인텔(소켓1155),4,4,1.0,8.0,80.0,,0,,,,8.0,,,,,0,3.1,3.4,32.0,,3874,201106,
인텔 제온 스케일러블 골드 6130,4902500.0,https://prod.danawa.com/info/?pcode=5449077&cate=112747,인텔,5449077,//img.danawa.com/prod_img/500000/077/449/img/5449077_1.jpg?shrink=330:*&_v=20170901094659,스카이레이크,인텔(소켓3647),16,32,,22.0,125.0,,0,,,,2.0,2666.0,,48.0,,0,2.1,3.7,14.0,,20880,201709,
인텔 제온 스케일러블 골드 6138,4523000.0,https://prod.danawa.com/info/?pcode=5449029&cate=112747,인텔,5449029,//img.danawa.com/prod_img/500000/029/449/img/5449029_1.jpg?shrink=330:*&_v=20170901093714,스카이레이크,인텔(소켓3647),20,40,,27.5,125.0,,0,,,,2.0,2666.0,,48.0,,0,2.0,3.7,14.0,,20017,201709,
인텔 코어2듀오 E6550,,https://prod.danawa.com/info/?pcode=4147814&cate=112747,인텔,4147814,//img.danawa.com/prod_img/500000/814/147/img/4147814_1.jpg?shrink=330:*&_v=20181115103914,콘로,인텔(소켓775),2,2,4.0,,65.0,,0,,,,,1333.0,,,,0,2.33,,65.0,,885,201606,
인텔 펜티엄 E6300,1800.0,https://prod.danawa.com/info/?pcode=977018&cate=112747,인텔,977018,//img.danawa.com/prod_img/500000/018/977/img/977018_1.jpg?shrink=330:*&_v=20181115121618,울프데일,인텔(소켓775),2,2,2.0,,65.0,,0,,,,,1066.0,,,,0,2.8,,45.0,,1036,200911,
인텔 코어i5-11세대 11600,480500.0,https://prod.danawa.com/info/?pcode=14096297&cate=112747,인텔,14096297,//img.danawa.com/prod_img/500000/297/096/img/14096297_1.jpg?shrink=330:*&_v=20210504164524,로켓레이크S,인텔(소켓1200),6,12,,12.0,65.0,,1,인텔 UHD 750,,,2.0,3200.0,2.0,20.0,2.0,0,2.8,4.8,14.0,,18107,202103,
인텔 펜티엄 G3470,,https://prod.danawa.com/info/?pcode=6113173&cate=112747,인텔,6113173,//img.danawa.com/prod_img/500000/173/113/img/6113173_1.jpg?shrink=330:*&_v=20181106113913,하스웰 리프레시,인텔(소켓1150),2,2,0.25,3.0,53.0,,1,인텔 HD,1100.0,,8.0,,,16.0,,0,3.6,,22.0,,2428,201505,
인텔 제온 X5570,322060.0,https://prod.danawa.com/info/?pcode=1068763&cate=112747,인텔,1068763,//img.danawa.com/prod_img/500000/763/068/img/1068763_1.jpg?shrink=330:*&_v=20230331102739,네할렘,인텔(소켓1366),4,8,1.0,8.0,95.0,,0,,,,8.0,,,,,0,2.93,3.33,45.0,,3261,201004,
인텔 코어2듀오 E7300,1790.0,https://prod.danawa.com/info/?pcode=918138&cate=112747,인텔,918138,//img.danawa.com/prod_img/500000/138/918/img/918138_1.jpg?shrink=330:*&_v=20181115104626,울프데일,인텔(소켓775),2,2,3.0,,65.0,,0,,,,,1066.0,,,,0,2.66,,45.0,,974,200907,
인텔 제온 E3-1220V6,,https://prod.danawa.com/info/?pcode=18158663&cate=112747,인텔,18158663,//img.danawa.com/prod_img/500000/663/158/img/18158663_1.jpg?shrink=330:*&_v=20221101135228,카비레이크,인텔(소켓1151),4,4,,8.0,72.0,,0,,,,14.0,,,16.0,,1,3.0,3.5,,,5744,201705,
인텔 펜티엄 E5400,,https://prod.danawa.com/info/?pcode=4148060&cate=112747,인텔,4148060,//img.danawa.com/prod_img/500000/060/148/img/4148060_1.jpg?shrink=330:*&_v=20181115121514,울프데일,인텔(소켓775),2,2,2.0,,65.0,,0,,,,,800.0,,,,0,2.7,,45.0,,960,201606,
인텔 제온 스케일러블 골드 6128,4253580.0,https://prod.danawa.com/info/?pcode=5449089&cate=112747,인텔,5449089,//img.danawa.com/prod_img/500000/089/449/img/5449089_1.jpg?shrink=330:*&_v=20170901094955,스카이레이크,인텔(소켓3647),6,12,,19.25,115.0,,0,,,,2.0,2666.0,,48.0,,0,3.4,3.7,14.0,,13605,201709,
인텔 펜티엄 E5500,17800.0,https://prod.danawa.com/info/?pcode=4147888&cate=112747,인텔,4147888,//img.danawa.com/prod_img/500000/888/147/img/4147888_1.jpg?shrink=330:*&_v=20181115121539,울프데일,인텔(소켓775),2,2,2.0,,65.0,,0,,,,,800.0,,,,0,2.8,,45.0,,1015,201606,
인텔 펜티엄 G3430,,https://prod.danawa.com/info/?pcode=17157863&cate=112747,인텔,17157863,//img.danawa.com/prod_img/500000/863/157/img/17157863_1.jpg?shrink=330:*&_v=20220530145152,하스웰,인텔(소켓1150),2,2,0.5,3.0,54.0,,1,인텔 HD,1100.0,,8.0,,,16.0,,0,3.3,,22.0,,2127,201309,
인텔 제온 E 2124G,455690.0,https://prod.danawa.com/info/?pcode=15059837&cate=112747,인텔,15059837,//img.danawa.com/prod_img/500000/837/059/img/15059837_1.jpg?shrink=330:*&_v=20210823141749,커피레이크,인텔(소켓1151v2),4,4,,8.0,71.0,,1,인텔 UHD P630,1150.0,128.0,2.0,2666.0,2.0,16.0,,0,3.4,4.5,14.0,,7446,202108,
인텔 코어X-시리즈 i9-9820X,1048240.0,https://prod.danawa.com/info/?pcode=13174166&cate=112747,인텔,13174166,//img.danawa.com/prod_img/500000/166/174/img/13174166_1.jpg?shrink=330:*&_v=20211203142047,스카이레이크,인텔(소켓2066),10,20,,16.5,165.0,,0,,,128.0,2.0,2666.0,4.0,68.0,,0,3.3,4.2,14.0,,19890,201812,
인텔 펜티엄 G4620,,https://prod.danawa.com/info/?pcode=7897987&cate=112747,인텔,7897987,//img.danawa.com/prod_img/500000/987/897/img/7897987_1.jpg?shrink=330:*&_v=20200708104447,카비레이크,인텔(소켓1151),2,4,,3.0,51.0,,1,인텔 HD 630,1100.0,,14.0,2133.0,,16.0,,0,3.7,,14.0,,3735,201706,
인텔 코어i3-7세대 7300,,https://prod.danawa.com/info/?pcode=7812271&cate=112747,인텔,7812271,//img.danawa.com/prod_img/500000/271/812/img/7812271_1.jpg?shrink=330:*&_v=20200707164210,카비레이크,인텔(소켓1151),2,4,,4.0,51.0,,1,인텔 HD 630,1150.0,,14.0,2400.0,,16.0,,0,4.0,,14.0,,4529,201706,
인텔 펜티엄 G3460,,https://prod.danawa.com/info/?pcode=6113141&cate=112747,인텔,6113141,//img.danawa.com/prod_img/500000/141/113/img/6113141_1.jpg?shrink=330:*&_v=20181106113850,하스웰 리프레시,인텔(소켓1150),2,2,0.5,3.0,53.0,,1,인텔 HD,1100.0,,8.0,,,16.0,,0,3.5,,22.0,,2191,201408,
