name,price,link,company,product_seq,image,code,socket,core_number,thread_number,l2_cache,l3_cache,tdp,pbpmtp,has_graphic,graphic_name,graphic_core_speed,memory_capacity,memory_type,memory_clock,memory_channel,pcie_channel_number,pcie_version,has_cooler,clock_basic,clock_max,nm,tech_support,bench_mark,reg_date,bookmark
인텔 제온 스케일러블 골드 5122,4090770.0,https://prod.danawa.com/info/?pcode=5449112&cate=112747,인텔,5449112,//img.danawa.com/prod_img/500000/112/449/img/5449112_1.jpg?shrink=330:*&_v=20170901095244,스카이레이크,인텔(소켓3647),4,8,,16.5,105.0,,0,,,,2.0,2666.0,,48.0,,0,3.6,3.7,14.0,,8857,201709,
인텔 펜티엄 E2140,,https://prod.danawa.com/info/?pcode=4148444&cate=112747,인텔,4148444,//img.danawa.com/prod_img/500000/444/148/img/4148444_1.jpg?shrink=330:*&_v=20181115103109,콘로,인텔(소켓775),2,2,1.0,,65.0,,0,,,,,800.0,,,,0,1.6,,65.0,,561,201606,
인텔 펜티엄 E2160,,https://prod.danawa.com/info/?pcode=4148407&cate=112747,인텔,4148407,//img.danawa.com/prod_img/500000/407/148/img/4148407_1.jpg?shrink=330:*&_v=20181115103231,콘로,인텔(소켓775),2,2,1.0,,65.0,,0,,,,,800.0,,,,0,1.8,,65.0,,641,201606,
인텔 코어i5-3세대 3340,,https://prod.danawa.com/info/?pcode=2322793&cate=112747,인텔,2322793,//img.danawa.com/prod_img/500000/793/322/img/2322793_1.jpg?shrink=330:*&_v=20200708130937,아이비브릿지,인텔(소켓1155),4,4,1.0,6.0,77.0,,1,인텔 HD 2500,1050.0,,8.0,,,16.0,,0,3.1,3.3,22.0,,4250,201311,
AMD FX 4100,11130.0,https://prod.danawa.com/info/?pcode=28159028&cate=112747,AMD,28159028,//img.danawa.com/prod_img/500000/028/159/img/28159028_1.jpg?shrink=330:*&_v=20230911143559,잠베지,AMD(소켓AM3+),4,4,4.0,8.0,95.0,,0,,,,8.0,,,,,0,3.6,3.8,32.0,,2590,201110,
인텔 셀러론 G3920,74980.0,https://prod.danawa.com/info/?pcode=18453575&cate=112747,인텔,18453575,//img.danawa.com/prod_img/500000/575/453/img/18453575_1.jpg?shrink=330:*&_v=20221208134317,스카이레이크,인텔(소켓1151),2,2,0.5,2.0,51.0,,1,인텔 HD 510,950.0,,14.0,,,16.0,,0,2.9,,14.0,,2346,201604,
인텔 제온 스케일러블 브론즈 3106,,https://prod.danawa.com/info/?pcode=18158813&cate=112747,인텔,18158813,//img.danawa.com/prod_img/500000/813/158/img/18158813_1.jpg?shrink=330:*&_v=20221101140049,스카이레이크,인텔(소켓3647),8,8,,11.0,85.0,,0,,,,2.0,2133.0,,48.0,,0,1.7,,14.0,,5769,201709,
AMD 애슬론II-X4 630,6490.0,https://prod.danawa.com/info/?pcode=15834887&cate=112747,AMD,15834887,//img.danawa.com/prod_img/500000/887/834/img/15834887_1.jpg?shrink=330:*&_v=20211201174851,프로푸스,AMD(소켓AM3),4,4,2.0,,95.0,,0,,,,24.0,2000.0,,,,0,2.8,,45.0,,2134,201107,
인텔 제온 E5530,29290.0,https://prod.danawa.com/info/?pcode=15772850&cate=112747,인텔,15772850,//img.danawa.com/prod_img/500000/850/772/img/15772850_1.jpg?shrink=330:*&_v=20211124154430,네할렘,인텔(소켓1366),4,8,1.0,8.0,80.0,,0,,,,8.0,,,,,0,2.4,2.66,45.0,,2707,201006,
인텔 코어X-시리즈 i9-7920X,1236700.0,https://prod.danawa.com/info/?pcode=13174088&cate=112747,인텔,13174088,//img.danawa.com/prod_img/500000/088/174/img/13174088_1.jpg?shrink=330:*&_v=20210120131741,스카이레이크,인텔(소켓2066),12,24,,16.5,140.0,,0,,,128.0,2.0,2666.0,4.0,44.0,,0,2.9,4.3,14.0,,23575,201710,
AMD 라이젠5-3세대 3600XT,,https://prod.danawa.com/info/?pcode=12339050&cate=112747,AMD,12339050,//img.danawa.com/prod_img/500000/050/339/img/12339050_1.jpg?shrink=330:*&_v=20230911143124,마티스,AMD(소켓AM4),6,12,3.0,32.0,95.0,,0,,,,2.0,3200.0,2.0,16.0,2.0,0,3.8,4.5,7.0,,18696,202007,
인텔 셀러론 G5920,88000.0,https://prod.danawa.com/info/?pcode=12335948&cate=112747,인텔,12335948,//img.danawa.com/prod_img/500000/948/335/img/12335948_1.jpg?shrink=330:*&_v=20200923102043,코멧레이크S,인텔(소켓1200),2,2,,2.0,58.0,,1,인텔 UHD 610,1050.0,128.0,2.0,2666.0,2.0,16.0,4.0,0,3.5,,14.0,,2482,202006,
인텔 코어i3-10세대 10300,285300.0,https://prod.danawa.com/info/?pcode=11772994&cate=112747,인텔,11772994,//img.danawa.com/prod_img/500000/994/772/img/11772994_1.jpg?shrink=330:*&_v=20200923103120,코멧레이크S,인텔(소켓1200),4,8,,8.0,65.0,,1,인텔 UHD 630,1150.0,128.0,2.0,2666.0,2.0,16.0,4.0,0,3.7,4.4,14.0,,9389,202006,
인텔 펜티엄 G4520,,https://prod.danawa.com/info/?pcode=7485922&cate=112747,인텔,7485922,//img.danawa.com/prod_img/500000/922/485/img/7485922_1.jpg?shrink=330:*&_v=20190320112838,스카이레이크,인텔(소켓1151),2,2,0.5,3.0,51.0,,1,인텔 HD 530,,,14.0,2133.0,,16.0,,0,3.6,,14.0,,2707,201510,
인텔 코어i3-4세대 4330,20710.0,https://prod.danawa.com/info/?pcode=6112499&cate=112747,인텔,6112499,//img.danawa.com/prod_img/500000/499/112/img/6112499_1.jpg?shrink=330:*&_v=20181120160742,하스웰,인텔(소켓1150),2,4,0.5,4.0,54.0,,1,인텔 HD 4600,1150.0,,8.0,,,16.0,,0,3.5,,22.0,,3549,201309,
인텔 코어i3-7세대 7300T,648250.0,https://prod.danawa.com/info/?pcode=5582584&cate=112747,인텔,5582584,//img.danawa.com/prod_img/500000/584/582/img/5582584_1.jpg?shrink=330:*&_v=20220725155346,카비레이크,인텔(소켓1151),2,4,,4.0,35.0,,1,인텔 HD 630,1100.0,64.0,14.0,2133.0,2.0,16.0,,0,3.5,,14.0,,4211,201710,
인텔 코어2듀오 E8200,1790.0,https://prod.danawa.com/info/?pcode=4148492&cate=112747,인텔,4148492,//img.danawa.com/prod_img/500000/492/148/img/4148492_1.jpg?shrink=330:*&_v=20181115104739,울프데일,인텔(소켓775),2,2,6.0,,65.0,,0,,,,,1333.0,,,,0,2.66,,45.0,,1107,201606,
인텔 코어2듀오 E6750,,https://prod.danawa.com/info/?pcode=4147969&cate=112747,인텔,4147969,//img.danawa.com/prod_img/500000/969/147/img/4147969_1.jpg?shrink=330:*&_v=20181210103922,콘로,인텔(소켓775),2,2,4.0,,65.0,,0,,,,,1333.0,,,,0,2.66,,65.0,,1009,201606,
인텔 펜티엄 E6600,3000.0,https://prod.danawa.com/info/?pcode=4147874&cate=112747,인텔,4147874,//img.danawa.com/prod_img/500000/874/147/img/4147874_1.jpg?shrink=330:*&_v=20181115121711,울프데일,인텔(소켓775),2,2,2.0,,65.0,,0,,,,,1066.0,,,,0,3.06,,45.0,,1097,201606,
인텔 펜티엄 E6700,2990.0,https://prod.danawa.com/info/?pcode=4144083&cate=112747,인텔,4144083,//img.danawa.com/prod_img/500000/083/144/img/4144083_1.jpg?shrink=330:*&_v=20181115121905,울프데일,인텔(소켓775),2,2,2.0,,65.0,,0,,,,,1066.0,,,,0,3.2,,45.0,,1178,201606,
인텔 셀러론 G1630,2000.0,https://prod.danawa.com/info/?pcode=2302299&cate=112747,인텔,2302299,//img.danawa.com/prod_img/500000/299/302/img/2302299_1.jpg?shrink=330:*&_v=20200708124929,아이비브릿지,인텔(소켓1155),2,2,0.5,2.0,55.0,,1,인텔 HD,1050.0,,8.0,,,16.0,,0,2.8,,22.0,,1707,201311,
인텔 펜티엄 G2130,2100.0,https://prod.danawa.com/info/?pcode=1964344&cate=112747,인텔,1964344,//img.danawa.com/prod_img/500000/344/964/img/1964344_1.jpg?shrink=330:*&_v=20200708125912,아이비브릿지,인텔(소켓1155),2,2,0.5,3.0,55.0,,1,인텔 HD,1050.0,,8.0,,,16.0,,0,3.2,,22.0,,1915,201303,
인텔 펜티엄 G870,2200.0,https://prod.danawa.com/info/?pcode=1704944&cate=112747,인텔,1704944,//img.danawa.com/prod_img/500000/944/704/img/1704944_1.jpg?shrink=330:*&_v=20220627145132,샌디브릿지,인텔(소켓1155),2,2,0.5,3.0,65.0,,1,인텔 HD,850.0,,8.0,,,16.0,,0,3.1,,32.0,,1523,201206,
인텔 펜티엄 G850,1500.0,https://prod.danawa.com/info/?pcode=1376176&cate=112747,인텔,1376176,//img.danawa.com/prod_img/500000/176/376/img/1376176_1.jpg?shrink=330:*&_v=20181115120653,샌디브릿지,인텔(소켓1155),2,2,0.5,3.0,65.0,,1,인텔 HD,850.0,,8.0,,,16.0,,0,2.9,,32.0,,1412,201106,
인텔 펜티엄 G840,1500.0,https://prod.danawa.com/info/?pcode=1376038&cate=112747,인텔,1376038,//img.danawa.com/prod_img/500000/038/376/img/1376038_1.jpg?shrink=330:*&_v=20181115120312,샌디브릿지,인텔(소켓1155),2,2,0.5,3.0,65.0,,1,인텔 HD,850.0,,8.0,,,16.0,,0,2.8,,32.0,,1238,201106,
인텔 펜티엄 E2200,,https://prod.danawa.com/info/?pcode=686573&cate=112747,인텔,686573,//img.danawa.com/prod_img/500000/573/686/img/686573_1.jpg?shrink=330:*&_v=20181115103452,콘로,인텔(소켓775),2,2,1.0,,65.0,,0,,,,,800.0,,,,0,2.2,,65.0,,712,200807,
인텔 코어2듀오 E6600,,https://prod.danawa.com/info/?pcode=472410&cate=112747,인텔,472410,//img.danawa.com/prod_img/large/group_944/472410_1.jpg?shrink=330:*&_v=20181115104236,콘로,인텔(소켓775),2,2,4.0,,65.0,,0,,,,,1066.0,,,,0,2.4,,65.0,,937,200705,
