program_id,cpu_id,gpu_id,ram,dx,storage,os,spec_class
6262,158,1153.0,4,,0.25,"Windows 7, Windows 8",1
6263,413,911.0,4,Version 11,5,Windows 7/8/10 (64-bit),0
6263,216,1098.0,8,Version 11,5,Windows 7/8/10 (64-bit),1
6264,114,1106.0,2,Version 11,2,Windows 7 x64,0
6264,40,123.0,6,Version 11,2,Windows 7 x64,1
6265,424,1103.0,2,,5,Windows 7 or higher,0
6266,400,1153.0,,,20,WIndows 8,0
6266,400,,,,20,Windows 10,1
6267,400,,4,Version 11,8,Windows 10/8/7,0
6268,375,1057.0,2,Version 11,4,Windows 7,0
6268,387,1065.0,4,Version 11,4,Windows 7,1
6269,400,200.0,4,Version 9.0,0.5,Windows 7 or Later,0
6270,400,1072.0,3,DirectX 9.0 libraries (included on disc),10,"Windows XP (32/64 bits), Windows Vista (32/64 bits), Windows 7 (32/64 bits)**",0
6270,181,1105.0,3,DirectX 9.0 libraries (included on disc),10,"Windows XP (32/64 bits), Windows Vista (32/64 bits), Windows 7 (32/64 bits)**",1
6273,401,1106.0,3,DirectX® 9.0c,8.1,Windows 7 / XP SP3 / Vista SP2,0
6273,410,1097.0,4,DirectX® 9.0c,8.1,Windows 7 / XP SP3 / Vista SP2,1
6274,401,1106.0,3,9.0c,9,Windows 7 or (Windows® XP (with Service Pack 3) and DirectX® 9.0c) or (Windows Vista® with Service Pack 2) ,0
6274,410,1097.0,4,9.0c,9,Windows 7 or (Windows® XP (with Service Pack 3) and DirectX® 9.0c) or (Windows Vista® with Service Pack 2),1
6275,180,1153.0,8,Version 11,25,"Windows 10, 64-bit",0
6276,316,1068.0,4,Version 9.0c,7,"Windows 7, 64-bit",0
6276,180,990.0,8,Version 11,7,"Windows 10, 64-bit",1
6277,364,1007.0,8,,35,Windows 10 x64,0
6277,99,990.0,16,,35,Windows 10 x64,1
6278,198,1033.0,4,,5,Windows 7 64-bit (Service Pack 1) or newer,0
6278,317,1033.0,4,,5,Windows 7 64-bit (Service Pack 1) or newer,1
6280,254,1068.0,4,Version 11,5,Windows 7 or above (64-bit Operating System Required),0
6280,281,102.0,6,Version 11,5,Windows 10 64-bit,1
6281,400,200.0,1,DirectX June 2010 ,1.5,Windows XP SP3 ,0
6281,400,200.0,1.5,DirectX June 2010 ,1.5,"Windows XP SP3, Windows 7 or Windows Vista SP2 ",1
6282,182,,1,DirectX® 9,1.5,"Windows XP SP2, Vista, or Windows 7 ",0
6282,400,,2,DirectX® 9,1.5,"Windows XP SP2, Vista, or Windows 7 ",1
6284,375,,2,,4,Windows XP SP3,0
6284,375,,4,,6,Windows 7 SP1,1
6285,375,,2,,4,Windows XP SP3,0
6285,375,,4,,6,Windows 7 SP1,1
6286,400,,2,,8,Windows 7 SP1,0
6286,400,,4,,10,Windows 10,1
6287,400,1182.0,0.5,9.0c,6,Windows 7,0
6288,82,1079.0,8,,55,Windows 7/8/8.1/10 (64 bit),0
6288,216,1098.0,8,,55,Windows 7/8/8.1/10 (64 bit),1
6289,424,1153.0,4,Version 11,1,"64bit OS, Windows 7 SP1, Windows 8 / 8.1, Windows 10",0
6289,287,1105.0,8,Version 11,1,"64bit OS, Windows 7 SP1, Windows 8 / 8.1, Windows 10",1
6290,216,1135.0,6,Version 11,1,Windows 8 or 10,0
6290,124,323.0,8,Version 11,1,Windows 8 or 10,1
6291,400,,0.0625,,0.08,Windows ME or higher,0
6292,245,1007.0,8,Version 11,40,Windows 64-bit Windows 7 / 64-bit Windows 8 / 64-bit Windows 10,0
6293,424,200.0,2,,4,Windows Vista/7/8/8.1/10,0
6294,63,421.0,4,Version 11,3,Windows 7 64-bit,0
6294,123,102.0,8,Version 11,4,Windows 10 64-bit,1
6295,114,1072.0,2,,,Windows 7,0
6296,158,,1,DirectX® 9.0c,0.05,"Windows XP, Vista, 7",0
6297,400,,2,,0.449,XP,0
6297,285,200.0,8,,0.449,Windows 8 / 7 / Vista / XP,1
6298,401,1153.0,6,Version 11,10,Windows 7 / 8 / 10 (64bit OS),0
6298,361,1153.0,12,Version 11,10,Windows 7 / 8 / 10 (64bit OS),1
6299,123,1225.0,8,Version 11,15,Windows 10 64 bit,0
6299,158,323.0,12,Version 11,16,Windows 10 64 bit,1
6300,351,1031.0,8,Version 11,15,"Windows 7 SP1 with Platform Update for Windows 7, 64-bit",0
6300,156,1114.0,16,Version 11,15,"Windows 10 version 14393.102 or higher, 64-bit",1
6301,363,1072.0,4,,4,Windows 10 64 bit,0
6301,144,872.0,8,,4,Windows 10 64 bit,1
6302,400,,0.5,9.0,0.4,Windows 8,0
6302,182,,1,,,Windows 10,1
6303,216,1135.0,4,,,Windows 7 SP1 or newer,0
6304,400,,8,,1,Windows Vista or Later,0
6305,375,1153.0,2,Version 11,5,Windows 7 64-bit,0
6305,425,1065.0,4,Version 11,5,Windows 7/Windows 8.1 64-bit,1
6306,400,1106.0,2,,12,Windows Vista Service Pack 2 32-bit,0
6306,320,115.0,4,,12,Windows 7 Service Pack 1 64-bit ,1
6307,183,1153.0,8,Version 11,25,Windows 7/8/10 (64 Bit),0
6307,42,598.0,16,Version 12,25,Windows 10 (64 Bit),1
6308,99,872.0,8,Version 11,75,"Windows 10/11, 64-bit",0
6308,223,990.0,16,Version 12,75,"Windows 10/11, 64-bit",1
6309,182,200.0,4,Version 11,1,"Windows 7, 64-bit (fully, FULLY patched)",0
6310,400,,2,,0.05,"Windows 7, 8, 10",0
6311,363,1153.0,8,Version 11,5,Windows 7,0
6312,400,,0.5,Version 9.0,2,"Windows 7, 8, 10",0
6312,400,1153.0,1,Version 11,2,"Windows 7, 8, 10",1
6313,424,200.0,1,9.0c,1.5,Windows XP SP3,0
6314,216,872.0,6,Version 11,7,"Windows™ 7 SP1, Windows™ 8.1 or later or Windows™ 10",0
6315,162,421.0,4,Version 11,17,Windows 7 SP1 (x64),0
6315,297,1135.0,12,Version 11,17,Windows 10 (x64),1
6316,118,102.0,8,Version 12,35,Windows 10 64-bit,0
6316,42,598.0,16,Version 12,35,Windows 10 64-bit,1
6317,400,1185.0,1,9.0c,0.4,"Windows XP SP3, Windows Vista/7/8",0
6317,320,200.0,2,9.0c,0.4,"Windows XP SP3, Windows Vista/7/8",1
6318,400,200.0,0.25,,0.6,Windows 98/ME/2000/XP/Vista,0
6318,400,,,,,,1
6319,311,1192.0,4,Version 9.0c,2,"Windows 7, 10 (32 or 64bit)",0
6319,150,872.0,8,Version 11,2,"Windows 7, 10 (32 or 64bit)",1
6320,401,1173.0,2,Version 8.1,6,Windows 7,0
6320,113,1004.0,4,Version 11,6,Windows 10,1
6321,400,200.0,2,DirectX version 9.0c (included) or higher,11,"Windows XP SP2, Windows Vista",0
6321,361,1106.0,2,DirectX version 9.0c (included) or higher,11,"Windows XP SP2, Windows Vista",1
6322,400,1173.0,0.25,DirectX(R) 9.0 or better,3.7,Windows(R) 2000 (Service Pack 4) / Windows(R) XP (Service Pack 1),0
6322,400,1236.0,0.5,DirectX(R) 9.0 or better,3.7,Windows(R) XP (Service Pack 1),1
6323,400,1103.0,1,DirectX 9.0c or higher,12,Windows XP/Vista,0
6323,400,1173.0,2,DirectX 9.0c or higher,12,Windows XP/Vista,1
6324,401,,4,,2,Windows 7 or later (32 or 64 bit),0
6325,216,1098.0,8,,,Windows 7 SP1 or newer,0
6326,400,1127.0,0.5,DirectX 9.0c (included on disc),2.2,Windows XP SP2 / Windows Vista,0
6326,400,1127.0,1,DirectX 9.0c (included on disc),2.2,Windows XP SP2 / Windows Vista,1
6327,400,,0.5,Version 9.0,0.6,Windows,0
6328,424,,8,Version 9.0c,1,64 bit Windows,0
6329,375,200.0,2,Version 7.0,1,Windows XP (64-bit),0
6329,375,1105.0,4,Version 9.0,1,Windows 10 (64-bit),1
6330,375,1153.0,2,Version 11,11,Windows 7 32-bit,0
6330,375,1031.0,4,Version 12,11,Windows 10 64-bit,1
6331,183,1079.0,4,Version 11,8,Windows 7 (64-bit) or newer,0
6331,158,1098.0,8,Version 11,8,Windows 7 (64-bit) or newer,1
6332,400,,,Version 10,,Windows 7 (SP1+) and Windows 10,0
6333,227,1065.0,4,,15,Windows 7/8/10 (64-bit),0
6333,353,1004.0,8,,15,Windows 7/8/10 (64-bit),1
6334,322,421.0,4,11,30,"Windows 7 SP1, Windows 8/8.1 (64bit)",0
6334,322,115.0,8,11,30,Windows 8/8.1 (64bit),1
6335,236,1007.0,8,,,"Windows 7 SP1, Windows 8.1, Windows 10 (64-bit versions only)",0
6335,364,237.0,8,,,"Windows 7 SP1, Windows 8.1, Windows 10 (64-bit versions only)",1
6336,158,872.0,8,,40,Windows 10 (64 bit only),0
6336,373,598.0,8,,40,Windows 10 (64 bit only),1
6337,162,421.0,4,Version 9.0,3,Windows 7 or Higher (32-bit or higher),0
6337,114,1065.0,6,Version 9.0,3,Windows 7 or Higher (32-bit or higher),1
6338,316,1153.0,4,,3,Windows 10,0
6339,291,421.0,4,Version 11,8,"64-Bit OS Required: Win7 SP1, Windows 8.1, or Windows 10",0
6340,263,1065.0,8,Version 11,8,"Win7 SP1, Windows 8.1, or Windows 10 (64-Bit Required)",0
6341,400,,1,,0.1,"Windows 10, 8.1, 8, 7, Vista, XP",0
6341,320,,2,,0.1,"Windows 10, 8.1, 8, 7, Vista, XP",1
6342,216,1135.0,8,,3,"Windows 7 SP1 or newer, 64-bit",0
6343,400,1068.0,0.25,Version 7.0,0.04,Windows XP/Vista/7/8/10,0
6343,400,1102.0,0.5,,,,1
6344,400,1153.0,2,DirectX 9.0c,7,Windows XP (SP3) / Vista (SP2) / Windows 7,0
6344,400,1153.0,2,DirectX 9.0c,7,Windows XP (SP3) / Vista (SP2) / Windows 7,1
6345,263,1106.0,4,Version 11,5,"Windows 7 SP1 64 bit, Windows 8.1 64 bit",0
6345,158,1114.0,8,Version 11,5,"Windows 7 SP1 64 bit, Windows 8.1 64 bit, Win10 64 bit",1
6346,123,1225.0,6,Version 11,37,Windows 10 64-bit,0
6346,158,1098.0,8,Version 11,37,Windows 10 64-bit,1
6347,400,1103.0,0.5,DirectX 9.0c,3,,0
6348,423,,4,Version 10,5,Windows 8 or higher 64-bit operating system,0
6349,401,1127.0,2.5,9.0c,10,Windows Vista/7/8,0
6349,401,1127.0,2.5,9.0c,10,Windows Vista/7/8,1
6350,364,1114.0,8,,,"Windows 10, 64-bit",0
6350,120,990.0,8,,,"Windows 10, 64-bit",1
6351,364,911.0,8,Version 12,80,Windows 10 64-bit,0
6351,120,872.0,8,Version 12,80,Windows 10 64-bit,1
6352,364,911.0,8,Version 11,80,Windows 7 64-bit,0
6352,120,872.0,8,Version 11,80,Windows 10 64-bit,1
6353,332,1004.0,8,Version 11,65,"Windows 10, 64-bit",0
6353,120,990.0,12,Version 11,65,"Windows 10, 64-bit",1
6354,424,200.0,1.5,,10,Windows XP/Vista/7 ,0
6354,285,1106.0,2,,10,Windows XP/Vista/7 ,1
6355,400,200.0,2,Version 9.0c,1,Windows 10,0
6355,400,1153.0,4,Version 9.0c,1,Windows 10,1
6356,400,200.0,2,Version 10,1,Windows XP,0
6356,400,1153.0,4,Version 10,1,Windows 10,1
6357,216,1007.0,6,Version 11,15,Windows 7/8/10 (64-bit versions),0
6357,180,1098.0,8,Version 11,15,Windows 7/8/10 (64-bit versions),1
6358,414,1079.0,10,Version 11,75,"64-bit Windows 7, Windows 8.1, Windows 10",0
6358,120,872.0,16,Version 11,75,"64-bit Windows 7, Windows 8.1, Windows 10",1
6359,400,123.0,2,,4,Windows XP / Vista / 7,0
6360,400,123.0,4,Version 9.0c,6,"Windows Vista SP1, Windows 7, Windows 8",0
6360,174,1068.0,8,Version 11,15,"Windows 7, Windows 8",1
6361,424,1106.0,2,Version 9.0c,4,"Windows XP, Vista, 7, 8, 10",0
6361,114,1153.0,4,Version 9.0c,4,"Windows XP, Vista, 7, 8, 10",1
6362,424,200.0,1,,0.15,Windows XP SP3,0
6362,320,1097.0,1,,0.15,Windows 7 or higher,1
6363,369,200.0,4,Version 11,3,Windows Vista+,0
6363,363,1105.0,6,Version 11,3,Windows 7,1
6364,123,1031.0,8,Version 11,30,Windows® 10 64-bit / Windows® 11 64-bit,0
6364,123,876.0,8,Version 12,30,Windows® 10 64-bit / Windows® 11 64-bit,1
6365,292,1103.0,1,,1,Windows Vista,0
6365,425,,2,,1,Windows 7,1
6366,361,1106.0,1.0,Version 11,0.431,Windows 7 Home 64-bit,0
6367,400,1127.0,2,Version 9.0,2,Windows XP,0
6367,363,1105.0,4,Version 11,3,Windows 7,1
6368,400,123.0,2,Version 9.0c,1,Windows 7,0
6369,218,107.0,8,Version 11,5,Windows 10,0
6370,400,,1,,1,Windows XP or later,0
6371,174,1007.0,6,Version 11,25,"Window 7, 8, 8.1, 10",0
6371,180,1004.0,8,Version 11,25,"Windows 7, 8, 8.1, 10",1
6372,400,,4,,0.5,Windows XP or later,0
6373,375,,0.25,DirectX v8.1 ,1.024,,0
6373,375,,0.25,DirectX v8.1 ,1.024,,1
6374,375,,0.25,DirectX v8.1 ,1.024,,0
6374,375,,0.25,DirectX v8.1 ,1.024,,1
6375,375,,0.25,DirectX v8.1 ,1.024,,0
6375,375,,0.25,DirectX v8.1 ,1.024,,1
6376,400,1103.0,0.5,DirectX 9.0c,4.6,"Windows XP, Windows 2000, Windows XP 64-bit",0
6376,400,200.0,1,DirectX 9.0c,4.6,"Windows XP, Windows 2000, Windows XP 64-bit",1
6377,316,421.0,3,Version 11,85,Windows 7 64-bit,0
6377,209,1065.0,8,Version 11,85,Windows 7 64-bit,1
6378,401,977.0,2,DX9,6,Windows 7/Vista/XP PC (32 or 64 bit),0
6378,320,1153.0,4,DX9,,Windows 7/Vista/XP PC (32 or 64 bit),1
6379,322,1065.0,8,,12,Windows 7/8.1/10 (64-bit),0
6379,380,107.0,8,,12,Windows 7/8.1/10 (64-bit),1
6380,158,1098.0,8,,15,Windows 7/8.1/10 (64-bit versions),0
6380,273,990.0,8,,15,Windows 10 (64-bit),1
6383,356,1173.0,2,,3,Windows 7 / Windows 8 / Windows 10,0
6384,285,1004.0,4,,,Windows 7,0
6385,162,,2,,0.5,Windows 7 or higher,0
6385,40,1153.0,4,,0.5,Windows 10,1
6386,400,1097.0,1,,2,Windows XP,0
6387,113,1007.0,6,Version 10,6,"Windows 7 or later, 64-bit",0
6387,380,102.0,10,Version 11,8,"Windows 8 or later, 64-bit",1
6388,351,1153.0,4,Version 11,15,Windows 7 x64 or newer,0
6388,161,872.0,8,Version 11,15,Windows 7 x64 or newer,1
6389,375,1153.0,1,Version 10,0.2,Windows 7 SP1+ (demOS Compatible),0
6390,424,1072.0,2,,2,Windows XP,0
6391,390,200.0,2,Version 11,4,Windows 7/8.1/10 (32-bit versions),0
6391,414,1065.0,4,Version 11,4,Windows 7/8.1/10 (64-bit versions),1
6392,424,1072.0,2,Version 10,1,Windows Vista,0
6393,400,1153.0,1,,0.28,Windows XP/Vista/7/8/8.1/10 x86/x64,0
6394,183,1004.0,8,Version 11,8,Windows 10 (64 bit),0
6394,195,990.0,16,Version 11,9,Windows 10 (64 bit),1
6395,40,421.0,4,Version 11,50,64-bit Windows 7 SP1/Windows 8.1,0
6395,40,1031.0,4,Version 11,50,64-bit Windows 7 SP1/Windows 8.1,1
6396,380,1007.0,8,,40,Windows 7/8.1/10 (64-bit versions),0
6396,265,872.0,16,,40,Windows 7/8.1/10 (64-bit versions),1
6397,285,1173.0,2,Version 9.0c,2,Windows 7,0
6398,287,911.0,6,Version 11,18,Windows 10 64-bit Operating System (32-bit operating systems not supported),0
6398,281,872.0,8,Version 11,20,Windows 10 64-bit Operating System,1
6399,174,123.0,2,,4,Windows® XP SP3 / Windows Vista® SP2,0
6399,174,123.0,4,,4,Windows® 7 SP1,1
6400,400,,2,,0.15,Windows Vista or Later,0
6400,400,,2,,0.15,Windows Vista or Later,1
6401,209,1173.0,4,Version 9.0c,2,WindowsXP SP2 or later,0
6401,281,1065.0,4,Version 9.0c,2,Windows 7 or later,1
6402,162,1153.0,2,Version 11,3,Windows 10 32bit,0
6402,114,872.0,4,Version 11,3,Windows 10 64bit,1
6403,328,1173.0,3,,0.45,Windows XP SP3 or later,0
6404,284,421.0,4,Version 10,5,Windows 7/8.1/10 (64 bits),0
6404,180,1135.0,8,Version 10,5,Windows 7/8.1/10 (64 bits),1
6405,287,1005.0,8,,1.4,"Windows 7 SP1+, 8, 10",0
6406,285,,2,Version 9.0c,2,Windows 7,0
6406,198,,4,Version 9.0c,3,Windows 7,1
6407,369,1004.0,6,,11,Windows 7 or higher 64bit,0
6408,400,200.0,2,9.0c,3,Windows® XP or later,0
6408,424,896.0,4,9.0c,3,Windows® XP or later,1
6409,375,,2,,0.5,"Windows XP, Vista, 7, 8, or 10",0
6409,182,,3,,0.5,"Windows XP, Vista, 7, 8, or 10",1
6410,400,,1,,0.3,Windows XP and up,0
6411,292,123.0,2,,1,Windows 7,0
6413,186,1005.0,8,Version 12,30,Windows 10 x64,0
6413,22,598.0,16,Version 12,30,Windows 10 x64,1
6414,285,1103.0,1,DirectX 9.0c,5,"Windows XP, Windows Vista, Windows 7",0
6414,424,1103.0,2,DirectX 9.0c,5,"Windows XP, Windows Vista, Windows 7",1
6415,424,1065.0,8,,4,Windows XP SP2+,0
6416,424,,4,Version 11,2,Windows 7 64 bit (requires 64 bit OS),0
6417,424,1072.0,2,Version 9.0c,3,Windows XP,0
6418,285,1106.0,4,Version 9.0,5,Windows 7,0
6418,320,896.0,4,Version 9.0,5,Windows 7,1
6419,82,911.0,6,,25,Windows® 7 64-bit / Windows® 8 64-bit / Windows® 8.1 64-bit / Windows® 10 64-bit,0
6419,114,872.0,8,,25,Windows® 10 64-bit,1
6420,182,,0.5,,0.4,Windows XP or higher,0
6421,400,911.0,8,Version 11,26,Windows 7 SP1 64-bit,0
6421,400,872.0,8,Version 11,26,Windows 10 64-bit,1
6422,400,,0.5,Version 9.0,,Windows 7 or higher,0
6423,113,896.0,6,Version 11,8,7,0
6424,400,,1.0,Version 7.1,2,Windows 7 and newer,0
6424,400,,2.0,Version 9.0,2,Windows 10,1
6425,216,1098.0,8,Version 11,,Windows 7,0
6425,40,990.0,16,Version 11,,Windows 7,1
6426,123,1079.0,4,Version 11,2,"Windows 7 or above, 64-bit",0
6427,400,1072.0,4,Version 10,2,7,0
6427,209,107.0,8,Version 10,2,10,1
6428,400,1153.0,4,Version 9.0,4,Windows XP SP3,0
6429,263,1153.0,5.859375,,6.0,Windows 7,0
6429,114,1007.0,7.8125,,6.0,Windows 10,1
6430,400,123.0,2,The latest version of DirectX 9.0c,9,WINDOWS XP (SP2) or Vista,0
6431,400,1173.0,0.25,DirectX 9.0c,5,Windows XP or Windows 2000,0
6432,400,1236.0,0.5,,8,Windows 2000/XP/Vista,0
6432,400,200.0,2,,8,Windows 2000/XP/Vista,1
6433,400,200.0,0.5,DirectX 9.0c,4,Windows XP/2000/Vista,0
6433,400,200.0,1,DirectX 9.0c,4,Windows XP/2000/Vista,1
6434,400,1103.0,4,11,2,"Windows Vista, 7, 8",0
6434,114,1105.0,4,11,2,"Windows Vista, 7, 8",1
6435,320,1153.0,4,Version 11,5,"Windows 7 64 bit, Windows 8 64 bit, Windows 10 64 bit",0
6435,114,911.0,8,Version 11,5,"Windows 7 64 bit, Windows 8 64 bit, Windows 10 64 bit",1
6436,287,1153.0,4,Version 11,12,"Windows 7 64 bit, Windows 8.1 64 bit, Windows 10 64 bit",0
6436,307,911.0,8,Version 11,12,Windows 10 64 bit,1
6437,364,1004.0,8,Version 9.0c,5,"Windows 10, 64-bit",0
6437,353,990.0,16,Version 9.0c,5,"Windows 10, 64-bit",1
6438,400,1103.0,0.25,DirectX® 9.0c,0.05,Microsoft® Windows® XP or Vista,0
6439,216,1135.0,8,,25,Windows 10 or newer,0
6439,216,1114.0,8,,25,Windows 10 or newer,1
6440,216,107.0,8,,13,Windows 10 64bit,0
6440,99,898.0,16,,13,Windows 10/11 64bit,1
6441,401,,4,Version 11,4,Windows 7 (32-bit),0
6441,320,,8,Version 11,4,Windows 7 or later (64-bit),1
6442,375,1106.0,4,Version 9.0,,Windows XP or Higher (32-bit or higher),0
6443,400,1103.0,0.5,DirectX9,,"MS Windows® XP, Vista ",0
6443,400,1103.0,1,DirectX9,,"MS Windows® XP, Vista ",1
6444,424,421.0,4,Version 11,5,"Windows 7 or higher, 64-bit",0
6445,174,1007.0,4,Version 12,11,Windows 10 version 18362.0 or higher,0
6445,28,990.0,16,Version 12,11,"Windows 10 version 18362.0 or higher, 64-bit",0
6446,424,1153.0,1.953125,Version 9.0,0.8,Windows XP SP2+,0
6446,238,1225.0,3.90625,Version 11,0.8,Windows 7,1
6447,400,1153.0,1,,0.25,Windows XP/Vista/7,0
6449,161,1065.0,2,Version 9.0c,5,Windows 7/8/10,0
6449,114,1245.0,4,Version 11,5,Windows 7/8/10,1
6450,400,200.0,0.5,DirectX 9.0c,2.3,Windows XP/Vista,0
6450,400,1106.0,1,DirectX 9.0c,2.3,Windows XP/Vista,1
6451,375,,2,Version 11,4,"Windows 7, 64-bit",0
6452,400,,2,Version 9.0,2,Windows Vista/7/8/8.1/10,0
6453,400,1072.0,5,Version 11,30,Windows 7 64-bit,0
6454,401,1103.0,2,Version 9.0c,3,Windows 7 or higher,0
6455,294,102.0,8,Version 11,7,"Windows 10, 64-bit",0
6455,282,990.0,16,Version 11,7,"Windows 10, 64-bit",1
6457,400,911.0,4,Version 10,6.6,Windows 7 or higher 64-bit,0
6457,320,323.0,6,Version 11,6.6,Windows 7 or higher 64-bit,1
6458,401,1072.0,1,DirectX 9.0c,20,"Windows XP, Windows Vista, Windows 7, Windows 8",0
6458,238,1153.0,1.5,DirectX 9.0c,20,"Windows XP, Windows Vista, Windows 7, Windows 8",1
6459,401,1072.0,1,9.0c,20,"Windows XP, Vista, Windows 7, Windows 8",0
6459,238,1153.0,2,9.0c,20,"Windows XP, Vista, Windows 7, Windows 8",1
6460,401,1072.0,1,Version 9.0c,20,"Windows XP, Windows Vista, Windows 7, Windows 8",0
6460,238,1153.0,2,Version 9.0c,20,"Windows XP, Vista, Windows 7, Windows 8",1
6461,400,200.0,2,DirectX 9.0c,12,Windows XP or Vista ,0
6461,400,1106.0,2,DirectX 9.0c,12,Windows XP or Vista ,1
6462,400,200.0,2,,20,"Windows 7,8,10",0
6463,40,1004.0,8,Version 9.0c,7,"Windows 7, 64-bits",0
6463,40,898.0,16,,7,"Windows 10, 64-bits",1
6464,400,,2,,1.4,"Microsoft® Windows® XP, Windows Server 2008, Windows Vista® Home Premium, Business, Ultimate, or Enterprise (including 64 bit editions) with Service Pack 2, Windows 7, or Windows 8 Classic",0
6464,400,,4,,1.4,"Microsoft® Windows® XP, Windows Server 2008, Windows Vista® Home Premium, Business, Ultimate, or Enterprise (including 64 bit editions) with Service Pack 2, Windows 7, or Windows 8 Classic",1
6465,400,1173.0,4,,4,Windows 7 or Windows 8 Classic,0
6466,223,872.0,16,Version 11,25,Windows 10 (64-bit),0
6466,223,598.0,32,Version 12,25,Windows 10 (64-bit),1
6467,281,421.0,6,Version 10,2,Windows 7 (64-bit),0
6468,320,421.0,4,Version 11,10,Windows 7 64-bit or later (64 Bit ONLY),0
6469,401,,0.5,,0.65,Windows 7,0
6470,401,,4,,1,Windows 7+,0
6471,400,1079.0,4,,3,Windows 7,0
6471,400,1103.0,8,,3,Windows 8.1+,1
6472,400,977.0,1,9.0c,1,"Windows XP SP 2+, Windows Vista, Windows 7",0
6473,400,1173.0,1.0,,0.48,Windows Vista/7/8/10,0
6473,400,200.0,2.0,,0.48,Windows Vista/7/8/10,1
6474,281,1192.0,4,,16,Windows 7 64-bit,0
6474,307,1031.0,8,,16,"WINDOWS® 7, 8, 8.1, 10 (64-BIT Required)",1
6475,114,1153.0,4,Version 11,65,"Windows 7, 64-bit",0
6475,40,872.0,8,Version 11,65,"Windows 10, 64-bit",1
6476,424,1097.0,2,,6,Windows 7 or higher,0
6477,380,1106.0,8,Version 10,11,"Windows 10, 64-bit",0
6477,219,1065.0,8,Version 10,11,"Windows 10, 64-bit",1
6478,113,1098.0,4,,,"Windows 7 SP1, Windows 8.1 or Windows 10",0
6479,154,1031.0,8,,,Windows® 10 Home 64 Bit,0
6479,106,558.0,16,,,Windows® 10 Home 64 Bit or Windows® 11,1
6480,400,1127.0,1,,0.6,Windows XP (SP3) or newer,0
6481,424,421.0,4,Version 11,5,Windows 7/8/10 (64-bit OS required),0
6481,238,1031.0,8,Version 11,5,Windows 7/8/10 (64-bit OS required),1
6482,420,1192.0,4,Version 11,3,Windows 10 (64-bit),0
6482,287,674.0,8,Version 11,3,Windows 10 (64-bit),1
6483,163,102.0,12,Version 11,8,"Windows 10, 64-bit",0
6483,84,4.0,16,Version 11,8,"Windows 10, 64-bit",1
6484,400,,1,Version 9.0c,40,"Windows XP, Vista",0
6484,400,,2,Version 9.0c,40,"Windows 7,8,10",1
6485,425,200.0,2,Version 11,2,"Windows 7, 64-bit",0
6485,113,1153.0,4,Version 11,2,"Windows 10, 64-bit",1
6487,79,102.0,16,,100,"Windows 10 64-bit, Version 1909 or Newer",0
6487,255,999.0,16,,100,"Windows 10 64-bit, Version 1909 or Newer",1
6489,251,1004.0,8,Version 11,25,Windows 10 64-bit,0
6489,399,598.0,12,Version 11,25,Windows 10 64-bit,1
6490,401,123.0,1.5,DirectX® 9.0c,15,Microsoft® Windows® XP SP2/Vista® SP1 *1 *2,0
6490,361,1072.0,2,DirectX® 9.0c,15,Microsoft® Windows Vista® SP1 *1 *2 ,1
6491,209,1072.0,2,Version 11,2,Windows 7,0
6491,209,,4,Version 11,2,Windows 10,1
6492,364,1068.0,4,Version 9.0,2,Windows 7,0
6492,99,1007.0,8,Version 9.0,2,Windows 10,1
6493,424,200.0,2,Version 9.0c,2,Windows XP Service Pack 3 32-bit,0
6493,320,1097.0,4,Version 9.0c,2,Windows 7 or higher,1
6494,400,1097.0,4,Version 9.0,4,Windows 7 or later (64 bit required),0
6494,162,,4,Version 11,4,Windows 10 (64 bit required),1
6495,400,200.0,0.5,Version 9.0c,3,Windows XP,0
6495,400,200.0,1,Version 9.0c,4,"Windows Vista, 7 or 8 (64-bit supported)",1
6496,400,200.0,0.5,Version 9.0c,5,Windows XP,0
6496,400,200.0,1,Version 9.0c,6,Windows Vista or later (64-bit supported),1
6497,329,1106.0,4,Version 11,17,Windows 7 or later,0
6497,287,1004.0,4,Version 11,17,Windows 7 or later,1
6498,329,1106.0,4,Version 11,19,Windows 7 or later,0
6498,287,1004.0,6,,19,Windows 7 or later,1
6499,361,1106.0,2,9.0c,3,"Windows XP, Vista, 7, 8",0
6500,401,200.0,2,9.0c,10,"Windows®XP SP3, Windows Vista/7/8 with latest service packs/updates",0
6500,320,421.0,4,11,10,Windows XP/Vista/7/8,1
6501,197,911.0,4,Version 11,16,Windows 7,0
6501,123,102.0,4,Version 11,16,Windows 10,1
6502,317,1106.0,4,Version 11,20,Windows 7/8/8.1/10 x86 and x64,0
6502,263,911.0,4,Version 11,20,Windows 7/8/8.1/10 x86 and x64,1
6503,182,1072.0,2,,0.15,"Windows XP, Vista, 7, 8, 10",0
6504,322,1225.0,8,Version 10,5,Windows 7/8.1/10 (64-bit Version),0
6504,281,323.0,16,,5,Windows 7/8.1/10 (64-bit Version),1
6505,413,1106.0,4,Version 11,2,Windows 10 64-bit,0
6505,403,1102.0,8,Version 12,2,Windows 10 64-bit,1
6506,387,1065.0,4,,25,Windows 7,0
6507,375,,,,,DOS,0
6508,182,1153.0,1,Version 10,0.5,"Windows 7SP1, 8, 8.1, 10",0
6509,361,200.0,2.0,Version 10,3.5,Windows XP SP3/Vista with SP2/7/8/8.1/10 x86 or x64,0
