name,price,link,company,product_seq,image,chipset_company,chipset,nm,base_clock,boost_clock,cuda_processor,stream_processor,interface,memory_type,memory_capacity,memory_clock,memory_bus,port,monitor_support,additional_function,usage_power,recommend_power,cooling_type,pan_number,length,thickness,pin,feature,as_years,bench_mark,reg_date,bookmark
리드텍 WinFast 지포스 RTX 4070 Ti HURRICANE D6X 12GB,1120540.0,https://prod.danawa.com/info/?pcode=18840155&cate=112753,리드텍,18840155,//img.danawa.com/prod_img/500000/155/840/img/18840155_1.jpg?shrink=330:*&_v=20230707132611,NVIDIA,RTX 4070 Ti,4,2310,2610.0,7680.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,192.0,4,4.0,312,285.0,700.0,11,3.0,319.0,68.3,100,5,3.0,,202301,
ASRock 라데온 RX 7900 XTX Phantom Gaming OC D6 24GB 디앤디컴,1598990.0,https://prod.danawa.com/info/?pcode=18840071&cate=112753,ASRock,18840071,//img.danawa.com/prod_img/500000/071/840/img/18840071_1.jpg?shrink=330:*&_v=20230127141247,AMD(ATi),RX 7900 XTX,5,,2615.0,,6144,PCIe4.0x16,GDDR6(DDR6),,20000.0,384.0,4,4.0,313,,1000.0,11,3.0,330.0,57.6,30000,7,3.0,,202301,
SAPPHIRE 라데온 RX 6900 XT TOXIC Air Cooled OC D6 16GB,1371830.0,https://prod.danawa.com/info/?pcode=16747226&cate=112753,SAPPHIRE,16747226,//img.danawa.com/prod_img/500000/226/747/img/16747226_1.jpg?shrink=330:*&_v=20220407140655,AMD(ATi),RX 6900 XT,7,,2425.0,,5120,PCIe4.0x16,GDDR6(DDR6),,16000.0,256.0,4,4.0,25,400.0,850.0,11,3.0,320.0,58.4,120000,5,3.0,,202204,
리드텍 WinFast 지포스 RTX 3070 AI BLOWER D6 8GB,716270.0,https://prod.danawa.com/info/?pcode=16289399&cate=112753,리드텍,16289399,//img.danawa.com/prod_img/500000/399/289/img/16289399_1.jpg?shrink=330:*&_v=20220721141050,NVIDIA,RTX 3070,8,1500,1725.0,5888.0,,PCIe4.0x16,GDDR6(DDR6),,14000.0,256.0,4,4.0,184,220.0,650.0,9,1.0,264.0,35,20000,1,3.0,,202201,
PNY XLR8 지포스 RTX 4070 VERTO EPIC-X RGB D6X 12GB Triple 제이씨현,894810.0,https://prod.danawa.com/info/?pcode=19750799&cate=112753,PNY,19750799,//img.danawa.com/prod_img/500000/799/750/img/19750799_1.jpg?shrink=330:*&_v=20230414105830,NVIDIA,RTX 4070,4,1920,2475.0,5888.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,192.0,4,4.0,185,200.0,700.0,11,3.0,305.1,40,10000,7,3.0,,202304,
GIGABYTE 지포스 RTX 4070 Ti AERO OC D6X 12GB 제이씨현,1228990.0,https://prod.danawa.com/info/?pcode=18670412&cate=112753,GIGABYTE,18670412,//img.danawa.com/prod_img/500000/412/670/img/18670412_1.jpg?shrink=330:*&_v=20230105230006,NVIDIA,RTX 4070 Ti,4,,2640.0,7680.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,192.0,4,4.0,121,,750.0,15,3.0,336.0,59,100,5,3.0,,202301,
AMD 라데온 PRO W5500 D6 8GB 대원씨티에스,464200.0,https://prod.danawa.com/info/?pcode=15360209&cate=112753,AMD,15360209,//img.danawa.com/prod_img/500000/209/360/img/15360209_1.jpg?shrink=330:*&_v=20220712091953,AMD(ATi),W5500,7,,,,1408,PCIe4.0x16,GDDR6(DDR6),,,128.0,0,4.0,16,125.0,,9,1.0,241.0,,100000,0,,,202110,
AFOX 지포스 GTX1050 Ti H2 D5 4GB DUAL 디앤디컴,184480.0,https://prod.danawa.com/info/?pcode=5411385&cate=112753,AFOX,5411385,//img.danawa.com/prod_img/500000/385/411/img/5411385_1.jpg?shrink=330:*&_v=20211117102352,NVIDIA,GTX1050 Ti,14,,1392.0,768.0,,PCIe3.0x16,GDDR5(DDR5),,7000.0,128.0,1028,3.0,256,75.0,300.0,9,2.0,210.0,42,0,0,,,201708,
AMD 라데온 PRO WX3100 D5 4GB LP 대원씨티에스,226520.0,https://prod.danawa.com/info/?pcode=14296304&cate=112753,AMD,14296304,//img.danawa.com/prod_img/500000/304/296/img/14296304_1.jpg?shrink=330:*&_v=20220712091953,AMD(ATi),WX3100,14,925,1219.0,,512,PCIe3.0x16(at x8),GDDR5(DDR5),,,128.0,0,3.0,48,50.0,,9,1.0,170.0,18,0,0,3.0,,201709,
갤럭시 BOY 지포스 RTX 4060 Ti EX OC D6 8GB,600330.0,https://prod.danawa.com/info/?pcode=27550316&cate=112753,갤럭시,27550316,//img.danawa.com/prod_img/500000/316/550/img/27550316_1.jpg?shrink=330:*&_v=20230811125606,NVIDIA,RTX 4060 Ti,4,2310,2640.0,4352.0,,PCIe4.0x16(at x8),GDDR6(DDR6),,18000.0,128.0,4,4.0,185,160.0,550.0,11,2.0,251.0,40,10000,5,3.0,,202308,
COLORFUL iGame 지포스 RTX 4090 Vulcan OC D6X 24GB,3114710.0,https://prod.danawa.com/info/?pcode=18109325&cate=112753,COLORFUL,18109325,//img.danawa.com/prod_img/500000/325/109/img/18109325_1.jpg?shrink=330:*&_v=20221209082528,NVIDIA,RTX 4090,4,2235,2625.0,16384.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,384.0,4,4.0,185,515.0,1000.0,15,3.0,336.9,70.4,100,29,3.0,,202210,
PowerColor 라데온 RX 7900 XTX D6 24GB,1646150.0,https://prod.danawa.com/info/?pcode=18492209&cate=112753,PowerColor,18492209,//img.danawa.com/prod_img/500000/209/492/img/18492209_1.jpg?shrink=330:*&_v=20221216081113,AMD(ATi),RX 7900 XTX,5,,2500.0,,6144,PCIe4.0x16,GDDR6(DDR6),,20000.0,384.0,4,4.0,24,355.0,800.0,9,3.0,287.0,,20000,1,2.0,,202212,
GIGABYTE AORUS 지포스 RTX 4080 Xtreme 워터포스 D6X 16GB 피씨디렉트,2067010.0,https://prod.danawa.com/info/?pcode=18303728&cate=112753,GIGABYTE,18303728,//img.danawa.com/prod_img/500000/728/303/img/18303728_1.jpg?shrink=330:*&_v=20230831174220,NVIDIA,RTX 4080,4,,2565.0,9728.0,,PCIe4.0x16,GDDR6X(DDR6X),,22400.0,256.0,4,4.0,120,,850.0,29,3.0,236.0,40,100,37,3.0,,202211,
MAXSUN 지포스 GTX1050 Ti 트랜스포머 D5 4GB,177870.0,https://prod.danawa.com/info/?pcode=16002950&cate=112753,MAXSUN,16002950,//img.danawa.com/prod_img/500000/950/002/img/16002950_1.jpg?shrink=330:*&_v=20211222142021,NVIDIA,GTX1050 Ti,14,,1392.0,768.0,,PCIe3.0x16,GDDR5(DDR5),,7000.0,128.0,1028,3.0,0,,350.0,9,1.0,185.0,35,0,0,,,202112,
GIGABYTE 라데온 RX 6400 UD2 D6 4GB Nano LP 제이씨현,192000.0,https://prod.danawa.com/info/?pcode=16873430&cate=112753,GIGABYTE,16873430,//img.danawa.com/prod_img/500000/430/873/img/16873430_1.jpg?shrink=330:*&_v=20220509104006,AMD(ATi),RX 6400,6,,2321.0,,768,PCIe4.0x16(at x4),GDDR6(DDR6),,16000.0,64.0,4,2.0,184,,350.0,9,2.0,182.0,36,0,0,3.0,,202204,
리드텍 WinFast 지포스 RTX 4070 HURRICANE D6X 12GB,819580.0,https://prod.danawa.com/info/?pcode=20420219&cate=112753,리드텍,20420219,//img.danawa.com/prod_img/500000/219/420/img/20420219_1.jpg?shrink=330:*&_v=20230711162910,NVIDIA,RTX 4070,4,1920,2475.0,5888.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,192.0,4,,152,200.0,650.0,11,2.0,251.0,53,10000,1,3.0,,202306,
ASRock 라데온 RX 7600 Phantom Gaming OC D6 8GB 에즈윈,472270.0,https://prod.danawa.com/info/?pcode=20392310&cate=112753,ASRock,20392310,//img.danawa.com/prod_img/500000/310/392/img/20392310_1.jpg?shrink=330:*&_v=20230601170030,AMD(ATi),RX 7600,,,2755.0,,2048,PCIe4.0x16(at x8),GDDR6(DDR6),,18000.0,128.0,4,4.0,25,,600.0,0,3.0,305.0,48,10000,7,3.0,,202306,
갤럭시 BOY 지포스 RTX 4060 Ti OC D6 8GB,567570.0,https://prod.danawa.com/info/?pcode=21638735&cate=112753,갤럭시,21638735,//img.danawa.com/prod_img/500000/735/638/img/21638735_1.jpg?shrink=330:*&_v=20230719171750,NVIDIA,RTX 4060 Ti,4,,,4352.0,,PCIe4.0x16(at x8),GDDR6(DDR6),,18000.0,128.0,4,,153,,,11,2.0,237.0,41,10000,5,3.0,,202307,
갤럭시 BOY 지포스 RTX 4090 SG BLACK OC V2 D6X 24GB,2727490.0,https://prod.danawa.com/info/?pcode=21638888&cate=112753,갤럭시,21638888,//img.danawa.com/prod_img/500000/888/638/img/21638888_1.jpg?shrink=330:*&_v=20230719172629,NVIDIA,RTX 4090,4,2235,2580.0,16384.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,384.0,4,4.0,185,450.0,850.0,15,3.0,336.0,74,100,5,3.0,,202307,
ASUS DUAL 지포스 RTX 4060 Ti O8G OC D6 8GB White,624910.0,https://prod.danawa.com/info/?pcode=20442353&cate=112753,ASUS,20442353,//img.danawa.com/prod_img/500000/353/442/img/20442353_1.jpg?shrink=330:*&_v=20230607124504,NVIDIA,RTX 4060 Ti,4,,2595.0,4352.0,,PCIe4.0,GDDR6(DDR6),,18000.0,128.0,4,4.0,56,,650.0,11,2.0,227.2,49.6,10000,1,,,202306,
GIGABYTE 라데온 RX 7600 Gaming OC D6 8GB 제이씨현,,https://prod.danawa.com/info/?pcode=20350115&cate=112753,GIGABYTE,20350115,//img.danawa.com/prod_img/500000/115/350/img/20350115_1.jpg?shrink=330:*&_v=20230530145250,AMD(ATi),RX 7600,,,2755.0,,2048,PCIe4.0x16(at x8),GDDR6(DDR6),,18000.0,128.0,4,,57,,550.0,11,3.0,282.0,50,10000,5,3.0,,202305,
GIGABYTE 지포스 GTX 1660 SUPER UDV D6 6GB 피씨디렉트,278360.0,https://prod.danawa.com/info/?pcode=14535110&cate=112753,GIGABYTE,14535110,//img.danawa.com/prod_img/500000/110/535/img/14535110_1.jpg?shrink=330:*&_v=20210621153339,NVIDIA,GTX 1660 SUPER,12,,1785.0,1408.0,,PCIe3.0x16,GDDR6(DDR6),,14000.0,192.0,4,4.0,304,,450.0,11,2.0,225.0,41,10000,1,,,202106,
PNY XLR8 지포스 RTX 4060 Ti VERTO EPIC-X RGB TF OC D6 16GB 마이크로닉스,780020.0,https://prod.danawa.com/info/?pcode=27263297&cate=112753,PNY,27263297,//img.danawa.com/prod_img/500000/297/263/img/27263297_1.jpg?shrink=330:*&_v=20230808144057,NVIDIA,RTX 4060 Ti,4,2310,2550.0,4352.0,,PCIe4.0x16(at x8),GDDR6(DDR6),,18000.0,128.0,4,4.0,184,165.0,,0,3.0,305.1,40,10000,5,3.0,,202308,
COLORFUL 지포스 GTX 1660 SUPER 토마호크 V2 D6 6GB,269000.0,https://prod.danawa.com/info/?pcode=15049220&cate=112753,COLORFUL,15049220,//img.danawa.com/prod_img/500000/220/049/img/15049220_1.jpg?shrink=330:*&_v=20210916141054,NVIDIA,GTX 1660 SUPER,12,1530,1785.0,1408.0,,PCIe3.0x16,GDDR6(DDR6),,14000.0,192.0,1028,3.0,312,125.0,,11,2.0,222.0,42,10000,1,3.0,,202108,
PNY XLR8 지포스 RTX 4080 VERTO EPIC-X RGB TF OC D6X 16GB 제이씨현,1758480.0,https://prod.danawa.com/info/?pcode=18297530&cate=112753,PNY,18297530,//img.danawa.com/prod_img/500000/530/297/img/18297530_1.jpg?shrink=330:*&_v=20230831174040,NVIDIA,RTX 4080,4,2210,2550.0,9728.0,,PCIe4.0x16,GDDR6X(DDR6X),,22400.0,256.0,4,4.0,185,340.0,750.0,11,3.0,331.8,71.1,100,7,3.0,,202211,
갤럭시 BOY 지포스 RTX 4060 EX OC D6 8GB,473000.0,https://prod.danawa.com/info/?pcode=27549911&cate=112753,갤럭시,27549911,//img.danawa.com/prod_img/500000/911/549/img/27549911_1.jpg?shrink=330:*&_v=20230811124626,NVIDIA,RTX 4060,4,1830,2565.0,3072.0,,PCIe4.0x16(at x8),GDDR6(DDR6),,17000.0,128.0,4,4.0,185,115.0,550.0,11,2.0,251.0,40,10000,5,3.0,,202308,
GIGABYTE 라데온 RX 6650 XT Gaming OC D6 8GB 제이씨현,484000.0,https://prod.danawa.com/info/?pcode=17021783&cate=112753,GIGABYTE,17021783,//img.danawa.com/prod_img/500000/783/021/img/17021783_1.jpg?shrink=330:*&_v=20220628151217,AMD(ATi),RX 6650 XT,7,,2694.0,,2048,PCIe4.0x16(at x8),GDDR6(DDR6),,17500.0,128.0,4,4.0,25,,500.0,11,3.0,282.0,59,10000,5,3.0,,202205,
MSI 라데온 RX 6650 XT 게이밍 X D6 8GB 트윈프로져8,445460.0,https://prod.danawa.com/info/?pcode=17032499&cate=112753,MSI,17032499,//img.danawa.com/prod_img/500000/499/032/img/17032499_1.jpg?shrink=330:*&_v=20220512125020,AMD(ATi),RX 6650 XT,7,,2694.0,,2048,PCIe4.0,GDDR6(DDR6),,17500.0,128.0,4,4.0,313,175.0,500.0,11,2.0,278.0,59,10000,5,,,202205,
갤럭시 BOY 지포스 RTX 3050 EX OC D6 8GB,349440.0,https://prod.danawa.com/info/?pcode=27549719&cate=112753,갤럭시,27549719,//img.danawa.com/prod_img/500000/719/549/img/27549719_1.jpg?shrink=330:*&_v=20230811124101,NVIDIA,RTX 3050,8,,1822.0,2560.0,,PCIe4.0x16(at x8),GDDR6(DDR6),,14000.0,128.0,4,4.0,185,115.0,450.0,11,2.0,209.0,41.5,100000,7,3.0,,202308,
이엠텍 지포스 RTX 4080 GAMINGPRO D6X 16GB,1671000.0,https://prod.danawa.com/info/?pcode=18964955&cate=112753,이엠텍,18964955,//img.danawa.com/prod_img/500000/955/964/img/18964955_1.jpg?shrink=330:*&_v=20230831174712,NVIDIA,RTX 4080,4,2205,2505.0,9728.0,,PCIe4.0x16,GDDR6X(DDR6X),,22400.0,256.0,4,4.0,185,320.0,850.0,11,3.0,328.9,63.4,100,7,3.0,,202302,
ASUS DUAL 지포스 RTX 3060 Ti O8G OC D6 8GB,574000.0,https://prod.danawa.com/info/?pcode=12821624&cate=112753,ASUS,12821624,//img.danawa.com/prod_img/500000/624/821/img/12821624_1.jpg?shrink=330:*&_v=20230406133300,NVIDIA,RTX 3060 Ti,8,,,4864.0,,PCIe4.0x16,GDDR6(DDR6),,14000.0,256.0,4,,184,,,11,2.0,269.0,59,0,0,,,202012,
갤럭시 BOY 지포스 RTX 3060 V2 D6 12GB,420980.0,https://prod.danawa.com/info/?pcode=15145340&cate=112753,갤럭시,15145340,//img.danawa.com/prod_img/500000/340/145/img/15145340_1.jpg?shrink=330:*&_v=20230721125219,NVIDIA,RTX 3060,8,,1777.0,3584.0,,PCIe4.0x16,GDDR6(DDR6),,15000.0,192.0,4,4.0,185,170.0,550.0,11,2.0,245.0,42,10000,3,3.0,,202109,
갤럭시 GALAX 지포스 RTX 3060 Ti D6 8GB LHR,585000.0,https://prod.danawa.com/info/?pcode=14718956&cate=112753,갤럭시,14718956,//img.danawa.com/prod_img/500000/956/718/img/14718956_1.jpg?shrink=330:*&_v=20220317162122,NVIDIA,RTX 3060 Ti,8,,1665.0,4864.0,,PCIe4.0x16,GDDR6(DDR6),,14000.0,256.0,4,4.0,185,200.0,550.0,11,2.0,242.0,42,10000,3,3.0,,202107,
SAPPHIRE 라데온 RX 6900 XT TOXIC OC D6 16GB Extreme Edition,1558760.0,https://prod.danawa.com/info/?pcode=14158409&cate=112753,SAPPHIRE,14158409,//img.danawa.com/prod_img/500000/409/158/img/14158409_1.jpg?shrink=330:*&_v=20210709110334,AMD(ATi),RX 6900 XT,7,,2730.0,,5120,PCIe4.0x16,GDDR6(DDR6),,16000.0,256.0,4,4.0,89,430.0,850.0,25,3.0,270.0,45,120000,37,3.0,,202105,
이엠텍 지포스 RTX 4070 GAMINGPRO D6X 12GB 나이트 크로우 Special Edition,928000.0,https://prod.danawa.com/info/?pcode=19958255&cate=112753,이엠텍,19958255,//img.danawa.com/prod_img/500000/255/958/img/19958255_1.jpg?shrink=330:*&_v=20230428092312,NVIDIA,RTX 4070,4,1920,2475.0,5888.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,192.0,4,4.0,57,200.0,750.0,11,3.0,328.9,63.4,100,7,3.0,,202304,
GIGABYTE AORUS 지포스 RTX 4070 Ti Master D6X 12GB 제이씨현,,https://prod.danawa.com/info/?pcode=18670235&cate=112753,GIGABYTE,18670235,//img.danawa.com/prod_img/500000/235/670/img/18670235_1.jpg?shrink=330:*&_v=20230105230006,NVIDIA,RTX 4070 Ti,4,,2670.0,7680.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,192.0,4,4.0,121,,750.0,15,3.0,342.0,70.6,100,13,3.0,,202301,
ASRock 라데온 RX 6600 CHALLENGER D D6 8GB 대원씨티에스,245360.0,https://prod.danawa.com/info/?pcode=17420300&cate=112753,ASRock,17420300,//img.danawa.com/prod_img/500000/300/420/img/17420300_1.jpg?shrink=330:*&_v=20220712091952,AMD(ATi),RX 6600,7,1626,2491.0,,1792,PCIe4.0,GDDR6(DDR6),,14000.0,128.0,4,4.0,185,,500.0,11,2.0,269.0,41,10000,3,3.0,,202110,
ASUS TUF Gaming 라데온 RX 6500 XT O4G OC D6 4GB 대원씨티에스,212700.0,https://prod.danawa.com/info/?pcode=16288850&cate=112753,ASUS,16288850,//img.danawa.com/prod_img/500000/850/288/img/16288850_1.jpg?shrink=330:*&_v=20220712091952,AMD(ATi),RX 6500 XT,6,,2825.0,,1024,PCIe4.0x16(at x4),GDDR6(DDR6),,18000.0,64.0,4,2.0,251,,500.0,11,2.0,250.0,59,100000,5,3.0,,202201,
MANLI 지포스 RTX 3070 Ti Rush V2 D6X 8GB,704800.0,https://prod.danawa.com/info/?pcode=18910439&cate=112753,MANLI,18910439,//img.danawa.com/prod_img/500000/439/910/img/18910439_1.jpg?shrink=330:*&_v=20230202165424,NVIDIA,RTX 3070 Ti,8,1575,1770.0,6144.0,,PCIe4.0x16,GDDR6X(DDR6X),,19000.0,256.0,4,4.0,184,290.0,,11,3.0,317.0,60,20000,1,3.0,,202302,
PNY XLR8 지포스 RTX 4070 VERTO EPIC-X RGB TF D6X 12GB 마이크로닉스,868140.0,https://prod.danawa.com/info/?pcode=20000699&cate=112753,PNY,20000699,//img.danawa.com/prod_img/500000/699/000/img/20000699_1.jpg?shrink=330:*&_v=20230502170838,NVIDIA,RTX 4070,4,,2475.0,5888.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,192.0,4,4.0,24,200.0,,11,3.0,305.1,40,10000,5,3.0,,202305,
ZOTAC GAMING 지포스 RTX 3080 AMP Holo D6X 12GB LHR,,https://prod.danawa.com/info/?pcode=16155728&cate=112753,ZOTAC,16155728,//img.danawa.com/prod_img/500000/728/155/img/16155728_1.jpg?shrink=330:*&_v=20220111230015,NVIDIA,RTX 3080,8,,1755.0,8960.0,,PCIe4.0x16,GDDR6X(DDR6X),,19000.0,384.0,4,4.0,185,350.0,750.0,11,3.0,317.8,64.6,20000,5,3.0,,202201,
ASUS TUF Gaming 라데온 RX 7900 XTX O24G OC D6 24GB 대원씨티에스,2295090.0,https://prod.danawa.com/info/?pcode=18493601&cate=112753,ASUS,18493601,//img.danawa.com/prod_img/500000/601/493/img/18493601_1.jpg?shrink=330:*&_v=20221213233522,AMD(ATi),RX 7900 XTX,5,,,,6144,PCIe4.0x16,GDDR6(DDR6),,20000.0,384.0,4,4.0,185,,850.0,11,3.0,352.9,72.6,30000,5,,,202212,
PNY 지포스 RTX 3070 Ti UPRISING D6X 8GB Triple 제이씨현,804990.0,https://prod.danawa.com/info/?pcode=18763643&cate=112753,PNY,18763643,//img.danawa.com/prod_img/500000/643/763/img/18763643_1.jpg?shrink=330:*&_v=20230322175816,NVIDIA,RTX 3070 Ti,8,1575,1770.0,6144.0,,PCIe4.0x16,GDDR6X(DDR6X),,19000.0,256.0,4,4.0,184,290.0,650.0,11,3.0,317.0,60,20000,1,3.0,,202301,
AFOX 지포스 GT730 D3 2GB LP 무소음 디앤디컴,58760.0,https://prod.danawa.com/info/?pcode=14077574&cate=112753,AFOX,14077574,//img.danawa.com/prod_img/500000/574/077/img/14077574_1.jpg?shrink=330:*&_v=20210503144705,NVIDIA,GT730,28,902,,384.0,,PCIe2.0x16,GDDR3(DDR3),,1600.0,64.0,1028,3.0,16,,,1,,145.0,35,0,0,,,202105,
MAXSUN 지포스 GT710 파워해머 D3 1GB,50820.0,https://prod.danawa.com/info/?pcode=12518492&cate=112753,MAXSUN,12518492,//img.danawa.com/prod_img/500000/492/518/img/12518492_1.jpg?shrink=330:*&_v=20230113103107,NVIDIA,GT710,28,954,,192.0,,PCIe2.0x8,GDDR3(DDR3),,1333.0,64.0,1028,2.0,0,,,1,1.0,145.0,23,0,0,,,202010,
ASUS DUAL 라데온 RX 6600 D6 8GB,257450.0,https://prod.danawa.com/info/?pcode=15444875&cate=112753,ASUS,15444875,//img.danawa.com/prod_img/500000/875/444/img/15444875_1.jpg?shrink=330:*&_v=20211019140434,AMD(ATi),RX 6600,7,,2491.0,,1792,PCIe4.0x16(at x8),GDDR6(DDR6),,14000.0,128.0,4,4.0,185,,500.0,11,2.0,243.0,49,10000,1,3.0,,202110,
갤럭시 갤라즈 GALAX 지포스 RTX 4090 SG OC D6X 24GB,2568380.0,https://prod.danawa.com/info/?pcode=17979071&cate=112753,갤럭시,17979071,//img.danawa.com/prod_img/500000/071/979/img/17979071_1.jpg?shrink=330:*&_v=20221019145221,NVIDIA,RTX 4090,4,2235,2580.0,16384.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,384.0,4,4.0,185,450.0,850.0,15,3.0,336.0,74,100,5,3.0,,202210,
ASUS ROG STRIX 지포스 RTX 3050 O8G GAMING OC D6 8GB,422790.0,https://prod.danawa.com/info/?pcode=16409771&cate=112753,ASUS,16409771,//img.danawa.com/prod_img/500000/771/409/img/16409771_1.jpg?shrink=330:*&_v=20220216130142,NVIDIA,RTX 3050,8,,1890.0,2560.0,,PCIe4.0x16(at x8),GDDR6(DDR6),,14000.0,128.0,4,4.0,217,,550.0,11,3.0,300.0,53.5,10000,5,,,202202,
갤럭시 GALAX 지포스 RTX 3060 Ti EX WHITE OC D6 8GB LHR,712990.0,https://prod.danawa.com/info/?pcode=14788691&cate=112753,갤럭시,14788691,//img.danawa.com/prod_img/500000/691/788/img/14788691_1.jpg?shrink=330:*&_v=20211013145402,NVIDIA,RTX 3060 Ti,8,,1710.0,4864.0,,PCIe4.0x16,GDDR6(DDR6),,14000.0,256.0,4,4.0,185,220.0,550.0,11,2.0,285.0,59,10000,7,3.0,,202107,
GIGABYTE 지포스 RTX 4090 WINDFORCE D6X 24GB 피씨디렉트,2420800.0,https://prod.danawa.com/info/?pcode=17982368&cate=112753,GIGABYTE,17982368,//img.danawa.com/prod_img/500000/368/982/img/17982368_1.jpg?shrink=330:*&_v=20221013143258,NVIDIA,RTX 4090,4,,2520.0,16384.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,384.0,4,4.0,121,,850.0,15,3.0,331.0,70,100,1,3.0,,202210,
갤럭시 BOY 지포스 GTX 1650 EX PLUS D6 4GB,218340.0,https://prod.danawa.com/info/?pcode=21595055&cate=112753,갤럭시,21595055,//img.danawa.com/prod_img/500000/055/595/img/21595055_1.jpg?shrink=330:*&_v=20230718154438,NVIDIA,GTX 1650,,1485,1605.0,896.0,,PCIe3.0x16,GDDR6(DDR6),,12000.0,128.0,1028,3.0,24,90.0,300.0,9,2.0,215.0,39,100000,0,3.0,,202307,
SAPPHIRE 라데온 RX 6500 XT PULSE OC D6 4GB Dual-X,197780.0,https://prod.danawa.com/info/?pcode=16231076&cate=112753,SAPPHIRE,16231076,//img.danawa.com/prod_img/500000/076/231/img/16231076_1.jpg?shrink=330:*&_v=20220610100923,AMD(ATi),RX 6500 XT,6,,2825.0,,1024,PCIe4.0x16(at x4),GDDR6(DDR6),,18000.0,64.0,4,2.0,185,130.0,400.0,11,2.0,194.0,39.8,100000,1,3.0,,202201,
ASUS TUF Gaming 지포스 GTX 1650 SUPER 4G D6 4GB,242070.0,https://prod.danawa.com/info/?pcode=11376237&cate=112753,ASUS,11376237,//img.danawa.com/prod_img/500000/237/376/img/11376237_1.jpg?shrink=330:*&_v=20221228140131,NVIDIA,GTX 1650 SUPER,12,1530,1755.0,1280.0,,PCIe3.0x16,GDDR6(DDR6),,12002.0,128.0,1028,3.0,304,,350.0,11,2.0,206.0,46,100000,1,,,202005,
PNY XLR8 지포스 RTX 4090 VERTO EPIC-X RGB TF OC D6X 24GB 제이씨현,2510000.0,https://prod.danawa.com/info/?pcode=17976032&cate=112753,PNY,17976032,//img.danawa.com/prod_img/500000/032/976/img/17976032_1.jpg?shrink=330:*&_v=20230105172224,NVIDIA,RTX 4090,4,2235,2565.0,16384.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,384.0,4,4.0,185,450.0,850.0,11,3.0,331.8,71.1,100,7,3.0,,202210,
ASRock 라데온 RX 6600 XT CHALLENGER D OC D6 8GB 에즈윈,523580.0,https://prod.danawa.com/info/?pcode=14980142&cate=112753,ASRock,14980142,//img.danawa.com/prod_img/500000/142/980/img/14980142_1.jpg?shrink=330:*&_v=20210811220001,AMD(ATi),RX 6600 XT,7,2000,2593.0,,2048,PCIe4.0x16(at x8),GDDR6(DDR6),,16000.0,128.0,4,4.0,57,,500.0,11,2.0,269.0,41,10000,3,3.0,,202108,
MSI 라데온 RX 6900 XT 게이밍 X 트리오 D6 16GB 트라이프로져2,1179370.0,https://prod.danawa.com/info/?pcode=13363850&cate=112753,MSI,13363850,//img.danawa.com/prod_img/500000/850/363/img/13363850_1.jpg?shrink=330:*&_v=20210215133830,AMD(ATi),RX 6900 XT,7,,2340.0,,5120,PCIe4.0x16,GDDR6(DDR6),,16000.0,256.0,4,4.0,313,300.0,850.0,11,3.0,324.0,59,30000,5,,,202102,
갤럭시 GALAX 지포스 GTX 1650 BLACK EX D6 4GB,221990.0,https://prod.danawa.com/info/?pcode=10996128&cate=112753,갤럭시,10996128,//img.danawa.com/prod_img/500000/128/996/img/10996128_1.jpg?shrink=330:*&_v=20201020125337,NVIDIA,GTX 1650,12,1410,1605.0,896.0,,PCIe3.0x16,GDDR6(DDR6),,12000.0,128.0,1028,3.0,304,75.0,300.0,9,2.0,212.0,38,0,0,,,202004,
갤럭시 GALAX 지포스 RTX 3060 EX BLACK OC V2 D6 12GB,438990.0,https://prod.danawa.com/info/?pcode=14990648&cate=112753,갤럭시,14990648,//img.danawa.com/prod_img/500000/648/990/img/14990648_1.jpg?shrink=330:*&_v=20211013142001,NVIDIA,RTX 3060,8,,1807.0,3584.0,,PCIe4.0x16,GDDR6(DDR6),,15000.0,192.0,4,4.0,185,170.0,550.0,11,2.0,285.0,59,10000,7,3.0,,202108,
MSI 라데온 RX 6400 에어로 ITX D6 4GB,197990.0,https://prod.danawa.com/info/?pcode=16886615&cate=112753,MSI,16886615,//img.danawa.com/prod_img/500000/615/886/img/16886615_1.jpg?shrink=330:*&_v=20220421164133,AMD(ATi),RX 6400,6,,2321.0,,768,PCIe4.0x16(at x4),GDDR6(DDR6),,16000.0,64.0,4,2.0,280,53.0,350.0,9,1.0,172.0,39,0,0,,,202204,
