name,price,link,company,product_seq,image,generation,capacity,clock,timing,number,ecc,xmp,expo,heatsink,heatsink_color,led,led_color,reg_date,bookmark
G.SKILL DDR5-6400 CL32 TRIDENT Z5 J 패키지,169000.0,https://prod.danawa.com/info/?pcode=16272770&cate=112752,G.SKILL,16272770,//img.danawa.com/prod_img/500000/770/272/img/16272770_1.jpg?shrink=330:*&_v=20220125142257,DDR5,32,6400MHz (PC5-51200),CL32-39-39-102,2,2.0,2.0,0,1,블랙,0,,202201,
CORSAIR DDR4-3600 CL18 VENGEANCE LPX BLACK 패키지,119930.0,https://prod.danawa.com/info/?pcode=12617069&cate=112752,CORSAIR,12617069,//img.danawa.com/prod_img/500000/069/617/img/12617069_1.jpg?shrink=330:*&_v=20220727104546,DDR4,32,3600MHz (PC4-28800),CL18-22-22-42,2,,1.0,0,1,블랙,0,,202011,
G.SKILL DDR5-7800 CL36 TRIDENT Z5 RGB J 패키지,324578.0,https://prod.danawa.com/info/?pcode=18419807&cate=112752,G.SKILL,18419807,//img.danawa.com/prod_img/500000/807/419/img/18419807_1.jpg?shrink=330:*&_v=20221205091304,DDR5,32,7800MHz (PC5-62400),CL36-46-46-125,2,2.0,2.0,0,1,블랙,0,RGB,202212,
PNY XLR8 DDR4-3200 LP,45500.0,https://prod.danawa.com/info/?pcode=15297080&cate=112752,PNY,15297080,//img.danawa.com/prod_img/500000/080/297/img/15297080_1.jpg?shrink=330:*&_v=20220121102515,DDR4,16,3200MHz (PC4-25600),CL16-18-18-36,1,,1.0,0,1,블랙,0,,202109,
TeamGroup T-CREATE DDR5-6400 CL40 EXPERT 화이트 패키지 서린,160000.0,https://prod.danawa.com/info/?pcode=20547134&cate=112752,TeamGroup,20547134,//img.danawa.com/prod_img/500000/134/547/img/20547134_1.jpg?shrink=330:*&_v=20230614174628,DDR5,32,6400MHz (PC5-51200),CL40-40-40-84,2,2.0,1.0,0,1,화이트,0,,202306,
ADATA XPG DDR4-3600 CL18 SPECTRIX D50 RGB 화이트 패키지,106100.0,https://prod.danawa.com/info/?pcode=12216674&cate=112752,ADATA,12216674,//img.danawa.com/prod_img/500000/674/216/img/12216674_1.jpg?shrink=330:*&_v=20230510134355,DDR4,32,3600MHz (PC4-28800),CL18-20-20,2,,1.0,0,1,화이트,1,RGB,202009,
CORSAIR DDR4-3200 CL16 VENGEANCE LPX BLACK 패키지,68290.0,https://prod.danawa.com/info/?pcode=13401038&cate=112752,CORSAIR,13401038,//img.danawa.com/prod_img/500000/038/401/img/13401038_1.jpg?shrink=330:*&_v=20220727104546,DDR4,16,3200MHz (PC4-25600),CL16-18-18-36,2,,1.0,0,1,블랙,0,,202102,
PNY DDR4-2666 CL19,17670.0,https://prod.danawa.com/info/?pcode=13472621&cate=112752,PNY,13472621,//img.danawa.com/prod_img/500000/621/472/img/13472621_1.jpg?shrink=330:*&_v=20210226141056,DDR4,8,2666MHz (PC4-21300),CL19-19-19,1,,,0,0,,0,,202102,
OLOy DDR5-7600 CL36 BLADE RGB MIRROR 패키지,638910.0,https://prod.danawa.com/info/?pcode=18920459&cate=112752,OLOy,18920459,//img.danawa.com/prod_img/500000/459/920/img/18920459_1.jpg?shrink=330:*&_v=20230203132216,DDR5,32,7600MHz (PC5-60800),CL36-46-46-126,2,2.0,,0,1,실버/그레이,1,RGB,202302,
GeIL DDR5-5600 CL38 POLARIS RGB White 패키지,145990.0,https://prod.danawa.com/info/?pcode=15630920&cate=112752,GeIL,15630920,//img.danawa.com/prod_img/500000/920/630/img/15630920_1.jpg?shrink=330:*&_v=20221213160723,DDR5,32,5600MHz (PC5-44800),CL38-44-44-84,2,2.0,2.0,1,1,화이트,1,RGB,202111,
G.SKILL DDR5-6000 CL40 TRIDENT Z5 RGB J 패키지,199000.0,https://prod.danawa.com/info/?pcode=20339144&cate=112752,G.SKILL,20339144,//img.danawa.com/prod_img/500000/144/339/img/20339144_1.jpg?shrink=330:*&_v=20230526175515,DDR5,32,6000MHz (PC5-48000),CL40-48-48-96,2,2.0,2.0,0,1,블랙,1,RGB,202305,
타무즈 DDR3-1600 CL11,16740.0,https://prod.danawa.com/info/?pcode=4838666&cate=112752,타무즈,4838666,//img.danawa.com/prod_img/500000/666/838/img/4838666_1.jpg?shrink=330:*&_v=20210702151234,DDR3,8,1600MHz (PC3-12800),CL11,1,,,0,0,,0,,201701,
ADATA XPG DDR5-7200 CL34 LANCER RGB 블랙 패키지,225160.0,https://prod.danawa.com/info/?pcode=18921899&cate=112752,ADATA,18921899,//img.danawa.com/prod_img/500000/899/921/img/18921899_1.jpg?shrink=330:*&_v=20230203141636,DDR5,32,7200MHz (PC5-57600),CL34-46-46,2,2.0,2.0,1,1,블랙,1,RGB,202302,
TeamGroup T-Force DDR5-6400 CL40 Delta RGB TUF 패키지 서린,178990.0,https://prod.danawa.com/info/?pcode=18597518&cate=112752,TeamGroup,18597518,//img.danawa.com/prod_img/500000/518/597/img/18597518_1.jpg?shrink=330:*&_v=20221227100336,DDR5,32,6400MHz (PC5-51200),CL40-40-40-84,2,2.0,2.0,1,1,블랙,1,RGB,202212,
에이서 프레데터 DDR4-3600 CL16 APOLLO 패키지,87990.0,https://prod.danawa.com/info/?pcode=14207468&cate=112752,에이서,14207468,//img.danawa.com/prod_img/500000/468/207/img/14207468_1.jpg?shrink=330:*&_v=20230710094858,DDR4,16,3600MHz (PC4-28800),CL16-16-16-36,2,,1.0,0,1,실버/그레이,1,RGB,202105,
ADATA XPG DDR5-6400 CL40 CASTER 패키지,173900.0,https://prod.danawa.com/info/?pcode=17080238&cate=112752,ADATA,17080238,//img.danawa.com/prod_img/500000/238/080/img/17080238_1.jpg?shrink=330:*&_v=20220519100304,DDR5,32,6400MHz (PC5-51200),CL40,2,2.0,2.0,0,1,블랙,1,RGB,202205,
ADATA XPG DDR5-7200 CL34 LANCER RGB 화이트 패키지,228900.0,https://prod.danawa.com/info/?pcode=18921959&cate=112752,ADATA,18921959,//img.danawa.com/prod_img/500000/959/921/img/18921959_1.jpg?shrink=330:*&_v=20230203141803,DDR5,32,7200MHz (PC5-57600),CL34-46-46,2,2.0,2.0,1,1,화이트,1,RGB,202302,
OLOy DDR5-5200 CL36 BLADE RGB MIRROR 패키지,514990.0,https://prod.danawa.com/info/?pcode=16319639&cate=112752,OLOy,16319639,//img.danawa.com/prod_img/500000/639/319/img/16319639_1.jpg?shrink=330:*&_v=20220216090049,DDR5,32,5200MHz (PC5-41600),CL36-38-38-74,2,2.0,,0,1,실버/그레이,1,RGB,202202,
ADATA DDR4-3200 CL22,20490.0,https://prod.danawa.com/info/?pcode=11830747&cate=112752,ADATA,11830747,//img.danawa.com/prod_img/500000/747/830/img/11830747_1.jpg?shrink=330:*&_v=20200821131933,DDR4,8,3200MHz (PC4-25600),CL22-22-22,1,,,0,0,,0,,202007,
TeamGroup T-Force DDR5-6400 CL34 Vulcan Red 패키지,303550.0,https://prod.danawa.com/info/?pcode=20547335&cate=112752,TeamGroup,20547335,//img.danawa.com/prod_img/500000/335/547/img/20547335_1.jpg?shrink=330:*&_v=20230614180643,DDR5,64,6400MHz (PC5-51200),CL34-44-44-84,2,2.0,2.0,0,1,레드,0,,202306,
G.SKILL DDR5-6000 CL30 TRIDENT Z5 J 실버 패키지,164000.0,https://prod.danawa.com/info/?pcode=17139398&cate=112752,G.SKILL,17139398,//img.danawa.com/prod_img/500000/398/139/img/17139398_1.jpg?shrink=330:*&_v=20220526153518,DDR5,32,6000MHz (PC5-48000),CL30-40-40-96,2,2.0,2.0,0,1,실버/그레이,0,,202205,
ADATA XPG DDR5-6000 CL40 CASTER 패키지,153660.0,https://prod.danawa.com/info/?pcode=16290200&cate=112752,ADATA,16290200,//img.danawa.com/prod_img/500000/200/290/img/16290200_1.jpg?shrink=330:*&_v=20220126180349,DDR5,32,6000MHz (PC5-48000),CL40,2,2.0,2.0,0,1,블랙,1,RGB,202201,
마이크론 Crucial DDR4-2666 CL19,33750.0,https://prod.danawa.com/info/?pcode=10179783&cate=112752,마이크론,10179783,//img.danawa.com/prod_img/500000/783/179/img/10179783_1.jpg?shrink=330:*&_v=20200821132736,DDR4,8,2666MHz (PC4-21300),CL19,1,,,0,0,,0,,201912,
G.SKILL DDR4-3200 CL14 TRIDENT Z RGB 패키지,241807.0,https://prod.danawa.com/info/?pcode=5131116&cate=112752,G.SKILL,5131116,//img.danawa.com/prod_img/500000/116/131/img/5131116_1.jpg?shrink=330:*&_v=20200821132110,DDR4,32,3200MHz (PC4-25600),CL14-14-14-34,2,,1.0,0,1,블랙,1,RGB,201705,
앱코 DDR4-3200 CL16 AGM R20 화이트,73500.0,https://prod.danawa.com/info/?pcode=15827237&cate=112752,앱코,15827237,//img.danawa.com/prod_img/500000/237/827/img/15827237_1.jpg?shrink=330:*&_v=20211202142026,DDR4,16,3200MHz (PC4-25600),CL16-20-20-38,1,,,0,0,,0,,202112,
OLOy DDR5-4800 CL40 BLADE RGB Black 패키지,101000.0,https://prod.danawa.com/info/?pcode=18919928&cate=112752,OLOy,18919928,//img.danawa.com/prod_img/500000/928/919/img/18919928_1.jpg?shrink=330:*&_v=20230221155617,DDR5,16,4800MHz (PC5-38400),CL40-40-40-77,2,,,0,1,블랙,1,RGB,202302,
G.SKILL DDR5-6600 CL34 TRIDENT Z5 RGB 패키지,194373.0,https://prod.danawa.com/info/?pcode=17000948&cate=112752,G.SKILL,17000948,//img.danawa.com/prod_img/500000/948/000/img/17000948_1.jpg?shrink=330:*&_v=20220509133629,DDR5,32,6600MHz (PC5-52800),CL34-40-40-105,2,2.0,2.0,0,1,블랙,1,RGB,202205,
G.SKILL DDR5-5600 CL30 TRIDENT Z5 RGB J 실버 패키지,164000.0,https://prod.danawa.com/info/?pcode=17139173&cate=112752,G.SKILL,17139173,//img.danawa.com/prod_img/500000/173/139/img/17139173_1.jpg?shrink=330:*&_v=20220526152451,DDR5,32,5600MHz (PC5-44800),CL30-36-36-89,2,2.0,2.0,0,1,실버/그레이,1,RGB,202205,
GeIL DDR4-3600 CL18 ORION RGB Red 패키지,105000.0,https://prod.danawa.com/info/?pcode=13131803&cate=112752,GeIL,13131803,//img.danawa.com/prod_img/500000/803/131/img/13131803_1.jpg?shrink=330:*&_v=20210113141736,DDR4,32,3600MHz (PC4-28800),CL18-22-22-42,2,,1.0,0,1,레드,1,RGB,202101,
PNY XLR8 DDR4-2666 LP,22780.0,https://prod.danawa.com/info/?pcode=15161591&cate=112752,PNY,15161591,//img.danawa.com/prod_img/500000/591/161/img/15161591_1.jpg?shrink=330:*&_v=20220121102441,DDR4,8,2666MHz (PC4-21300),CL16-18-18-35,1,,1.0,0,1,블랙,0,,202109,
OLOy DDR4-3200 CL16 BLADE RGB White 패키지,78600.0,https://prod.danawa.com/info/?pcode=13387685&cate=112752,OLOy,13387685,//img.danawa.com/prod_img/500000/685/387/img/13387685_1.jpg?shrink=330:*&_v=20210915141427,DDR4,16,3200MHz (PC4-25600),CL16-18-18-36,2,,1.0,0,1,화이트,1,RGB,202102,
ESSENCORE KLEVV DDR4-3600 CL18 CRAS X RGB 패키지 서린,113000.0,https://prod.danawa.com/info/?pcode=27885311&cate=112752,ESSENCORE,27885311,//img.danawa.com/prod_img/500000/311/885/img/27885311_1.jpg?shrink=330:*&_v=20230830102545,DDR4,16,3600MHz (PC4-28800),CL18-22-22-42,2,,1.0,0,1,블랙,1,RGB,202308,
TeamGroup T-CREATE DDR4-3600 CL18 EXPERT OC10L 패키지 서린,159990.0,https://prod.danawa.com/info/?pcode=13981106&cate=112752,TeamGroup,13981106,//img.danawa.com/prod_img/500000/106/981/img/13981106_1.jpg?shrink=330:*&_v=20210510153554,DDR4,32,3600MHz (PC4-28800),CL18-22-22-42,2,,,0,1,실버/그레이,0,,202104,
PNY XLR8 DDR4-3600 Gaming 화이트 패키지,75670.0,https://prod.danawa.com/info/?pcode=15152999&cate=112752,PNY,15152999,//img.danawa.com/prod_img/500000/999/152/img/15152999_1.jpg?shrink=330:*&_v=20220121103805,DDR4,16,3600MHz (PC4-28800),CL18-20-20-40,2,,1.0,0,1,화이트,1,RGB,202109,
에이서 프레데터 DDR4-3200 CL14 APOLLO 패키지,83890.0,https://prod.danawa.com/info/?pcode=14207183&cate=112752,에이서,14207183,//img.danawa.com/prod_img/500000/183/207/img/14207183_1.jpg?shrink=330:*&_v=20210518145619,DDR4,16,3200MHz (PC4-25600),CL14-14-14-34,2,,1.0,0,1,실버/그레이,1,RGB,202105,
OLOy DDR4-3200 CL16 BLADE RGB Black 패키지,80000.0,https://prod.danawa.com/info/?pcode=13387634&cate=112752,OLOy,13387634,//img.danawa.com/prod_img/500000/634/387/img/13387634_1.jpg?shrink=330:*&_v=20210915141257,DDR4,16,3200MHz (PC4-25600),CL16-18-18-36,2,,1.0,0,1,블랙,1,RGB,202102,
GeIL DDR4-3600 CL18 ORION Gray 패키지,104990.0,https://prod.danawa.com/info/?pcode=12586634&cate=112752,GeIL,12586634,//img.danawa.com/prod_img/500000/634/586/img/12586634_1.jpg?shrink=330:*&_v=20201113105054,DDR4,32,3600MHz (PC4-28800),CL18-22-22-42,2,,1.0,0,1,실버/그레이,0,,202010,
GeIL DDR4-3600 CL18 ORION Red 패키지,57000.0,https://prod.danawa.com/info/?pcode=12595988&cate=112752,GeIL,12595988,//img.danawa.com/prod_img/500000/988/595/img/12595988_1.jpg?shrink=330:*&_v=20201102154516,DDR4,16,3600MHz (PC4-28800),CL18-22-22-42,2,,1.0,0,1,레드,0,,202011,
G.SKILL DDR5-6000 CL36 TRIDENT Z5 J 실버 패키지,148990.0,https://prod.danawa.com/info/?pcode=16192574&cate=112752,G.SKILL,16192574,//img.danawa.com/prod_img/500000/574/192/img/16192574_1.jpg?shrink=330:*&_v=20220114143908,DDR5,32,6000MHz (PC5-48000),CL36-36-36-96,2,2.0,2.0,0,1,실버/그레이,0,,202201,
PNY XLR8 DDR4-3200 Gaming 화이트 패키지,64030.0,https://prod.danawa.com/info/?pcode=15745739&cate=112752,PNY,15745739,//img.danawa.com/prod_img/500000/739/745/img/15745739_1.jpg?shrink=330:*&_v=20220525125343,DDR4,16,3200MHz (PC4-25600),CL16-18-18-42,2,,1.0,0,1,화이트,1,RGB,202111,
G.SKILL DDR4-3200 CL14 FLARE X 블랙 DUAL 패키지,195301.0,https://prod.danawa.com/info/?pcode=11421180&cate=112752,G.SKILL,11421180,//img.danawa.com/prod_img/500000/180/421/img/11421180_1.jpg?shrink=330:*&_v=20200821131934,DDR4,32,3200MHz (PC4-25600),CL14-14-14-34,2,,1.0,0,1,블랙,0,,202005,
G.SKILL DDR4-3200 CL16 RIPJAWS V VK,94000.0,https://prod.danawa.com/info/?pcode=10019379&cate=112752,G.SKILL,10019379,//img.danawa.com/prod_img/500000/379/019/img/10019379_1.jpg?shrink=330:*&_v=20200821131934,DDR4,32,3200MHz (PC4-25600),CL16-18-18-38,1,,1.0,0,1,블랙,0,,201911,
G.SKILL DDR5-7600 CL36 TRIDENT Z5 RGB J 실버 패키지,268778.0,https://prod.danawa.com/info/?pcode=18036659&cate=112752,G.SKILL,18036659,//img.danawa.com/prod_img/500000/659/036/img/18036659_1.jpg?shrink=330:*&_v=20221019083650,DDR5,32,7600MHz (PC5-60800),CL36-46-46-121,2,2.0,2.0,0,1,실버/그레이,1,RGB,202210,
PNY XLR8 DDR4-3600 Gaming 패키지,75720.0,https://prod.danawa.com/info/?pcode=12169016&cate=112752,PNY,12169016,//img.danawa.com/prod_img/500000/016/169/img/12169016_1.jpg?shrink=330:*&_v=20220121103425,DDR4,16,3600MHz (PC4-28800),CL18-20-20-40,2,,1.0,0,1,블랙,1,RGB,202009,
타무즈 DDR4-2133 CL15,22300.0,https://prod.danawa.com/info/?pcode=4525099&cate=112752,타무즈,4525099,//img.danawa.com/prod_img/500000/099/525/img/4525099_1.jpg?shrink=330:*&_v=20200821133403,DDR4,8,2133MHz (PC4-17000),CL15-15-15-36,1,,,0,0,,0,,201610,
OLOy DDR5-6200 CL36 BLADE RGB MIRROR 패키지,481000.0,https://prod.danawa.com/info/?pcode=17769701&cate=112752,OLOy,17769701,//img.danawa.com/prod_img/500000/701/769/img/17769701_1.jpg?shrink=330:*&_v=20220901143747,DDR5,32,6200MHz (PC5-49600),CL36-38-38-76,2,2.0,,0,1,실버/그레이,1,RGB,202209,
G.SKILL DDR4-3200 CL14 TRIDENT Z ROYAL 실버 패키지,734340.0,https://prod.danawa.com/info/?pcode=7939030&cate=112752,G.SKILL,7939030,//img.danawa.com/prod_img/500000/030/939/img/7939030_1.jpg?shrink=330:*&_v=20200821132109,DDR4,128,3200MHz (PC4-25600),CL14-14-14-34,8,,1.0,0,1,실버/그레이,1,RGB,201905,
타무즈 DDR4-2400 CL17,19180.0,https://prod.danawa.com/info/?pcode=5093440&cate=112752,타무즈,5093440,//img.danawa.com/prod_img/500000/440/093/img/5093440_1.jpg?shrink=330:*&_v=20200821133226,DDR4,8,2400MHz (PC4-19200),CL17-17-17-39,1,,,0,0,,0,,201704,
TeamGroup T-Force DDR4-3600 CL18 XTREEM ARGB 패키지 서린,299760.0,https://prod.danawa.com/info/?pcode=14534126&cate=112752,TeamGroup,14534126,//img.danawa.com/prod_img/500000/126/534/img/14534126_1.jpg?shrink=330:*&_v=20210621150415,DDR4,64,3600MHz (PC4-28800),CL18-22-22-42,2,,1.0,0,1,블루,1,RGB,202106,
G.SKILL DDR4-3600 CL14 TRIDENT Z ROYAL A 골드 패키지,369000.0,https://prod.danawa.com/info/?pcode=17389916&cate=112752,G.SKILL,17389916,//img.danawa.com/prod_img/500000/916/389/img/17389916_1.jpg?shrink=330:*&_v=20220704175100,DDR4,32,3600MHz (PC4-28800),CL14-14-14-34,2,,1.0,0,1,골드,1,RGB,202207,
GeIL DDR5-6400 CL38 POLARIS RGB Gray 패키지,174000.0,https://prod.danawa.com/info/?pcode=19540025&cate=112752,GeIL,19540025,//img.danawa.com/prod_img/500000/025/540/img/19540025_1.jpg?shrink=330:*&_v=20230328171413,DDR5,32,6400MHz (PC5-51200),CL38-40-40-82,2,2.0,2.0,1,1,실버/그레이,1,RGB,202303,
G.SKILL DDR5-7800 CL36 TRIDENT Z5 RGB J 실버 패키지,324578.0,https://prod.danawa.com/info/?pcode=18419804&cate=112752,G.SKILL,18419804,//img.danawa.com/prod_img/500000/804/419/img/18419804_1.jpg?shrink=330:*&_v=20221205091222,DDR5,32,7800MHz (PC5-62400),CL36-46-46-125,2,2.0,2.0,0,1,실버/그레이,0,RGB,202212,
CORSAIR DDR4-3600 CL18 VENGEANCE RGB PRO SL BLACK 패키지,249160.0,https://prod.danawa.com/info/?pcode=13245338&cate=112752,CORSAIR,13245338,//img.danawa.com/prod_img/500000/338/245/img/13245338_1.jpg?shrink=330:*&_v=20210521113037,DDR4,32,3600MHz (PC4-28800),CL18-22-22-42,4,,1.0,0,1,블랙,1,RGB,202101,
타무즈 DDR4-2666 CL19,32400.0,https://prod.danawa.com/info/?pcode=6018770&cate=112752,타무즈,6018770,//img.danawa.com/prod_img/500000/770/018/img/6018770_1.jpg?shrink=330:*&_v=20200821132850,DDR4,16,2666MHz (PC4-21300),CL19-19-19-43,1,,,0,0,,0,,201804,
GeIL DDR5-6400 CL38 EVO V RGB Gray 패키지,186500.0,https://prod.danawa.com/info/?pcode=18419999&cate=112752,GeIL,18419999,//img.danawa.com/prod_img/500000/999/419/img/18419999_1.jpg?shrink=330:*&_v=20221205092939,DDR5,32,6400MHz (PC5-51200),CL38-40-40-82,2,2.0,2.0,0,1,실버/그레이,1,RGB,202212,
TeamGroup T-Force DDR4-3200 CL16 XTREEM ARGB 패키지 서린,294760.0,https://prod.danawa.com/info/?pcode=14534063&cate=112752,TeamGroup,14534063,//img.danawa.com/prod_img/500000/063/534/img/14534063_1.jpg?shrink=330:*&_v=20210621150409,DDR4,64,3200MHz (PC4-25600),CL16-18-18-38,2,,1.0,0,1,블루,1,RGB,202106,
ESSENCORE KLEVV DDR5-6000 CL30 CRAS V RGB 패키지 서린,,https://prod.danawa.com/info/?pcode=27886268&cate=112752,ESSENCORE,27886268,//img.danawa.com/prod_img/500000/268/886/img/27886268_1.jpg?shrink=330:*&_v=20230830111907,DDR5,nan,6000MHz (PC5-48000),CL30-36-36-76,2,2.0,2.0,1,1,블랙,1,RGB,202308,
TeamGroup T-Force DDR5-6000 CL38 Delta RGB TUF 패키지 서린,159000.0,https://prod.danawa.com/info/?pcode=18597491&cate=112752,TeamGroup,18597491,//img.danawa.com/prod_img/500000/491/597/img/18597491_1.jpg?shrink=330:*&_v=20221227092658,DDR5,32,6000MHz (PC5-48000),CL38-38-38-78,2,2.0,2.0,1,1,블랙,1,RGB,202212,
OLOy DDR5-6200 CL32 BLADE RGB MIRROR 패키지,523990.0,https://prod.danawa.com/info/?pcode=15969377&cate=112752,OLOy,15969377,//img.danawa.com/prod_img/500000/377/969/img/15969377_1.jpg?shrink=330:*&_v=20220928162552,DDR5,32,6200MHz (PC5-49600),CL32-38-38-76,2,2.0,,0,1,실버/그레이,1,RGB,202112,
CORSAIR DDR4-3600 CL18 VENGEANCE RGB PRO SL WHITE 패키지,93300.0,https://prod.danawa.com/info/?pcode=13244474&cate=112752,CORSAIR,13244474,//img.danawa.com/prod_img/500000/474/244/img/13244474_1.jpg?shrink=330:*&_v=20220916123633,DDR4,16,3600MHz (PC4-28800),CL18-22-22-42,2,,1.0,0,1,화이트,1,RGB,202101,
ADATA XPG DDR4-3600 CL18 SPECTRIX D45G RGB 패키지,106430.0,https://prod.danawa.com/info/?pcode=20102330&cate=112752,ADATA,20102330,//img.danawa.com/prod_img/500000/330/102/img/20102330_1.jpg?shrink=330:*&_v=20230510135300,DDR4,32,3600MHz (PC4-28800),CL18-22-22,2,,1.0,0,1,블랙,1,RGB,202305,
OCPC DDR5-5200 CL36 PISTA RGB 패키지,90000.0,https://prod.danawa.com/info/?pcode=16442840&cate=112752,OCPC,16442840,//img.danawa.com/prod_img/500000/840/442/img/16442840_1.jpg?shrink=330:*&_v=20220221150910,DDR5,16,5200MHz (PC5-41600),CL36-38-38-74,2,2.0,,0,1,실버/그레이,1,RGB,202202,
TeamGroup T-Force DDR5-5600 CL32 Vulcan Black 패키지,155000.0,https://prod.danawa.com/info/?pcode=18612917&cate=112752,TeamGroup,18612917,//img.danawa.com/prod_img/500000/917/612/img/18612917_1.jpg?shrink=330:*&_v=20221228131815,DDR5,32,5600MHz (PC5-44800),CL32-36-36-76,2,2.0,2.0,1,1,블랙,0,,202212,
TeamGroup T-CREATE DDR4-3200 CL14 EXPERT OC10L 패키지,138000.0,https://prod.danawa.com/info/?pcode=15803078&cate=112752,TeamGroup,15803078,//img.danawa.com/prod_img/500000/078/803/img/15803078_1.jpg?shrink=330:*&_v=20211129140926,DDR4,16,3200MHz (PC4-25600),CL14-14-14-34,2,,,0,1,실버/그레이,0,,202111,
TeamGroup T-Force DDR4-3200 CL16-20-20 Delta RGB 패키지 서린,124990.0,https://prod.danawa.com/info/?pcode=12876455&cate=112752,TeamGroup,12876455,//img.danawa.com/prod_img/500000/455/876/img/12876455_1.jpg?shrink=330:*&_v=20201218155957,DDR4,32,3200MHz (PC4-25600),CL16-20-20-40,2,,1.0,0,1,블랙,1,RGB,202012,
G.SKILL DDR4-3200 CL14 RIPJAWS V VK 패키지,199000.0,https://prod.danawa.com/info/?pcode=6419781&cate=112752,G.SKILL,6419781,//img.danawa.com/prod_img/500000/781/419/img/6419781_1.jpg?shrink=330:*&_v=20200821132110,DDR4,32,3200MHz (PC4-25600),CL14-14-14-34,2,,1.0,0,1,블랙,0,,201808,
TeamGroup T-Force DDR4-3200 CL14 XTREEM ARGB 화이트 패키지 서린,279740.0,https://prod.danawa.com/info/?pcode=13460609&cate=112752,TeamGroup,13460609,//img.danawa.com/prod_img/500000/609/460/img/13460609_1.jpg?shrink=330:*&_v=20210413172101,DDR4,32,3200MHz (PC4-25600),CL14-14-14-34,2,,1.0,0,1,화이트,1,RGB,202102,
G.SKILL DDR5-6800 CL34 TRIDENT Z5 RGB J 실버 패키지,203675.0,https://prod.danawa.com/info/?pcode=18036605&cate=112752,G.SKILL,18036605,//img.danawa.com/prod_img/500000/605/036/img/18036605_1.jpg?shrink=330:*&_v=20221019081153,DDR5,32,6800MHz (PC5-54400),CL34-45-45-108,2,2.0,2.0,0,1,실버/그레이,1,RGB,202210,
TeamGroup T-Force DDR4-3200 CL20 ZEUS,25000.0,https://prod.danawa.com/info/?pcode=12775160&cate=112752,TeamGroup,12775160,//img.danawa.com/prod_img/500000/160/775/img/12775160_1.jpg?shrink=330:*&_v=20201126164139,DDR4,8,3200MHz (PC4-25600),CL20-22-22-46,1,,,0,0,,0,,202011,
ANACOMDA DDR4-3600 CL18 ET RGB Black 패키지,65560.0,https://prod.danawa.com/info/?pcode=15476741&cate=112752,ANACOMDA,15476741,//img.danawa.com/prod_img/500000/741/476/img/15476741_1.jpg?shrink=330:*&_v=20211020142410,DDR4,16,3600MHz (PC4-28800),CL18-22-22-42,2,,1.0,0,1,블랙,1,RGB,202110,
ANACOMDA DDR4-2666 CL19,41510.0,https://prod.danawa.com/info/?pcode=14218337&cate=112752,ANACOMDA,14218337,//img.danawa.com/prod_img/500000/337/218/img/14218337_1.jpg?shrink=330:*&_v=20210617140629,DDR4,16,2666MHz (PC4-21300),CL19-19-19-43,1,,,0,0,,0,,202105,
GeIL DDR4-3200 CL16-20-20 ORION Gray 패키지,54000.0,https://prod.danawa.com/info/?pcode=12586484&cate=112752,GeIL,12586484,//img.danawa.com/prod_img/500000/484/586/img/12586484_1.jpg?shrink=330:*&_v=20201109145156,DDR4,16,3200MHz (PC4-25600),CL16-20-20-40,2,,1.0,0,1,실버/그레이,0,,202010,
에이서 프레데터 DDR4-3200 CL14 VESTA 패키지,83890.0,https://prod.danawa.com/info/?pcode=16992575&cate=112752,에이서,16992575,//img.danawa.com/prod_img/500000/575/992/img/16992575_1.jpg?shrink=330:*&_v=20230711174549,DDR4,16,3200MHz (PC4-25600),CL14-14-14-34,2,,1.0,0,1,실버/그레이,1,RGB,202205,
OCPC DDR4-3200 CL16-20-20 XT II BLACK,18670.0,https://prod.danawa.com/info/?pcode=13612172&cate=112752,OCPC,13612172,//img.danawa.com/prod_img/500000/172/612/img/13612172_1.jpg?shrink=330:*&_v=20220221144951,DDR4,8,3200MHz (PC4-25600),CL16-20-20-38,1,,1.0,0,1,블랙,0,,202103,
TeamGroup T-Force DDR4-3600 CL14 Delta RGB 화이트 패키지 서린,200490.0,https://prod.danawa.com/info/?pcode=16876067&cate=112752,TeamGroup,16876067,//img.danawa.com/prod_img/500000/067/876/img/16876067_1.jpg?shrink=330:*&_v=20220603163548,DDR4,16,3600MHz (PC4-28800),CL14-15-15-35,2,,1.0,0,1,화이트,1,RGB,202204,
TeamGroup T-Force DDR5-6800 CL34 Delta RGB 패키지,206000.0,https://prod.danawa.com/info/?pcode=18135068&cate=112752,TeamGroup,18135068,//img.danawa.com/prod_img/500000/068/135/img/18135068_1.jpg?shrink=330:*&_v=20221027164650,DDR5,32,6800MHz (PC5-54400),CL34-44-44-84,2,2.0,2.0,0,1,블랙,1,RGB,202210,
GeIL DDR4-3200 CL16-20-20 ORION Red 패키지,102000.0,https://prod.danawa.com/info/?pcode=12595877&cate=112752,GeIL,12595877,//img.danawa.com/prod_img/500000/877/595/img/12595877_1.jpg?shrink=330:*&_v=20201109145133,DDR4,32,3200MHz (PC4-25600),CL16-20-20-40,2,,1.0,0,1,레드,0,,202011,
